Iteration,Trajectory,Legibility
200,"15.     3.75   2.5  
 14.389  3.928  2.5  
 13.664  3.992  2.5  
 12.922  4.04   2.5  
 12.166  4.073  2.5  
 11.396  4.092  2.5  
 10.613  4.099  2.5  
  9.819  4.094  2.5  
  9.015  4.079  2.5  
  8.202  4.056  2.5  
  7.382  4.025  2.5  
  6.556  3.988  2.5  
  5.724  3.946  2.5  
  4.889  3.9    2.5  
  4.     3.8    2.5  ","0.9756580002307835, 0.9756580002307835"
900,"15.     3.75   2.5  
 15.001  4.54   2.5  
 14.487  4.816  2.5  
 13.901  5.019  2.5  
 13.247  5.154  2.5  
 12.531  5.227  2.5  
 11.759  5.245  2.5  
 10.936  5.211  2.5  
 10.068  5.133  2.5  
  9.161  5.015  2.5  
  8.22   4.863  2.5  
  7.251  4.684  2.5  
  6.26   4.482  2.5  
  5.252  4.263  2.5  
  4.     3.8    2.5  ","0.9775693745566361, 0.9775693745566361"
5000,"15.     3.75   2.5  
 18.584  8.123  2.5  
 19.311  9.639  2.5  
 19.631 10.749  2.5  
 19.577 11.484  2.5  
 19.179 11.876  2.5  
 18.469 11.954  2.5  
 17.477 11.752  2.5  
 16.235 11.3    2.5  
 14.775 10.629  2.5  
 13.127  9.77   2.5  
 11.324  8.756  2.5  
  9.396  7.617  2.5  
  7.375  6.386  2.5  
  4.     3.8    2.5  ","0.9883699262906377, 0.9883699262906377"
10000,"15.     3.75   2.5  
 22.952 12.491  2.5  
 25.191 15.519  2.5  
 26.618 17.735  2.5  
 27.294 19.201  2.5  
 27.284 19.98   2.5  
 26.648 20.134  2.5  
 25.45  19.725  2.5  
 23.752 18.816  2.5  
 21.616 17.47   2.5  
 19.106 15.749  2.5  
 16.284 13.716  2.5  
 13.213 11.435  2.5  
  9.959  8.97   2.5  
  4.     3.8    2.5  ","1.0002443153701135, 1.0002443153701135"
600,"15.     3.75   2.5  
 14.739  4.278  2.5  
 14.134  4.463  2.5  
 13.482  4.599  2.5  
 12.784  4.691  2.5  
 12.044  4.741  2.5  
 11.268  4.753  2.5  
 10.457  4.732  2.5  
  9.617  4.681  2.5  
  8.75   4.604  2.5  
  7.861  4.504  2.5  
  6.953  4.385  2.5  
  6.031  4.252  2.5  
  5.097  4.107  2.5  
  4.     3.8    2.5  ","0.9767520746333678, 0.9767520746333678"
6000,"15.     3.75   2.5  
 19.457  8.997  2.5  
 20.487 10.815  2.5  
 21.029 12.147  2.5  
 21.121 13.028  2.5  
 20.8   13.497  2.5  
 20.105 13.591  2.5  
 19.072 13.347  2.5  
 17.739 12.803  2.5  
 16.144 11.997  2.5  
 14.324 10.966  2.5  
 12.316  9.748  2.5  
 10.16   8.381  2.5  
  7.892  6.903  2.5  
  4.     3.8    2.5  ","0.9908740686594282, 0.9908740686594282"
300,"15.     3.75   2.5  
 14.476  4.016  2.5  
 13.782  4.11   2.5  
 13.062  4.18   2.5  
 12.32   4.228  2.5  
 11.558  4.254  2.5  
 10.777  4.262  2.5  
  9.979  4.254  2.5  
  9.166  4.23   2.5  
  8.339  4.193  2.5  
  7.502  4.145  2.5  
  6.655  4.087  2.5  
  5.801  4.022  2.5  
  4.941  3.952  2.5  
  4.     3.8    2.5  ","0.9759319641231112, 0.9759319641231112"
9000,"15.     3.75   2.5  
 22.078 11.617  2.5  
 24.015 14.343  2.5  
 25.221 16.338  2.5  
 25.751 17.658  2.5  
 25.663 18.36   2.5  
 25.013 18.498  2.5  
 23.856 18.131  2.5  
 22.249 17.313  2.5  
 20.249 16.102  2.5  
 17.911 14.554  2.5  
 15.292 12.725  2.5  
 12.45  10.672  2.5  
  9.443  8.454  2.5  
  4.     3.8    2.5  ","0.9980055619378971, 0.9980055619378971"
700,"15.     3.75   2.5  
 14.826  4.365  2.5  
 14.252  4.581  2.5  
 13.621  4.739  2.5  
 12.938  4.845  2.5  
 12.207  4.903  2.5  
 11.431  4.917  2.5  
 10.617  4.892  2.5  
  9.767  4.832  2.5  
  8.887  4.741  2.5  
  7.981  4.624  2.5  
  7.053  4.485  2.5  
  6.107  4.329  2.5  
  5.148  4.159  2.5  
  4.     3.8    2.5  ","0.97702482899423, 0.97702482899423"
1,"15.     3.75   2.5  
 14.215  3.754  2.5  
 13.43   3.758  2.5  
 12.644  3.762  2.5  
 11.859  3.766  2.5  
 11.073  3.769  2.5  
 10.287  3.773  2.5  
  9.502  3.777  2.5  
  8.716  3.78   2.5  
  7.93   3.784  2.5  
  7.144  3.787  2.5  
  6.358  3.79   2.5  
  5.572  3.794  2.5  
  4.786  3.797  2.5  
  4.     3.8    2.5  ","0.975111968563874, 0.975111968563874"
4000,"15.     3.75   2.5  
 17.71   7.249  2.5  
 18.134  8.463  2.5  
 18.234  9.352  2.5  
 18.033  9.94   2.5  
 17.558 10.254  2.5  
 16.832 10.318  2.5  
 15.882 10.157  2.5  
 14.731  9.796  2.5  
 13.406  9.26   2.5  
 11.931  8.574  2.5  
 10.331  7.763  2.5  
  8.631  6.853  2.5  
  6.858  5.868  2.5  
  4.     3.8    2.5  ","0.9858093389941445, 0.9858093389941445"
2000,"15.     3.75   2.5  
 15.962  5.501  2.5  
 15.781  6.11   2.5  
 15.438  6.556  2.5  
 14.945  6.852  2.5  
 14.315  7.011  2.5  
 13.559  7.045  2.5  
 12.691  6.966  2.5  
 11.723  6.787  2.5  
 10.668  6.521  2.5  
  9.537  6.18   2.5  
  8.344  5.776  2.5  
  7.102  5.323  2.5  
  5.822  4.833  2.5  
  4.     3.8    2.5  ","0.9805392715133725, 0.9805392715133725"
