Iteration,Trajectory,Legibility
200,"15.     3.75   2.5  
 14.433  3.972  2.5  
 13.723  4.051  2.5  
 12.992  4.11   2.5  
 12.243  4.15   2.5  
 11.477  4.173  2.5  
 10.695  4.181  2.5  
  9.899  4.174  2.5  
  9.09   4.155  2.5  
  8.271  4.124  2.5  
  7.442  4.085  2.5  
  6.606  4.038  2.5  
  5.763  3.984  2.5  
  4.915  3.926  2.5  
  4.     3.8    2.5  ","0.9148472082187239, 0.9148472082187239"
900,"15.     3.75   2.5  
 15.197  4.736  2.5  
 14.751  5.08   2.5  
 14.215  5.332  2.5  
 13.593  5.5    2.5  
 12.895  5.591  2.5  
 12.126  5.611  2.5  
 11.294  5.569  2.5  
 10.405  5.47   2.5  
  9.468  5.321  2.5  
  8.488  5.131  2.5  
  7.474  4.906  2.5  
  6.431  4.653  2.5  
  5.368  4.379  2.5  
  4.     3.8    2.5  ","0.901474524457238, 0.901474524457238"
5000,"15.     3.75   2.5  
 19.652  9.191  2.5  
 20.746 11.074  2.5  
 21.332 12.45   2.5  
 21.45  13.357  2.5  
 21.14  13.837  2.5  
 20.441 13.927  2.5  
 19.393 13.668  2.5  
 18.035 13.099  2.5  
 16.406 12.26   2.5  
 14.547 11.19   2.5  
 12.497  9.929  2.5  
 10.296  8.518  2.5  
  7.988  6.998  2.5  
  4.     3.8    2.5  ","0.8258384315783184, 0.8258384315783184"
10000,"15.     3.75   2.5  
 24.989 14.529  2.5  
 27.913 18.242  2.5  
 29.825 20.943  2.5  
 30.806 22.713  2.5  
 30.936 23.633  2.5  
 30.296 23.782  2.5  
 28.967 23.242  2.5  
 27.028 22.093  2.5  
 24.562 20.415  2.5  
 21.647 18.29   2.5  
 18.366 15.799  2.5  
 14.802 13.024  2.5  
 11.043 10.054  2.5  
  4.     3.8    2.5  ","0.7435809266611427, 0.7435809266611427"
600,"15.     3.75   2.5  
 14.87   4.409  2.5  
 14.311  4.639  2.5  
 13.691  4.809  2.5  
 13.015  4.922  2.5  
 12.287  4.984  2.5  
 11.513  4.998  2.5  
 10.696  4.971  2.5  
  9.842  4.906  2.5  
  8.955  4.809  2.5  
  8.04   4.683  2.5  
  7.102  4.534  2.5  
  6.145  4.366  2.5  
  5.174  4.185  2.5  
  4.     3.8    2.5  ","0.9071954375626569, 0.9071954375626569"
6000,"15.     3.75   2.5  
 20.73  10.269  2.5  
 22.194 12.523  2.5  
 23.051 14.168  2.5  
 23.346 15.253  2.5  
 23.127 15.824  2.5  
 22.443 15.929  2.5  
 21.34  15.615  2.5  
 19.866 14.931  2.5  
 18.07  13.923  2.5  
 15.997 12.64   2.5  
 13.698 11.13   2.5  
 11.219  9.441  2.5  
  8.613  7.624  2.5  
  4.     3.8    2.5  ","0.8083805330336842, 0.8083805330336842"
300,"15.     3.75   2.5  
 14.542  4.081  2.5  
 13.87   4.198  2.5  
 13.167  4.285  2.5  
 12.436  4.343  2.5  
 11.679  4.376  2.5  
 10.899  4.385  2.5  
 10.098  4.373  2.5  
  9.278  4.343  2.5  
  8.442  4.296  2.5  
  7.592  4.235  2.5  
  6.73   4.162  2.5  
  5.858  4.08   2.5  
  4.98   3.991  2.5  
  4.     3.8    2.5  ","0.9129319391326838, 0.9129319391326838"
9000,"15.     3.75   2.5  
 23.933 13.472  2.5  
 26.496 16.825  2.5  
 28.149 19.266  2.5  
 28.961 20.869  2.5  
 29.007 21.704  2.5  
 28.358 21.844  2.5  
 27.087 21.362  2.5  
 25.265 20.33   2.5  
 22.965 18.819  2.5  
 20.26  16.903  2.5  
 17.221 14.653  2.5  
 13.924 12.146  2.5  
 10.448  9.459  2.5  
  4.     3.8    2.5  ","0.7589851376734574, 0.7589851376734574"
700,"15.     3.75   2.5  
 14.979  4.518  2.5  
 14.458  4.786  2.5  
 13.865  4.983  2.5  
 13.208  5.115  2.5  
 12.49   5.186  2.5  
 11.717  5.203  2.5  
 10.895  5.17   2.5  
 10.03   5.094  2.5  
  9.126  4.98   2.5  
  8.19   4.832  2.5  
  7.226  4.658  2.5  
  6.24   4.462  2.5  
  5.239  4.25   2.5  
  4.     3.8    2.5  ","0.9052866318254871, 0.9052866318254871"
1,"15.     3.75   2.5  
 14.215  3.755  2.5  
 13.43   3.759  2.5  
 12.645  3.762  2.5  
 11.859  3.766  2.5  
 11.073  3.77   2.5  
 10.288  3.773  2.5  
  9.502  3.777  2.5  
  8.716  3.78   2.5  
  7.93   3.784  2.5  
  7.144  3.787  2.5  
  6.358  3.791  2.5  
  5.572  3.794  2.5  
  4.786  3.797  2.5  
  4.     3.8    2.5  ","0.9186627404641321, 0.9186627404641321"
4000,"15.     3.75   2.5  
 18.57   8.109  2.5  
 19.291  9.619  2.5  
 19.605 10.723  2.5  
 19.545 11.452  2.5  
 19.142 11.838  2.5  
 18.427 11.913  2.5  
 17.433 11.708  2.5  
 16.189 11.254  2.5  
 14.729 10.583  2.5  
 13.084  9.727  2.5  
 11.285  8.717  2.5  
  9.365  7.586  2.5  
  7.356  6.367  2.5  
  4.     3.8    2.5  ","0.8437375858985974, 0.8437375858985974"
2000,"15.     3.75   2.5  
 16.397  5.936  2.5  
 16.366  6.695  2.5  
 16.132  7.25   2.5  
 15.711  7.619  2.5  
 15.119  7.815  2.5  
 14.37   7.855  2.5  
 13.48   7.755  2.5  
 12.467  7.531  2.5  
 11.344  7.197  2.5  
 10.127  6.77   2.5  
  8.834  6.266  2.5  
  7.478  5.7    2.5  
  6.078  5.089  2.5  
  4.     3.8    2.5  ","0.8806639946665805, 0.8806639946665805"
3000,"15.     3.75   2.5  
 17.485  7.024  2.5  
 17.83   8.159  2.5  
 17.872  8.989  2.5  
 17.632  9.539  2.5  
 17.134  9.831  2.5  
 16.403  9.889  2.5  
 15.461  9.736  2.5  
 14.333  9.397  2.5  
 13.041  8.895  2.5  
 11.61   8.253  2.5  
 10.063  7.495  2.5  
  8.425  6.646  2.5  
  6.719  5.73   2.5  
  4.     3.8    2.5  ","0.8620313418057886, 0.8620313418057886"
400,"15.     3.75   2.5  
 14.651  4.19   2.5  
 14.017  4.345  2.5  
 13.342  4.459  2.5  
 12.629  4.536  2.5  
 11.882  4.578  2.5  
 11.104  4.59   2.5  
 10.298  4.573  2.5  
  9.466  4.53   2.5  
  8.613  4.467  2.5  
  7.741  4.384  2.5  
  6.854  4.286  2.5  
  5.954  4.175  2.5  
  5.045  4.056  2.5  
  4.     3.8    2.5  ","0.9110181688420413, 0.9110181688420413"
7000,"15.     3.75   2.5  
 21.803 11.342  2.5  
 23.636 13.965  2.5  
 24.76  15.878  2.5  
 25.23  17.137  2.5  
 25.102 17.798  2.5  
 24.431 17.916  2.5  
 23.273 17.548  2.5  
 21.683 16.747  2.5  
 19.718 15.572  2.5  
 17.434 14.077  2.5  
 14.886 12.318  2.5  
 12.132 10.354  2.5  
  9.232  8.243  2.5  
  4.     3.8    2.5  ","0.79140136732029, 0.79140136732029"
100,"15.     3.75   2.5  
 14.324  3.863  2.5  
 13.576  3.904  2.5  
 12.818  3.935  2.5  
 12.05   3.957  2.5  
 11.274  3.971  2.5  
 10.49   3.976  2.5  
  9.699  3.974  2.5  
  8.902  3.967  2.5  
  8.1    3.953  2.5  
  7.292  3.935  2.5  
  6.481  3.913  2.5  
  5.667  3.889  2.5  
  4.851  3.861  2.5  
  4.     3.8    2.5  ","0.9167638972987007, 0.9167638972987007"
800,"15.     3.75   2.5  
 15.088  4.627  2.5  
 14.605  4.933  2.5  
 14.04   5.158  2.5  
 13.4    5.308  2.5  
 12.692  5.389  2.5  
 11.921  5.407  2.5  
 11.094  5.369  2.5  
 10.218  5.282  2.5  
  9.297  5.151  2.5  
  8.339  4.982  2.5  
  7.35   4.782  2.5  
  6.336  4.557  2.5  
  5.304  4.314  2.5  
  4.     3.8    2.5  ","0.9033796353469178, 0.9033796353469178"
8000,"15.     3.75   2.5  
 22.871 12.41   2.5  
 25.071 15.399  2.5  
 26.46  17.578  2.5  
 27.102 19.01   2.5  
 27.062 19.759  2.5  
 26.403 19.889  2.5  
 25.189 19.464  2.5  
 23.483 18.547  2.5  
 21.351 17.204  2.5  
 18.855 15.498  2.5  
 16.061 13.493  2.5  
 13.034 11.255  2.5  
  9.844  8.855  2.5  
  4.     3.8    2.5  ","0.7749294975162028, 0.7749294975162028"
500,"15.     3.75   2.5  
 14.76   4.3    2.5  
 14.164  4.492  2.5  
 13.516  4.634  2.5  
 12.822  4.729  2.5  
 12.085  4.781  2.5  
 11.308  4.794  2.5  
 10.497  4.772  2.5  
  9.654  4.718  2.5  
  8.784  4.638  2.5  
  7.891  4.534  2.5  
  6.978  4.41   2.5  
  6.049  4.271  2.5  
  5.11   4.12   2.5  
  4.     3.8    2.5  ","0.9091059756943358, 0.9091059756943358"
