Iteration,Trajectory,Legibility
200,"15.     3.75   2.5  
 14.411  3.95   2.5  
 13.693  4.022  2.5  
 12.957  4.075  2.5  
 12.205  4.112  2.5  
 11.436  4.133  2.5  
 10.654  4.14   2.5  
  9.859  4.134  2.5  
  9.053  4.117  2.5  
  8.237  4.09   2.5  
  7.412  4.055  2.5  
  6.581  4.013  2.5  
  5.744  3.965  2.5  
  4.902  3.913  2.5  
  4.     3.8    2.5  ","0.9152301400763643, 0.9757265490152607, 0.9454783445458125"
900,"15.     3.75   2.5  
 15.099  4.638  2.5  
 14.619  4.948  2.5  
 14.058  5.176  2.5  
 13.42   5.327  2.5  
 12.713  5.409  2.5  
 11.942  5.428  2.5  
 11.115  5.39   2.5  
 10.237  5.301  2.5  
  9.315  5.168  2.5  
  8.354  4.997  2.5  
  7.363  4.795  2.5  
  6.346  4.567  2.5  
  5.31   4.321  2.5  
  4.     3.8    2.5  ","0.9031834621222994, 0.9778738591082501, 0.9405286606152747"
5000,"15.     3.75   2.5  
 19.12   8.659  2.5  
 20.031 10.359  2.5  
 20.485 11.603  2.5  
 20.518 12.425  2.5  
 20.165 12.861  2.5  
 19.46  12.946  2.5  
 18.441 12.716  2.5  
 17.141 12.205  2.5  
 15.596 11.45   2.5  
 13.843 10.485  2.5  
 11.915  9.347  2.5  
  9.85   8.071  2.5  
  7.684  6.695  2.5  
  4.     3.8    2.5  ","0.8344565512775852, 0.989857534612416, 0.9121570429450006"
10000,"15.     3.75   2.5  
 23.981 13.521  2.5  
 26.568 16.897  2.5  
 28.243 19.361  2.5  
 29.076 20.983  2.5  
 29.14  21.836  2.5  
 28.505 21.991  2.5  
 27.243 21.518  2.5  
 25.425 20.49   2.5  
 23.123 18.977  2.5  
 20.409 17.052  2.5  
 17.354 14.786  2.5  
 14.03  12.252  2.5  
 10.516  9.527  2.5  
  4.     3.8    2.5  ","0.7575261824338397, 1.002503403228783, 0.8800147928313113"
600,"15.     3.75   2.5  
 14.804  4.343  2.5  
 14.223  4.551  2.5  
 13.586  4.704  2.5  
 12.899  4.806  2.5  
 12.166  4.862  2.5  
 11.39   4.876  2.5  
 10.577  4.852  2.5  
  9.729  4.794  2.5  
  8.853  4.706  2.5  
  7.951  4.594  2.5  
  7.028  4.46   2.5  
  6.088  4.309  2.5  
  5.136  4.146  2.5  
  4.     3.8    2.5  ","0.9083391465096513, 0.9769562644396688, 0.94264770547466"
6000,"15.     3.75   2.5  
 20.096  9.636  2.5  
 21.345 11.673  2.5  
 22.045 13.163  2.5  
 22.24  14.147  2.5  
 21.972 14.668  2.5  
 21.283 14.768  2.5  
 20.215 14.49   2.5  
 18.812 13.877  2.5  
 17.116 12.97   2.5  
 15.169 11.812  2.5  
 13.015 10.447  2.5  
 10.696  8.917  2.5  
  8.257  7.268  2.5  
  4.     3.8    2.5  ","0.8183666077282216, 0.9925811302149949, 0.9054738689716082"
300,"15.     3.75   2.5  
 14.509  4.048  2.5  
 13.826  4.154  2.5  
 13.115  4.232  2.5  
 12.378  4.285  2.5  
 11.619  4.315  2.5  
 10.838  4.324  2.5  
 10.038  4.313  2.5  
  9.222  4.286  2.5  
  8.391  4.244  2.5  
  7.547  4.19   2.5  
  6.692  4.125  2.5  
  5.83   4.051  2.5  
  4.961  3.971  2.5  
  4.     3.8    2.5  ","0.9135057446375332, 0.9760346130208901, 0.9447701788292117"
9000,"15.     3.75   2.5  
 23.014 12.553  2.5  
 25.268 15.597  2.5  
 26.701 17.819  2.5  
 27.376 19.283  2.5  
 27.358 20.054  2.5  
 26.711 20.196  2.5  
 25.498 19.773  2.5  
 23.784 18.849  2.5  
 21.634 17.487  2.5  
 19.11  15.753  2.5  
 16.279 13.711  2.5  
 13.205 11.426  2.5  
  9.957  8.968  2.5  
  4.     3.8    2.5  ","0.7721693681219843, 1.0001762416284503, 0.8861728048752173"
700,"15.     3.75   2.5  
 14.902  4.442  2.5  
 14.355  4.683  2.5  
 13.743  4.861  2.5  
 13.073  4.98   2.5  
 12.348  5.045  2.5  
 11.574  5.06   2.5  
 10.756  5.031  2.5  
  9.899  4.963  2.5  
  9.007  4.86   2.5  
  8.085  4.728  2.5  
  7.139  4.571  2.5  
  6.174  4.395  2.5  
  5.194  4.205  2.5  
  4.     3.8    2.5  ","0.9066193073371148, 0.977262595564454, 0.9419409514507844"
1,"15.     3.75   2.5  
 14.215  3.755  2.5  
 13.43   3.758  2.5  
 12.644  3.762  2.5  
 11.859  3.766  2.5  
 11.073  3.77   2.5  
 10.288  3.773  2.5  
  9.502  3.777  2.5  
  8.716  3.78   2.5  
  7.93   3.784  2.5  
  7.144  3.787  2.5  
  6.358  3.79   2.5  
  5.572  3.794  2.5  
  4.786  3.797  2.5  
  4.     3.8    2.5  ","0.9186646587611167, 0.975112312411747, 0.9468884855864319"
