Iteration,Trajectory,Legibility
200,"15.     3.75   2.5  
 14.431  3.971  2.5  
 13.72   4.049  2.5  
 12.989  4.107  2.5  
 12.239  4.147  2.5  
 11.472  4.169  2.5  
 10.69   4.175  2.5  
  9.893  4.168  2.5  
  9.084  4.148  2.5  
  8.264  4.117  2.5  
  7.434  4.077  2.5  
  6.597  4.029  2.5  
  5.753  3.974  2.5  
  4.908  3.918  2.5  
  4.     3.8    2.5  ","0.948379668604822, 0.9757522813654769, 0.9620659749851495"
900,"15.     3.75   2.5  
 15.191  4.73   2.5  
 14.742  5.071  2.5  
 14.202  5.32   2.5  
 13.578  5.485  2.5  
 12.876  5.572  2.5  
 12.104  5.589  2.5  
 11.268  5.543  2.5  
 10.377  5.441  2.5  
  9.436  5.289  2.5  
  8.453  5.096  2.5  
  7.435  4.867  2.5  
  6.389  4.61   2.5  
  5.334  4.345  2.5  
  4.     3.8    2.5  ","0.9506817882952924, 0.9779896962828848, 0.9643357422890886"
5000,"15.     3.75   2.5  
 19.657  9.196  2.5  
 20.753 11.081  2.5  
 21.341 12.458  2.5  
 21.46  13.367  2.5  
 21.149 13.846  2.5  
 20.448 13.934  2.5  
 19.396 13.671  2.5  
 18.031 13.095  2.5  
 16.392 12.246  2.5  
 14.519 11.162  2.5  
 12.451  9.884  2.5  
 10.228  8.449  2.5  
  7.91   6.921  2.5  
  4.     3.8    2.5  ","0.9643729228844274, 0.9909476201156188, 0.9776602715000231"
10000,"15.     3.75   2.5  
 25.091 14.63   2.5  
 28.063 18.392  2.5  
 30.021 21.138  2.5  
 31.04  22.948  2.5  
 31.201 23.898  2.5  
 30.584 24.07   2.5  
 29.272 23.547  2.5  
 27.337 22.401  2.5  
 24.855 20.709  2.5  
 21.905 18.547  2.5  
 18.564 15.996  2.5  
 14.912 13.133  2.5  
 11.052 10.063  2.5  
  4.     3.8    2.5  ","0.9796425048487782, nan, nan"
600,"15.     3.75   2.5  
 14.865  4.405  2.5  
 14.304  4.633  2.5  
 13.682  4.8    2.5  
 13.004  4.911  2.5  
 12.274  4.971  2.5  
 11.498  4.983  2.5  
 10.679  4.954  2.5  
  9.823  4.887  2.5  
  8.933  4.787  2.5  
  8.016  4.659  2.5  
  7.076  4.508  2.5  
  6.116  4.338  2.5  
  5.151  4.162  2.5  
  4.     3.8    2.5  ","0.949695697604954, 0.9770334707726124, 0.9633645841887832"
6000,"15.     3.75   2.5  
 20.747 10.286  2.5  
 22.22  12.548  2.5  
 23.083 14.201  2.5  
 23.384 15.291  2.5  
 23.169 15.866  2.5  
 22.486 15.972  2.5  
 21.381 15.656  2.5  
 19.901 14.965  2.5  
 18.092 13.946  2.5  
 16.003 12.646  2.5  
 13.679 11.111  2.5  
 11.169  9.39   2.5  
  8.541  7.552  2.5  
  4.     3.8    2.5  ","0.9676016672303099, 0.9939175939554733, 0.9807596305928916"
300,"15.     3.75   2.5  
 14.54   4.079  2.5  
 13.866  4.195  2.5  
 13.163  4.28   2.5  
 12.431  4.338  2.5  
 11.673  4.369  2.5  
 10.892  4.377  2.5  
 10.089  4.364  2.5  
  9.268  4.333  2.5  
  8.431  4.285  2.5  
  7.58   4.222  2.5  
  6.716  4.149  2.5  
  5.844  4.065  2.5  
  4.969  3.979  2.5  
  4.     3.8    2.5  ","0.948708772353469, 0.9760732118552787, 0.9623909921043738"
9000,"15.     3.75   2.5  
 24.016 13.556  2.5  
 26.62  16.948  2.5  
 28.309 19.427  2.5  
 29.155 21.062  2.5  
 29.228 21.924  2.5  
 28.597 22.083  2.5  
 27.334 21.609  2.5  
 25.509 20.573  2.5  
 23.191 19.044  2.5  
 20.451 17.094  2.5  
 17.361 14.793  2.5  
 13.99  12.211  2.5  
 10.433  9.444  2.5  
  4.     3.8    2.5  ","0.9768088753673816, 1.0022079437305238, 0.9895084095489527"
700,"15.     3.75   2.5  
 14.974  4.513  2.5  
 14.45   4.779  2.5  
 13.856  4.973  2.5  
 13.195  5.102  2.5  
 12.475  5.171  2.5  
 11.7    5.185  2.5  
 10.875  5.15   2.5  
 10.007  5.072  2.5  
  9.101  4.955  2.5  
  8.162  4.805  2.5  
  7.195  4.627  2.5  
  6.207  4.429  2.5  
  5.212  4.223  2.5  
  4.     3.8    2.5  ","0.9500245034350608, 0.9773526755588857, 0.9636885894969733"
1,"15.     3.75   2.5  
 14.215  3.755  2.5  
 13.43   3.759  2.5  
 12.645  3.762  2.5  
 11.859  3.766  2.5  
 11.073  3.77   2.5  
 10.288  3.773  2.5  
  9.502  3.777  2.5  
  8.716  3.78   2.5  
  7.93   3.784  2.5  
  7.144  3.787  2.5  
  6.358  3.79   2.5  
  5.572  3.794  2.5  
  4.786  3.797  2.5  
  4.     3.8    2.5  ","0.9477246331879565, 0.975112441077271, 0.9614185371326138"
