Iteration,Trajectory
400,"  4.441e-16   2.500e+00   1.300e+01
   4.390e-01   2.500e+00   1.265e+01
   5.920e-01   2.500e+00   1.201e+01
   7.060e-01   2.500e+00   1.134e+01
   7.810e-01   2.500e+00   1.062e+01
   8.230e-01   2.500e+00   9.876e+00
   8.330e-01   2.500e+00   9.097e+00
   8.150e-01   2.500e+00   8.290e+00
   7.720e-01   2.500e+00   7.458e+00
   7.070e-01   2.500e+00   6.603e+00
   6.230e-01   2.500e+00   5.730e+00
   5.240e-01   2.500e+00   4.842e+00
   4.130e-01   2.500e+00   3.941e+00
   2.950e-01   2.500e+00   3.035e+00
   5.000e-02   2.500e+00   2.000e+00"
3000,"  4.441e-16   2.500e+00   1.300e+01
   3.269e+00   2.500e+00   1.548e+01
   4.401e+00   2.500e+00   1.582e+01
   5.229e+00   2.500e+00   1.586e+01
   5.775e+00   2.500e+00   1.562e+01
   6.064e+00   2.500e+00   1.512e+01
   6.119e+00   2.500e+00   1.438e+01
   5.962e+00   2.500e+00   1.344e+01
   5.619e+00   2.500e+00   1.230e+01
   5.112e+00   2.500e+00   1.101e+01
   4.465e+00   2.500e+00   9.572e+00
   3.701e+00   2.500e+00   8.018e+00
   2.844e+00   2.500e+00   6.372e+00
   1.932e+00   2.500e+00   4.671e+00
   5.000e-02   2.500e+00   2.000e+00"
500,"  4.441e-16   2.500e+00   1.300e+01
   5.470e-01   2.500e+00   1.276e+01
   7.390e-01   2.500e+00   1.216e+01
   8.790e-01   2.500e+00   1.151e+01
   9.730e-01   2.500e+00   1.082e+01
   1.024e+00   2.500e+00   1.008e+01
   1.036e+00   2.500e+00   9.300e+00
   1.012e+00   2.500e+00   8.487e+00
   9.580e-01   2.500e+00   7.643e+00
   8.760e-01   2.500e+00   6.772e+00
   7.700e-01   2.500e+00   5.877e+00
   6.450e-01   2.500e+00   4.963e+00
   5.050e-01   2.500e+00   4.033e+00
   3.580e-01   2.500e+00   3.097e+00
   5.000e-02   2.500e+00   2.000e+00"
1000,"  4.441e-16   2.500e+00   1.300e+01
   1.091e+00   2.500e+00   1.330e+01
   1.470e+00   2.500e+00   1.289e+01
   1.748e+00   2.500e+00   1.238e+01
   1.932e+00   2.500e+00   1.177e+01
   2.030e+00   2.500e+00   1.108e+01
   2.050e+00   2.500e+00   1.031e+01
   1.999e+00   2.500e+00   9.474e+00
   1.886e+00   2.500e+00   8.572e+00
   1.719e+00   2.500e+00   7.615e+00
   1.504e+00   2.500e+00   6.612e+00
   1.251e+00   2.500e+00   5.569e+00
   9.670e-01   2.500e+00   4.495e+00
   6.680e-01   2.500e+00   3.408e+00
   5.000e-02   2.500e+00   2.000e+00"
2000,"  4.441e-16   2.500e+00   1.300e+01
   2.179e+00   2.500e+00   1.439e+01
   2.935e+00   2.500e+00   1.436e+01
   3.487e+00   2.500e+00   1.412e+01
   3.852e+00   2.500e+00   1.370e+01
   4.045e+00   2.500e+00   1.310e+01
   4.082e+00   2.500e+00   1.235e+01
   3.978e+00   2.500e+00   1.145e+01
   3.750e+00   2.500e+00   1.044e+01
   3.412e+00   2.500e+00   9.309e+00
   2.981e+00   2.500e+00   8.088e+00
   2.472e+00   2.500e+00   6.789e+00
   1.900e+00   2.500e+00   5.429e+00
   1.297e+00   2.500e+00   4.036e+00
   5.000e-02   2.500e+00   2.000e+00"
7000,"  4.441e-16   2.500e+00   1.300e+01
   7.615e+00   2.500e+00   1.983e+01
   1.025e+01   2.500e+00   2.167e+01
   1.217e+01   2.500e+00   2.280e+01
   1.344e+01   2.500e+00   2.328e+01
   1.411e+01   2.500e+00   2.316e+01
   1.423e+01   2.500e+00   2.249e+01
   1.386e+01   2.500e+00   2.134e+01
   1.306e+01   2.500e+00   1.974e+01
   1.187e+01   2.500e+00   1.777e+01
   1.036e+01   2.500e+00   1.547e+01
   8.583e+00   2.500e+00   1.290e+01
   6.589e+00   2.500e+00   1.012e+01
   4.453e+00   2.500e+00   7.193e+00
   5.000e-02   2.500e+00   2.000e+00"
600,"  4.441e-16   2.500e+00   1.300e+01
   6.560e-01   2.500e+00   1.287e+01
   8.850e-01   2.500e+00   1.231e+01
   1.053e+00   2.500e+00   1.169e+01
   1.165e+00   2.500e+00   1.101e+01
   1.225e+00   2.500e+00   1.028e+01
   1.238e+00   2.500e+00   9.503e+00
   1.210e+00   2.500e+00   8.685e+00
   1.143e+00   2.500e+00   7.829e+00
   1.044e+00   2.500e+00   6.941e+00
   9.170e-01   2.500e+00   6.024e+00
   7.670e-01   2.500e+00   5.084e+00
   5.970e-01   2.500e+00   4.126e+00
   4.200e-01   2.500e+00   3.159e+00
   5.000e-02   2.500e+00   2.000e+00"
100,"  4.441e-16   2.500e+00   1.300e+01
   1.120e-01   2.500e+00   1.232e+01
   1.530e-01   2.500e+00   1.157e+01
   1.840e-01   2.500e+00   1.082e+01
   2.060e-01   2.500e+00   1.005e+01
   2.190e-01   2.500e+00   9.273e+00
   2.240e-01   2.500e+00   8.489e+00
   2.220e-01   2.500e+00   7.697e+00
   2.140e-01   2.500e+00   6.900e+00
   2.010e-01   2.500e+00   6.097e+00
   1.830e-01   2.500e+00   5.290e+00
   1.610e-01   2.500e+00   4.478e+00
   1.350e-01   2.500e+00   3.664e+00
   1.090e-01   2.500e+00   2.848e+00
   5.000e-02   2.500e+00   2.000e+00"
700,"  4.441e-16   2.500e+00   1.300e+01
   7.650e-01   2.500e+00   1.297e+01
   1.031e+00   2.500e+00   1.245e+01
   1.227e+00   2.500e+00   1.186e+01
   1.357e+00   2.500e+00   1.120e+01
   1.426e+00   2.500e+00   1.048e+01
   1.441e+00   2.500e+00   9.705e+00
   1.407e+00   2.500e+00   8.882e+00
   1.329e+00   2.500e+00   8.015e+00
   1.213e+00   2.500e+00   7.109e+00
   1.064e+00   2.500e+00   6.171e+00
   8.880e-01   2.500e+00   5.206e+00
   6.900e-01   2.500e+00   4.218e+00
   4.820e-01   2.500e+00   3.221e+00
   5.000e-02   2.500e+00   2.000e+00"
800,"  4.441e-16   2.500e+00   1.300e+01
   8.730e-01   2.500e+00   1.308e+01
   1.178e+00   2.500e+00   1.260e+01
   1.400e+00   2.500e+00   1.203e+01
   1.548e+00   2.500e+00   1.139e+01
   1.627e+00   2.500e+00   1.068e+01
   1.644e+00   2.500e+00   9.908e+00
   1.604e+00   2.500e+00   9.079e+00
   1.515e+00   2.500e+00   8.201e+00
   1.382e+00   2.500e+00   7.278e+00
   1.211e+00   2.500e+00   6.318e+00
   1.009e+00   2.500e+00   5.327e+00
   7.820e-01   2.500e+00   4.311e+00
   5.440e-01   2.500e+00   3.283e+00
   5.000e-02   2.500e+00   2.000e+00"
