Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1505.313388696  250.054723985 2363.142755218]
 [1510.597237154  250.077804199 2326.294028515]
 [1515.878178459  250.098011095 2289.445967606]
 [1521.156252929  250.115330489 2252.598599622]
 [1526.431508514  250.129747922 2215.751953548]
 [1531.704001781  250.141248423 2178.906060545]
 [1536.973799062  250.149816196 2142.060954358]
 [1542.240977761  250.155434219 2105.216671814]
 [1547.505627886  250.158083732 2068.373253461]
 [1552.767853832  250.157743619 2031.530744357]
 [1558.027776493  250.154389682 1994.689195038]
 [1563.285535802  250.14799389  1957.848662697]
 [1568.541293846  250.138523808 1921.009212506]
 [1573.79523884   250.125942881 1884.170918867]
 [1579.047590514  250.110213497 1847.333865761]
 [1584.298608192  250.091309338 1810.498143104]
 [1589.548605303  250.069263341 1773.66382595 ]
 [1594.797984317  250.04440221  1736.830858118]
 [1600.           250.          1700.         ]]","[[0.34118123437719106], 0.34118123437719106]"
100,"[[1500.           250.          2400.         ]
 [1510.270910617  255.36260351  2361.734791854]
 [1517.595534306  257.617185155 2324.274345268]
 [1524.629581492  259.586636152 2286.878106376]
 [1531.377170151  261.270286363 2249.548083718]
 [1537.843202733  262.667438445 2212.286520619]
 [1544.033465909  263.777337801 2175.095931567]
 [1549.954744634  264.599133394 2137.979147113]
 [1555.614953191  265.131827406 2100.93936958 ]
 [1561.023286609  265.374211667 2063.980242373]
 [1566.190396935  265.32478924  2027.105936194]
 [1571.12860063   264.981681414 1990.321255496]
 [1575.852126294  264.342525716 1953.631767367]
 [1580.377417532  263.404385367 1917.043949829]
 [1584.723517222  262.163732336 1880.565338986]
 [1588.912586173  260.616693663 1844.204595531]
 [1592.970680815  258.760198771 1807.971191994]
 [1596.929146357  256.596624757 1771.873427848]
 [1600.82794046   254.156862295 1735.907046694]
 [1600.           250.          1700.         ]]","[[0.3419403091509454], 0.3419403091509454]"
200,"[[1500.           250.          2400.         ]
 [1515.248616523  260.50253745  2360.490861529]
 [1524.619822352  264.903303327 2322.498425691]
 [1533.410142744  268.738259663 2284.629681815]
 [1541.627982709  272.007600425 2246.88725201 ]
 [1549.283358954  274.711474205 2209.274329283]
 [1556.38810028   276.849910342 2171.794757745]
 [1562.956075821  278.422723082 2134.45313046 ]
 [1569.003456057  279.429388778 2097.25490985 ]
 [1574.549012938  279.868890784 2060.206576825]
 [1579.614467501  279.739527291 2023.315816006]
 [1584.224896617  279.038680537 1986.591745039]
 [1588.409216147  277.762555916 1950.045194212]
 [1592.200768441  275.905927979 1913.689033278]
 [1595.638064169  273.462011691 1877.538509155]
 [1598.765780097  270.422827848 1841.61144399 ]
 [1601.636252841  266.7813146   1805.927714541]
 [1604.312152044  262.540306959 1770.505478531]
 [1606.872798652  257.757878216 1735.338924215]
 [1600.           250.          1700.         ]]","[[0.3426801600088621], 0.3426801600088621]"
300,"[[1500.           250.          2400.         ]
 [1520.197832777  265.41958154  2359.41917915 ]
 [1531.60150303   271.858007011 2320.977709077]
 [1542.134226487  277.454392307 2282.714797376]
 [1551.808855861  282.211356463 2244.632329592]
 [1560.640724156  286.131475592 2206.733203151]
 [1568.647946339  289.217149597 2169.021457429]
 [1575.851761496  291.470430068 2131.502430683]
 [1582.276922422  292.892800421 2094.182951782]
 [1587.952141441  293.484898402 2057.071576862]
 [1592.910604112  293.246171421 2020.178883294]
 [1597.190567036  292.174459265 1983.517834999]
 [1600.836063973  290.265512793 1947.104231536]
 [1603.897759644  287.512498243 1910.957241072]
 [1606.434022531  283.905655835 1875.099970372]
 [1608.512362709  279.432650248 1839.559859482]
 [1610.211581358  274.081455847 1804.368060377]
 [1611.625615307  267.853351206 1769.554075226]
 [1612.87254504   260.829735518 1735.113155887]
 [1600.           250.          1700.         ]]","[[0.34339574510201765], 0.34339574510201765]"
400,"[[1500.           250.          2400.         ]
 [1525.120317304  270.114899054 2358.512476945]
 [1538.543200319  278.483016898 2319.701360375]
 [1550.805301882  285.737294609 2281.119159289]
 [1561.924073693  291.884354718 2242.765719832]
 [1571.920355981  296.930809263 2204.642450383]
 [1580.818780695  300.883049783 2166.752506045]
 [1588.648227037  303.746977416 2129.10100881 ]
 [1595.442337914  305.527659204 2091.695314714]
 [1601.240108176  306.228894879 2054.545342716]
 [1606.086558981  305.852678167 2017.663983768]
 [1610.033518263  304.398541124 1981.067611731]
 [1613.14053733   301.862787292 1944.776717192]
 [1615.475992889  298.237672011 1908.816671177]
 [1617.11846465   293.510742852 1873.21856717 ]
 [1618.158575072  287.665036023 1838.019877024]
 [1618.701736195  280.682539378 1803.263837761]
 [1618.873062078  272.560877666 1768.992706189]
 [1618.828787069  263.400802616 1735.205325319]
 [1600.           250.          1700.         ]]","[[0.34408983323380554], 0.34408983323380554]"
500,"[[1500.           250.          2400.         ]
 [1530.017989238  274.590941992 2357.763294198]
 [1545.447779876  284.78198041  2318.65825578 ]
 [1559.427159609  293.59177892  2279.828090852]
 [1571.978320239  301.032550587 2241.269352253]
 [1583.127787885  307.116567364 2202.980819892]
 [1592.906927612  311.855854455 2164.963742812]
 [1601.352511454  315.261799323 2127.222124661]
 [1608.507359762  317.344655514 2089.763067754]
 [1614.421068386  318.112918415 2052.597195751]
 [1619.150838153  317.572548898 2015.739180667]
 [1622.762429654  315.726025109 1979.208405265]
 [1625.331278092  312.571222512 1943.029793179]
 [1626.943825868  308.100185155 1907.234824734]
 [1627.699179686  302.298039413 1871.862688356]
 [1627.711315366  295.142893919 1836.961261489]
 [1627.112365921  286.609681159 1802.586615594]
 [1626.05850417   276.690207155 1768.795094296]
 [1624.743518068  265.50052156  1735.591560409]
 [1600.           250.          1700.         ]]","[[0.3447651201308634], 0.3447651201308634]"
600,"[[1500.           250.          2400.         ]
 [1534.892890474  278.851334065 2357.164115573]
 [1552.318291468  290.760297017 2317.837189542]
 [1568.003835429  301.024978447 2278.826806505]
 [1581.976584586  309.664769239 2240.125021781]
 [1594.268916451  316.699230171 2201.726902642]
 [1604.91912945   322.147670111 2163.6308296  ]
 [1613.972122248  326.028609087 2125.838847211]
 [1621.480157777  328.359099419 2088.357083849]
 [1627.503725742  329.153873677 2051.196266616]
 [1632.112521692  328.424285622 2014.3723656  ]
 [1635.386567948  326.177013969 1977.907409864]
 [1637.417514885  322.412520458 1941.830521767]
 [1638.310187186  317.123325774 1906.179202868]
 [1638.18449622   310.292386755 1871.000829552]
 [1637.177974791  301.892556074 1836.354021456]
 [1635.44955318   291.890602125 1802.308375221]
 [1633.186320447  280.270297733 1768.935574941]
 [1630.619030223  267.158891502 1736.248827496]
 [1600.           250.          1700.         ]]","[[0.3454241710079738], 0.3454241710079738]"
700,"[[1500.           250.          2400.         ]
 [1539.747149314  282.900735712 2356.707494466]
 [1559.157914547  296.424916641 2317.227058399]
 [1576.539537904  308.046080493 2278.100656185]
 [1591.924071116  317.792375868 2239.314691169]
 [1605.349894755  325.692276234 2200.859489261]
 [1616.862424056  331.774019918 2162.729659652]
 [1626.514898052  336.064900942 2124.924508865]
 [1634.36926386   338.59037607  2087.448532426]
 [1640.497170825  339.3729472   2050.312017349]
 [1644.981093732  338.4307739   2013.531799513]
 [1647.915612034  335.775973322 1977.132231768]
 [1649.408886364  331.412587395 1941.146426708]
 [1649.584402482  325.334277291 1905.617827344]
 [1648.583116134  317.522054644 1870.602079074]
 [1646.566284614  307.943157706 1836.168846516]
 [1643.719680641  296.555050192 1802.401886322]
 [1640.261147453  283.331227046 1769.389399068]
 [1636.45783508   268.406029104 1737.155152271]
 [1600.           250.          1700.         ]]","[[0.346069377425351], 0.346069377425351]"
800,"[[1500.           250.          2400.         ]
 [1544.582947006  286.744696419 2356.386159242]
 [1565.969908141  301.784119011 2316.817020385]
 [1585.038581827  314.666034401 2277.635335722]
 [1601.826116834  325.42891451  2238.820751306]
 [1616.377034142  334.111755288 2200.357877755]
 [1628.744031792  340.753354935 2162.236709074]
 [1638.988882052  345.391405006 2124.453095808]
 [1647.183433354  348.061351053 2087.009302235]
 [1653.41073236   348.794971266 2049.914688805]
 [1657.766286066  347.618614957 2013.186575289]
 [1660.359491913  344.551043402 1976.851356136]
 [1661.315279072  339.600838405 1940.945952607]
 [1660.776035295  332.763430827 1905.51967972 ]
 [1658.90396308   324.018078342 1870.636523985]
 [1655.884177221  313.326017062 1836.377467613]
 [1651.929309829  300.634242797 1802.841009726]
 [1647.287781144  285.903717541 1770.132967942]
 [1642.262592533  269.271794707 1738.289778054]
 [1600.           250.          1700.         ]]","[[0.34670292760454136], 0.34670292760454136]"
900,"[[1500.           250.          2400.         ]
 [1549.402487724  290.389500169 2356.193101184]
 [1572.757565902  306.847282706 2316.596626297]
 [1593.505328498  320.897245712 2277.417060951]
 [1611.688117163  332.589729705 2238.626236572]
 [1627.356716038  341.975840787 2200.202127937]
 [1640.571254108  349.10654212  2162.129327264]
 [1651.40220835   354.031516704 2124.399570257]
 [1659.93152058   356.797748781 2087.012349995]
 [1666.253843746  357.447760586 2049.975668962]
 [1670.477937931  356.017431893 2013.306997669]
 [1672.728244481  352.533328094 1977.034529374]
 [1673.146682512  347.009484638 1941.198839445]
 [1671.89474517   339.44368808  1905.855057183]
 [1669.156047782  329.813596336 1871.075576089]
 [1665.139663086  318.07402861  1836.952942181]
 [1660.08507433   304.160336908 1803.600931288]
 [1654.271090683  288.018704211 1771.144006443]
 [1648.036048771  269.785475804 1739.633271113]
 [1600.           250.          1700.         ]]","[[0.3473267889521152], 0.3473267889521152]"
1000,"[[1500.           250.          2400.         ]
 [1554.207972329  293.842009797 2356.121643974]
 [1579.524176791  311.624652512 2316.555923524]
 [1601.944133485  326.753268024 2277.432705177]
 [1621.515461043  339.291585213 2238.714994768]
 [1638.295314805  349.304378927 2200.373262067]
 [1652.351384797  356.856348361 2162.385965729]
 [1663.763002542  362.010722076 2124.740124035]
 [1672.622369977  364.827527097 2087.431974317]
 [1679.035926369  365.361446188 2050.467781718]
 [1683.125873533  363.659175023 2013.864880402]
 [1685.031887755  359.756186146 1977.653057129]
 [1684.913062972  353.672827067 1941.876413114]
 [1682.950164418  345.409776369 1906.595846728]
 [1679.348351419  334.94320717  1871.892220525]
 [1674.34072465   322.221083291 1837.869867984]
 [1668.193588068  307.165934558 1804.658332182]
 [1661.21594472   289.706946189 1772.401681855]
 [1653.780983329  269.975521682 1741.167581693]
 [1600.           250.          1700.         ]]","[[0.34794270120368526], 0.34794270120368526]"
