Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1505.263165943  249.99992673  2357.894760571]
 [1510.526326924  249.999897004 2315.789507754]
 [1515.789487333  249.999871807 2273.684253839]
 [1521.052647204  249.999851068 2231.578998767]
 [1526.315806574  249.999834699 2189.473742479]
 [1531.578965476  249.999822596 2147.368484923]
 [1536.842123942  249.999814634 2105.263226049]
 [1542.105282005  249.999810664 2063.157965819]
 [1547.368439696  249.999810511 2021.052704203]
 [1552.631597045  249.999813963 1978.947441185]
 [1557.894754085  249.999820774 1936.842176772]
 [1563.157910846  249.999830646 1894.736910992]
 [1568.421067361  249.99984323  1852.631643909]
 [1573.684223664  249.999858107 1810.526375629]
 [1578.947379794  249.999874782 1768.421106313]
 [1584.210535791  249.999892666 1726.315836193]
 [1589.473691702  249.999911069 1684.210565594]
 [1594.736847582  249.99992927  1642.10529492 ]
 [1600.           250.          1600.         ]]","[[0.3382640520540983, 0.3368556519283331, 0.3366808878173411], 0.3372668639332575]"
100,"[[1500.           250.          2400.         ]
 [1505.263962723  249.992673045 2357.897109747]
 [1510.527429324  249.989700467 2315.792880668]
 [1515.79083859   249.987180863 2273.688541826]
 [1521.05419417   249.985106985 2231.584087223]
 [1526.31749957   249.983470118 2189.479511104]
 [1531.580758168  249.982259818 2147.374808097]
 [1536.843973236  249.981463619 2105.2699734  ]
 [1542.107147957  249.981066671 2063.165003002]
 [1547.370285457  249.981051323 2021.059893984]
 [1552.633388833  249.981396612 1978.954644883]
 [1557.896461192  249.98207765  1936.849256165]
 [1563.159505693  249.983064891 1894.743730825]
 [1568.422525606  249.984323237 1852.638075156]
 [1573.685524382  249.985810959 1810.532299743]
 [1578.948505747  249.987478419 1768.426420737]
 [1584.211473832  249.989266718 1726.320461455]
 [1589.474433359  249.991107068 1684.214454135]
 [1594.737389813  249.992927085 1642.108439379]
 [1600.           250.          1600.         ]]","[[0.33826727181610544, 0.3368567171792233, 0.3366797541371889], 0.33726791437750586]"
200,"[[1500.           250.          2400.         ]
 [1505.264767598  249.985346245 2357.899482686]
 [1510.528542928  249.979401163 2315.796287701]
 [1515.792203586  249.974362022 2273.692873186]
 [1521.05575687   249.97021433  2231.589227148]
 [1526.319209791  249.966940651 2189.485338074]
 [1531.582569107  249.964520097 2147.381195222]
 [1536.845841358  249.962927733 2105.276788984]
 [1542.109032912  249.962133863 2063.172111344]
 [1547.372150021  249.962103182 2021.06715646 ]
 [1552.635198879  249.962793761 1978.961921409]
 [1557.898185697  249.964155829 1936.856407121]
 [1563.161116797  249.966130292 1894.750619587]
 [1568.423998718  249.968646954 1852.644571397]
 [1573.686838363  249.971622355 1810.53828372 ]
 [1578.949643182  249.974957226 1768.431788855]
 [1584.212421438  249.978533767 1726.325133443]
 [1589.475182576  249.982214405 1684.218381956]
 [1594.737937567  249.985854371 1642.111615598]
 [1600.           250.          1600.         ]]","[[0.33827052396447277, 0.33685779314729936, 0.33667860903854435], 0.3372689753834388]"
300,"[[1500.           250.          2400.         ]
 [1505.265572521  249.978019599 2357.901855658]
 [1510.529656603  249.969102087 2315.799694782]
 [1515.793568673  249.961543479 2273.697204607]
 [1521.057319679  249.955322035 2231.594367143]
 [1526.320920138  249.950411597 2189.49116512 ]
 [1531.584380185  249.946780835 2147.387582427]
 [1536.847709628  249.944392344 2105.283604649]
 [1542.110918023  249.943201577 2063.179219762]
 [1547.374014744  249.943155576 2021.074419007]
 [1552.637009083  249.944191449 1978.969197997]
 [1557.899910358  249.946234537 1936.86355813 ]
 [1563.16272805   249.949196202 1894.757508393]
 [1568.425471969  249.952971149 1852.651067671]
 [1573.688152468  249.957434191 1810.544267719]
 [1578.950780724  249.962436422 1768.437156988]
 [1584.213369132  249.967801148 1726.329805437]
 [1589.475931861  249.973322009 1684.222309778]
 [1594.738485366  249.978781856 1642.114791816]
 [1600.           250.          1600.         ]]","[[0.3382737759756706, 0.3368588690722375, 0.3366774639728861], 0.33727003634026476]"
400,"[[1500.           250.          2400.         ]
 [1505.266377491  249.970693107 2357.904228664]
 [1510.530770347  249.958803239 2315.803101911]
 [1515.79493385   249.948725233 2273.70153609 ]
 [1521.058882598  249.940430098 2231.599507209]
 [1526.322630611  249.933882958 2189.496992244]
 [1531.586191401  249.929042034 2147.393969711]
 [1536.849578048  249.92585745  2105.290420393]
 [1542.112803289  249.924269811 2063.186328257]
 [1547.375879626  249.924208506 2021.081681625]
 [1552.638819446  249.925589676 1978.976474648]
 [1557.901635175  249.928313776 1936.870709192]
 [1563.164339452  249.932262623 1894.764397241]
 [1568.426945357  249.937295824 1852.657563977]
 [1573.689466697  249.943246464 1810.550251741]
 [1578.951918375  249.949916007 1768.442525135]
 [1584.214316916  249.95706886  1726.334477439]
 [1589.476681214  249.964429881 1684.226237602]
 [1594.739033211  249.971709542 1642.117968032]
 [1600.           250.          1600.         ]]","[[0.33827702784970637, 0.33685994495404115, 0.3366763189402143], 0.3372710972479873]"
500,"[[1500.           250.          2400.         ]
 [1505.267182508  249.96336677  2357.906601703]
 [1510.531884161  249.948504619 2315.806509089]
 [1515.796299119  249.935907283 2273.705867633]
 [1521.060445626  249.925538521 2231.604647345]
 [1526.324341209  249.917354732 2189.502819444]
 [1531.588002756  249.911303692 2147.400357076]
 [1536.851446616  249.907323052 2105.297236216]
 [1542.114688711  249.905338567 2063.193436828]
 [1547.377744667  249.905261971 2021.088944313]
 [1552.640629969  249.906988441 1978.983751361]
 [1557.903360147  249.910393544 1936.877860308]
 [1563.165951001  249.915329552 1894.771286133]
 [1568.428418884  249.921620977 1852.664060316]
 [1573.690781051  249.929059176 1810.556235786]
 [1578.953056133  249.937395981 1768.447893296]
 [1584.215264789  249.946336903 1726.339149447]
 [1589.477430635  249.95553802  1684.230165428]
 [1594.739581101  249.964637427 1642.121144247]
 [1600.           250.          1600.         ]]","[[0.3382802795865845, 0.3368610207927131, 0.33667517394053], 0.3372721581066092]"
600,"[[1500.           250.          2400.         ]
 [1505.267987573  249.956040587 2357.908974775]
 [1510.532998045  249.938206227 2315.809916315]
 [1515.797664478  249.923089631 2273.710199237]
 [1521.062008764  249.910647304 2231.609787552]
 [1526.326051933  249.900826921 2189.508646722]
 [1531.58981425   249.89356581  2147.40674452 ]
 [1536.853315334  249.88878915  2105.30405212 ]
 [1542.11657429   249.886407844 2063.200545476]
 [1547.379609868  249.886315972 2021.096207072]
 [1552.642440651  249.888387743 1978.991028138]
 [1557.905085274  249.892473841 1936.885011477]
 [1563.167562699  249.898396992 1894.778175068]
 [1568.429892548  249.905946609 1852.670556687]
 [1573.692095529  249.914872326 1810.562219853]
 [1578.954194     249.924876343 1768.45326147 ]
 [1584.216212751  249.935605278 1726.343821462]
 [1589.478180124  249.946646428 1684.234093256]
 [1594.740129037  249.957565512 1642.124320461]
 [1600.           250.          1600.         ]]","[[0.33828353118631105, 0.33686209658825533, 0.33667402897383225], 0.33727321891613293]"
700,"[[1500.           250.          2400.         ]
 [1505.268792685  249.948714558 2357.911347882]
 [1510.534112     249.927908064 2315.813323589]
 [1515.799029928  249.910272275 2273.714530902]
 [1521.063572011  249.895756445 2231.614927829]
 [1526.327762782  249.884299524 2189.514474076]
 [1531.591625883  249.875828388 2147.413132044]
 [1536.8551842    249.870255744 2105.310868103]
 [1542.118460024  249.867477643 2063.2076542  ]
 [1547.381475228  249.867370508 2021.103469901]
 [1552.644251491  249.869787584 1978.998304977]
 [1557.906810557  249.874554668 1936.892162699]
 [1563.169174546  249.881464941 1894.785064046]
 [1568.431366351  249.89027272  1852.677053092]
 [1573.693410132  249.900685914 1810.568203943]
 [1578.955331975  249.912357094 1768.458629659]
 [1584.217160802  249.924873984 1726.348493484]
 [1589.478929681  249.937755103 1684.238021085]
 [1594.740677018  249.950493798 1642.127496673]
 [1600.           250.          1600.         ]]","[[0.3382867826488915, 0.3368631723406709, 0.3366728840401213], 0.33727427967656126]"
800,"[[1500.           250.          2400.         ]
 [1505.269597845  249.941388684 2357.913721021]
 [1510.535226024  249.917610128 2315.816730912]
 [1515.800395469  249.897455217 2273.718862627]
 [1521.065135368  249.880865947 2231.620068177]
 [1526.329473757  249.867772541 2189.520301507]
 [1531.593437655  249.858091426 2147.419519648]
 [1536.857053216  249.851722834 2105.317684166]
 [1542.120345913  249.848547963 2063.214763001]
 [1547.383340747  249.848425579 2021.110732802]
 [1552.646062491  249.851187964 1979.005581879]
 [1557.908535995  249.856636025 1936.899313975]
 [1563.170786541  249.864533399 1894.791953066]
 [1568.432840292  249.87459931  1852.683549528]
 [1573.69472486   249.886499941 1810.574188056]
 [1578.956470058  249.899838234 1768.463997861]
 [1584.218108942  249.914143022 1726.353165513]
 [1589.479679306  249.928864046 1684.241948917]
 [1594.741225044  249.943422283 1642.130672884]
 [1600.           250.          1600.         ]]","[[0.33829003397433227, 0.3368642480499626, 0.3366717391393968], 0.3372753403878972]"
900,"[[1500.           250.          2400.         ]
 [1505.270403052  249.934062964 2357.916094194]
 [1510.536340117  249.907312421 2315.820138284]
 [1515.8017611    249.884638455 2273.723194414]
 [1521.066698834  249.865975807 2231.625208595]
 [1526.331184858  249.851245972 2189.526129014]
 [1531.595249565  249.840354923 2147.425907332]
 [1536.85892238   249.83319042  2105.324500308]
 [1542.122231959  249.829618803 2063.221871879]
 [1547.385206425  249.829481186 2021.117995773]
 [1552.64787365   249.832588881 1979.012858844]
 [1557.910261589  249.838717911 1936.906465303]
 [1563.172398685  249.847602367 1894.79884213 ]
 [1568.43431437   249.858926379 1852.690045997]
 [1573.696039712  249.872314405 1810.580172191]
 [1578.957608248  249.887319762 1768.469366077]
 [1584.219057171  249.903412391 1726.357837548]
 [1589.480428999  249.919973257 1684.245876749]
 [1594.741773116  249.936350968 1642.133849093]
 [1600.           250.          1600.         ]]","[[0.3382932851626391, 0.33686532371613437, 0.3366705942716592], 0.3372764010501443]"
