Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1499.999999989  250.000209563 2378.947314523]
 [1499.999999983  250.000295205 2357.894660231]
 [1499.999999978  250.000368205 2336.842008858]
 [1499.999999972  250.000428678 2315.789360472]
 [1499.999999966  250.000476765 2294.736715131]
 [1499.999999961  250.000512638 2273.684072889]
 [1499.999999955  250.000536509 2252.631433784]
 [1499.99999995   250.000548638 2231.578797843]
 [1499.999999944  250.000549342 2210.526165073]
 [1499.999999938  250.000539017 2189.473535456]
 [1499.999999933  250.000518154 2168.420908942]
 [1499.999999927  250.000487368 2147.368285434]
 [1499.999999922  250.00044743  2126.31566478 ]
 [1499.999999916  250.000399306 2105.263046752]
 [1499.99999991   250.000344186 2084.210431033]
 [1499.999999905  250.000283467 2063.157817214]
 [1499.999999899  250.000218654 2042.105204824]
 [1499.999999894  250.000151291 2021.052593348]
 [1500.           250.          2000.         ]]","[[0.39970877907494284, 0.3459311246689724, 0.34529494976215525], 0.36364495116869017]"
100,"[[1500.           250.          2400.         ]
 [1499.999998881  250.020956638 2378.941978833]
 [1499.999998321  250.029520997 2357.887076019]
 [1499.999997761  250.036821145 2336.83246518 ]
 [1499.999997201  250.042868559 2315.778152944]
 [1499.999996642  250.047677338 2294.724145295]
 [1499.999996082  250.051264744 2273.670447378]
 [1499.999995522  250.053651911 2252.61706324 ]
 [1499.999994962  250.054864753 2231.563995486]
 [1499.999994402  250.054935168 2210.511244829]
 [1499.999993842  250.053902623 2189.458809475]
 [1499.999993282  250.051816235 2168.406684312]
 [1499.999992722  250.048737486 2147.354859821]
 [1499.999992162  250.04474358  2126.30332068 ]
 [1499.999991602  250.039931147 2105.252044129]
 [1499.999991042  250.034419037 2084.200998467]
 [1499.999990481  250.028346968 2063.150142843]
 [1499.999989921  250.021865553 2042.099430062]
 [1499.999989361  250.015129178 2021.048808747]
 [1500.           250.          2000.         ]]","[[0.3997308693699421, 0.3459303241283531, 0.3452941873390986], 0.36365179361246464]"
200,"[[1500.           250.          2400.         ]
 [1499.999997762  250.041914002 2378.93658969 ]
 [1499.999996643  250.059043055 2357.87941585 ]
 [1499.999995524  250.073643646 2336.822825943]
 [1499.999994405  250.085738722 2315.766833218]
 [1499.999993286  250.095356469 2294.711449641]
 [1499.999992167  250.10253141  2273.6566855  ]
 [1499.999991047  250.107305808 2252.602548887]
 [1499.999989927  250.109731494 2231.549045013]
 [1499.999988807  250.109872268 2210.4961753  ]
 [1499.999987687  250.107807065 2189.443936163]
 [1499.999986567  250.103634132 2168.392317378]
 [1499.999985447  250.097476443 2147.341299906]
 [1499.999984326  250.089488419 2126.290853109]
 [1499.999983206  250.07986333  2105.240931465]
 [1499.999982085  250.068838885 2084.19147158 ]
 [1499.999980964  250.056694528 2063.142391753]
 [1499.999979844  250.04373148  2042.093597605]
 [1499.999978723  250.030258517 2021.044986382]
 [1500.           250.          2000.         ]]","[[0.3997531840210741, 0.3459295155929321, 0.3452934173013939], 0.36365870563846675]"
300,"[[1500.           250.          2400.         ]
 [1499.999996645  250.062872092 2378.931200994]
 [1499.999994968  250.088566174 2357.871756336]
 [1499.99999329   250.110467504 2336.813187552]
 [1499.999991612  250.128610487 2315.755514506]
 [1499.999989933  250.143037392 2294.698755143]
 [1499.999988254  250.153799998 2273.642924893]
 [1499.999986575  250.160961693 2252.588035889]
 [1499.999984896  250.164600225 2231.534095948]
 [1499.999983216  250.164811298 2210.481107202]
 [1499.999981536  250.161713326 2189.429064274]
 [1499.999979855  250.155453692 2168.377951828]
 [1499.999978174  250.146216871 2147.327741309]
 [1499.999976493  250.134234514 2126.27838676 ]
 [1499.999974812  250.119796547 2105.229819904]
 [1499.999973131  250.103259545 2084.181945655]
 [1499.999971449  250.08504268  2063.134641468]
 [1499.999969768  250.065597782 2042.087765787]
 [1499.999968086  250.045388015 2021.041164485]
 [1500.           250.          2000.         ]]","[[0.39977549989998307, 0.34592870714946333, 0.3452926473507431], 0.36366561813339654]"
400,"[[1500.           250.          2400.         ]
 [1499.999995529  250.083830909 2378.925812742]
 [1499.999993293  250.118090354 2357.864097478]
 [1499.999991057  250.147292718 2336.803550007]
 [1499.999988821  250.171483854 2315.744196809]
 [1499.999986583  250.190720109 2294.686061803]
 [1499.999984345  250.205070506 2273.629165557]
 [1499.999982107  250.214619564 2252.573524247]
 [1499.999979868  250.219470944 2231.519148292]
 [1499.999977628  250.21975226  2210.466040535]
 [1499.999975388  250.215621406 2189.414193808]
 [1499.999973147  250.207274912 2168.363587663]
 [1499.999970905  250.194958769 2147.314184029]
 [1499.999968663  250.178981867 2126.265921635]
 [1499.999966421  250.159730799 2105.218709446]
 [1499.999964178  250.137681017 2084.172420691]
 [1499.999961936  250.113391424 2063.126891989]
 [1499.999959693  250.087464458 2042.081934608]
 [1499.999957449  250.060517673 2021.037343056]
 [1500.           250.          2000.         ]]","[[0.399797817006468, 0.3459278987979703, 0.34529187748716966], 0.36367253109720266]"
500,"[[1500.           250.          2400.         ]
 [1499.999994414  250.104790451 2378.920424937]
 [1499.999991621  250.147615594 2357.856439275]
 [1499.999988827  250.184119288 2336.793913309]
 [1499.999986032  250.214358824 2315.732880126]
 [1499.999983236  250.238404617 2294.673369619]
 [1499.999980439  250.256342936 2273.615407492]
 [1499.999977642  250.268279421 2252.55901396 ]
 [1499.999974843  250.274343651 2231.504202045]
 [1499.999972043  250.274695151 2210.450975301]
 [1499.999969243  250.269531305 2189.399324767]
 [1499.999966441  250.259097794 2168.349224884]
 [1499.999963639  250.243702137 2147.300628068]
 [1499.999960836  250.223730477 2126.253457733]
 [1499.999958032  250.199666085 2105.207600092]
 [1499.999955228  250.172103301 2084.16289669 ]
 [1499.999952424  250.14174076  2063.119143314]
 [1499.999949619  250.109331509 2042.076104067]
 [1499.999946814  250.075647491 2021.033522094]
 [1500.           250.          2000.         ]]","[[0.3998201353403265, 0.34592709053847803, 0.34529110771069554], 0.3636794445298333]"
600,"[[1500.           250.          2400.         ]
 [1499.9999933    250.12575072  2378.915037578]
 [1499.99998995   250.177141896 2357.848781727]
 [1499.999986598  250.220947214 2336.784277457]
 [1499.999983246  250.257235396 2315.721564458]
 [1499.999979892  250.286090918 2294.660678593]
 [1499.999976536  250.307617287 2273.601650699]
 [1499.99997318   250.321941264 2252.544505029]
 [1499.999969822  250.329218347 2231.489257208]
 [1499.999966462  250.329639973 2210.435911499]
 [1499.999963101  250.323443022 2189.384457149]
 [1499.999959739  250.310922338 2168.334863491]
 [1499.999956375  250.292446975 2147.287073425]
 [1499.999953011  250.268480344 2126.240995054]
 [1499.999949646  250.239602406 2105.196491841]
 [1499.99994628   250.206526395 2084.153373651]
 [1499.999942913  250.170090688 2063.111395446]
 [1499.999939547  250.131198934 2042.070274166]
 [1499.999936179  250.090777469 2021.0297016  ]
 [1500.           250.          2000.         ]]","[[0.3998424549013566, 0.345926282371011, 0.34529033802134496], 0.36368635843123753]"
700,"[[1500.           250.          2400.         ]
 [1499.999992188  250.146711714 2378.909650664]
 [1499.999988281  250.206669259 2357.841124835]
 [1499.999984372  250.257776497 2336.774642451]
 [1499.999980462  250.300113571 2315.710249806]
 [1499.99997655   250.333779011 2294.647988725]
 [1499.999972637  250.358893559 2273.587895177]
 [1499.999968721  250.375605094 2252.529997455]
 [1499.999964803  250.384095031 2231.474313782]
 [1499.999960884  250.384586725 2210.42084913 ]
 [1499.999956963  250.377356556 2189.369590957]
 [1499.99995304   250.362748542 2168.320503485]
 [1499.999949115  250.341193283 2147.273520102]
 [1499.999945189  250.313231468 2126.228533599]
 [1499.999941262  250.279539761 2105.185384694]
 [1499.999937334  250.240950301 2084.143851575]
 [1499.999933405  250.198441207 2063.103648382]
 [1499.999929475  250.153066733 2042.064444904]
 [1499.999925546  250.105907607 2021.025881574]
 [1500.           250.          2000.         ]]","[[0.3998647756893564, 0.3459254742955928, 0.3452895684191402], 0.3636932728013631]"
800,"[[1500.           250.          2400.         ]
 [1499.999991076  250.167673435 2378.904264197]
 [1499.999986613  250.236197682 2357.833468599]
 [1499.999982148  250.294607135 2336.765008293]
 [1499.999977681  250.342993348 2315.698936169]
 [1499.999973212  250.381468896 2294.635300015]
 [1499.99996874   250.410171752 2273.574140929]
 [1499.999964265  250.42927091  2252.515491238]
 [1499.999959789  250.438973703 2231.459371766]
 [1499.999955309  250.439535406 2210.405788194]
 [1499.999950827  250.431271909 2189.354726189]
 [1499.999946343  250.414576407 2168.306144865]
 [1499.999941857  250.38994106  2147.259968097]
 [1499.99993737   250.357983848 2126.216073368]
 [1499.99993288   250.319478149 2105.174278651]
 [1499.99992839   250.275375018 2084.134330462]
 [1499.999923898  250.226792318 2063.095902125]
 [1499.999919406  250.174934906 2042.058616282]
 [1499.999914913  250.121037904 2021.022062016]
 [1500.           250.          2000.         ]]","[[0.3998870977041245, 0.345924666312248, 0.3452887989041053], 0.36370018764015927]"
900,"[[1500.           250.          2400.         ]
 [1499.999989966  250.188635881 2378.898878176]
 [1499.999984947  250.265727166 2357.82581302 ]
 [1499.999979926  250.331439129 2336.755374983]
 [1499.999974902  250.385874726 2315.687623548]
 [1499.999969876  250.429160573 2294.622612464]
 [1499.999964846  250.461451865 2273.560387953]
 [1499.999959813  250.482938711 2252.500986378]
 [1499.999954777  250.493854362 2231.444431161]
 [1499.999949738  250.494486018 2210.390728692]
 [1499.999944696  250.48518908  2189.339862847]
 [1499.99993965   250.466405932 2168.291787632]
 [1499.999934603  250.438690307 2147.246417412]
 [1499.999929553  250.402737484 2126.203614362]
 [1499.999924501  250.359417572 2105.163173713]
 [1499.999919447  250.309800545 2084.124810312]
 [1499.999914393  250.255144021 2063.088156674]
 [1499.999909337  250.196803452 2042.052788299]
 [1499.999904281  250.136168361 2021.018242926]
 [1500.           250.          2000.         ]]","[[0.3999094209454569, 0.345923858421001, 0.345288029476262], 0.36370710294757336]"
