Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1499.999996314  250.000014428 2363.157895198]
 [1499.999994752  250.000020485 2326.315790114]
 [1499.999993379  250.000025769 2289.473684997]
 [1499.999992198  250.000030281 2252.631579849]
 [1499.999991212  250.000034021 2215.789474673]
 [1499.999990421  250.000036988 2178.947369469]
 [1499.999989829  250.000039183 2142.10526424 ]
 [1499.999989436  250.000040606 2105.263158987]
 [1499.999989243  250.000041257 2068.421053712]
 [1499.999989253  250.000041138 2031.578948416]
 [1499.999989465  250.000040249 1994.736843102]
 [1499.99998988   250.000038592 1957.894737771]
 [1499.9999905    250.00003617  1921.052632425]
 [1499.999991322  250.000032989 1884.210527065]
 [1499.999992346  250.000029056 1847.368421694]
 [1499.999993569  250.000024386 1810.526316313]
 [1499.99999498   250.000019017 1773.684210925]
 [1499.999996552  250.000013051 1736.842105531]
 [1500.           250.          1700.         ]]","[[0.33550532885232204], 0.33550532885232204]"
100,"[[1500.           250.          2400.         ]
 [1499.999631433  250.001442844 2363.157940867]
 [1499.999475167  250.002048495 2326.31585347 ]
 [1499.999337894  250.002576932 2289.473762835]
 [1499.999219834  250.003028137 2252.631669134]
 [1499.999121191  250.003402099 2215.789572537]
 [1499.999042154  250.003698819 2178.947473216]
 [1499.998982896  250.003918307 2142.105371342]
 [1499.998943572  250.004060592 2105.263267088]
 [1499.998924321  250.004125721 2068.421160626]
 [1499.998925259  250.004113773 2031.579052128]
 [1499.998946479  250.004024868 1994.736941767]
 [1499.998988043  250.003859192 1957.894829717]
 [1499.999049971  250.003617039 1921.052716153]
 [1499.999132223  250.003298884 1884.210601251]
 [1499.999234647  250.002905555 1847.368485193]
 [1499.999356879  250.002438634 1810.526368163]
 [1499.999498009  250.001901661 1773.684250362]
 [1499.999655236  250.001305122 1736.842132037]
 [1500.           250.          1700.         ]]","[[0.33550535254219427], 0.33550535254219427]"
200,"[[1500.           250.          2400.         ]
 [1499.99926287   250.002885689 2363.157986997]
 [1499.998950338  250.004096993 2326.315917466]
 [1499.998675793  250.005153867 2289.473841459]
 [1499.998439674  250.006056277 2252.631759318]
 [1499.998242389  250.006804201 2215.789671387]
 [1499.998084316  250.007397641 2178.947578008]
 [1499.9979658    250.007836617 2142.105479524]
 [1499.997887154  250.008121187 2105.263376279]
 [1499.997848651  250.008251445 2068.421268617]
 [1499.997850528  250.008227548 2031.579156884]
 [1499.997892968  250.008049737 1994.737041426]
 [1499.997976095  250.007718385 1957.894922589]
 [1499.998099952  250.007234076 1921.052800724]
 [1499.998264454  250.006597765 1884.210676185]
 [1499.998469303  250.005811105 1847.368549331]
 [1499.998713765  250.004877262 1810.526420534]
 [1499.998996024  250.003803316 1773.684290197]
 [1499.999310477  250.002610236 1736.84215881 ]
 [1500.           250.          1700.         ]]","[[0.3355053764707113], 0.3355053764707113]"
300,"[[1500.           250.          2400.         ]
 [1499.998894308  250.004328536 2363.158033125]
 [1499.998425512  250.006145492 2326.315981459]
 [1499.998013698  250.007730804 2289.47392008 ]
 [1499.997659521  250.009084419 2252.6318495  ]
 [1499.997363595  250.010206307 2215.789770234]
 [1499.997126486  250.011096466 2178.947682797]
 [1499.996948713  250.011754931 2142.105587702]
 [1499.996830744  250.012181785 2105.263485466]
 [1499.996772992  250.012377172 2068.421376606]
 [1499.996775807  250.012341325 2031.579261637]
 [1499.996839466  250.012074608 1994.737141081]
 [1499.996964157  250.011577578 1957.895015458]
 [1499.997149942  250.010851113 1921.052885292]
 [1499.997396694  250.009896644 1884.210751115]
 [1499.997703966  250.008716652 1847.368613466]
 [1499.998070659  250.007315886 1810.526472904]
 [1499.998494045  250.005704964 1773.68433003 ]
 [1499.998965723  250.003915341 1736.842185582]
 [1500.           250.          1700.         ]]","[[0.33550540039857735], 0.33550540039857735]"
400,"[[1500.           250.          2400.         ]
 [1499.99852575   250.005771384 2363.158079253]
 [1499.997900691  250.008193994 2326.316045452]
 [1499.997351607  250.010307744 2289.473998699]
 [1499.996879374  250.012112565 2252.63193968 ]
 [1499.996484808  250.013608416 2215.789869079]
 [1499.996168665  250.014795294 2178.947787583]
 [1499.995931636  250.015673248 2142.105695877]
 [1499.995774345  250.016242386 2105.26359465 ]
 [1499.995697342  250.016502901 2068.42148459 ]
 [1499.995701095  250.016455104 2031.579366387]
 [1499.995785975  250.016099479 1994.737240733]
 [1499.995952229  250.015436771 1957.895108323]
 [1499.996199941  250.014468149 1921.052969858]
 [1499.996528943  250.013195521 1884.210826043]
 [1499.996938638  250.011622196 1847.3686776  ]
 [1499.99742756   250.009754504 1810.526525272]
 [1499.997992073  250.007606604 1773.684369861]
 [1499.998620974  250.005220438 1736.842212353]
 [1500.           250.          1700.         ]]","[[0.3355054243257927], 0.3355054243257927]"
500,"[[1500.           250.          2400.         ]
 [1499.998157194  250.007214234 2363.15812538 ]
 [1499.997375874  250.010242497 2326.316109443]
 [1499.996689522  250.012884687 2289.474077317]
 [1499.996099234  250.015140714 2252.632029857]
 [1499.995606029  250.017010528 2215.789967921]
 [1499.995210851  250.018494126 2178.947892366]
 [1499.994914567  250.019591568 2142.10580405 ]
 [1499.994717954  250.02030299  2105.263703831]
 [1499.994621702  250.020628632 2068.421592572]
 [1499.994626394  250.020568885 2031.579471134]
 [1499.994732493  250.020124352 1994.737340382]
 [1499.994940311  250.019295964 1957.895201186]
 [1499.99524995   250.018085183 1921.05305442 ]
 [1499.995661201  250.016494395 1884.210900969]
 [1499.996173318  250.014527735 1847.368741731]
 [1499.996784468  250.012193117 1810.526577637]
 [1499.997490107  250.009508238 1773.684409692]
 [1499.998276231  250.006525526 1736.842239123]
 [1500.           250.          1700.         ]]","[[0.3355054482523567], 0.3355054482523567]"
600,"[[1500.           250.          2400.         ]
 [1499.997788641  250.008657085 2363.158171505]
 [1499.996851061  250.012291003 2326.316173432]
 [1499.996027443  250.015461632 2289.474155932]
 [1499.995319099  250.018168865 2252.632120033]
 [1499.994727256  250.020412643 2215.790066761]
 [1499.994253046  250.022192962 2178.947997147]
 [1499.993897507  250.023509892 2142.105912219]
 [1499.993661573  250.024363597 2105.263813009]
 [1499.993546072  250.024754366 2068.42170055 ]
 [1499.993551703  250.024682668 2031.579575877]
 [1499.993679022  250.024149225 1994.737440028]
 [1499.993928402  250.023155157 1957.895294046]
 [1499.994299968  250.021702217 1921.05313898 ]
 [1499.994793468  250.019793267 1884.210975892]
 [1499.995408006  250.017433271 1847.36880586 ]
 [1499.996141384  250.014631724 1810.526630002]
 [1499.996988148  250.011409865 1773.684449521]
 [1499.997931494  250.007830606 1736.842265893]
 [1500.           250.          1700.         ]]","[[0.3355054721782699], 0.3355054721782699]"
700,"[[1500.           250.          2400.         ]
 [1499.997420091  250.010099937 2363.15821763 ]
 [1499.996326252  250.014339511 2326.316237421]
 [1499.995365368  250.01803858  2289.474234546]
 [1499.994538971  250.02119702  2252.632210206]
 [1499.993848491  250.023814761 2215.790165599]
 [1499.993295249  250.0258918   2178.948101925]
 [1499.992880456  250.027428219 2142.106020385]
 [1499.992605202  250.028424207 2105.263922184]
 [1499.992470451  250.028880103 2068.421808526]
 [1499.992477021  250.028796453 2031.579680617]
 [1499.99262556   250.0281741   1994.737539671]
 [1499.992916504  250.02701435  1957.895386903]
 [1499.993349996  250.02531925  1921.053223537]
 [1499.993925744  250.023092137 1884.211050812]
 [1499.994642702  250.020338803 1847.368869987]
 [1499.995498307  250.017070326 1810.526682364]
 [1499.996486195  250.013311485 1773.684489348]
 [1499.997586762  250.009135677 1736.842292661]
 [1500.           250.          1700.         ]]","[[0.3355054961035326], 0.3355054961035326]"
800,"[[1500.           250.          2400.         ]
 [1499.997051543  250.011542791 2363.158263754]
 [1499.995801447  250.01638802  2326.316301407]
 [1499.994703299  250.02061553  2289.474313158]
 [1499.99375885   250.024225178 2252.632300377]
 [1499.992969734  250.027216883 2215.790264433]
 [1499.99233746   250.029590643 2178.948206699]
 [1499.991863413  250.031346549 2142.106128549]
 [1499.99154884   250.03248482  2105.264031356]
 [1499.99139484   250.033005843 2068.421916497]
 [1499.99140235   250.032910239 2031.579785354]
 [1499.991572109  250.032198976 1994.737639311]
 [1499.991904614  250.030873544 1957.895479757]
 [1499.992400033  250.028936281 1921.053308092]
 [1499.993058028  250.026391004 1884.21112573 ]
 [1499.993877407  250.023244332 1847.368934111]
 [1499.994855237  250.019508923 1810.526734724]
 [1499.995984248  250.015213099 1773.684529174]
 [1499.997242035  250.01044074  1736.842319428]
 [1500.           250.          1700.         ]]","[[0.3355055200281443], 0.3355055200281443]"
900,"[[1500.           250.          2400.         ]
 [1499.996682998  250.012985646 2363.158309877]
 [1499.995276646  250.018436532 2326.316365393]
 [1499.994041234  250.023192483 2289.474391769]
 [1499.992978735  250.027253338 2252.632390545]
 [1499.992090983  250.030619008 2215.790363265]
 [1499.99137968   250.033289488 2178.948311472]
 [1499.99084638   250.035264882 2142.106236709]
 [1499.990492487  250.036545436 2105.264140524]
 [1499.990319239  250.037131584 2068.422024466]
 [1499.990327688  250.037024028 2031.579890088]
 [1499.990518667  250.036223853 1994.737738947]
 [1499.990892735  250.034732737 1957.895572607]
 [1499.991450079  250.032553312 1921.053392643]
 [1499.992190322  250.029689869 1884.211200646]
 [1499.993112119  250.026149856 1847.368998234]
 [1499.994212174  250.021947515 1810.526787083]
 [1499.995482308  250.017114705 1773.684568999]
 [1499.996897313  250.011745794 1736.842346194]
 [1500.           250.          1700.         ]]","[[0.3355055439521061], 0.3355055439521061]"
