Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1494.736838496  250.000011708 2363.157908528]
 [1489.473679887  250.000017585 2326.315808487]
 [1484.210521853  250.000023349 2289.473707423]
 [1478.947364291  250.000028906 2252.631605404]
 [1473.684207103  250.000034166 2215.789502496]
 [1468.421050199  250.000039041 2178.947398766]
 [1463.157893496  250.000043443 2142.105294277]
 [1457.894736917  250.000047289 2105.263189093]
 [1452.631580393  250.000050499 2068.421083278]
 [1447.368423857  250.000052992 2031.578976893]
 [1442.105267253  250.000054693 1994.736869999]
 [1436.842110529  250.000055528 1957.894762656]
 [1431.578953637  250.000055426 1921.052654923]
 [1426.315796538  250.000054322 1884.21054686 ]
 [1421.052639197  250.000052157 1847.368438524]
 [1415.789481591  250.000048884 1810.526329974]
 [1410.526323706  250.000044492 1773.684221271]
 [1405.263165564  250.00003909  1736.842112478]
 [1400.           250.          1700.         ]]","[[0.33838530676088385], 0.33838530676088385]"
100,"[[1500.           250.          2400.         ]
 [1494.73648122   250.001170823 2363.159273823]
 [1489.473251876  250.001758556 2326.317690801]
 [1484.210080079  250.002334973 2289.476005469]
 [1478.946955416  250.002890741 2252.634224607]
 [1473.683868189  250.00341677  2215.79235489 ]
 [1468.420809391  250.003904211 2178.950402885]
 [1463.15777069   250.004344453 2142.10837506 ]
 [1457.894744408  250.00472912  2105.266277782]
 [1452.631723501  250.005050072 2068.424117323]
 [1447.368701547  250.005299414 2031.581899863]
 [1442.105672729  250.005469501 1994.739631496]
 [1436.842631829  250.005552968 1957.897318231]
 [1431.579574219  250.005542784 1921.054966009]
 [1426.31649588   250.005432355 1884.212580709]
 [1421.05339345   250.005215785 1847.370168177]
 [1415.790264375  250.004888512 1810.527734268]
 [1410.527107409  250.004449324 1773.685284963]
 [1405.263924834  250.003909106 1736.842826717]
 [1400.           250.          1700.         ]]","[[0.3383860047604623], 0.3383860047604623]"
200,"[[1500.           250.          2400.         ]
 [1494.736120351  250.002341749 2363.160652917]
 [1489.472819566  250.003517264 2326.31959214 ]
 [1484.209633874  250.004670144 2289.478326743]
 [1478.94654245   250.005781721 2252.636870286]
 [1473.683525896  250.006833815 2215.795236117]
 [1468.420566201  250.007808728 2178.953437372]
 [1463.157646698  250.008689235 2142.111486987]
 [1457.89475203   250.009458586 2105.269397695]
 [1452.631868112  250.010100502 2068.427182041]
 [1447.368982099  250.010599188 2031.584852385]
 [1442.106082358  250.010939356 1994.742420912]
 [1436.843158449  250.011106278 1957.899899644]
 [1431.58020112   250.011085889 1921.057300461]
 [1426.317202332  250.010865005 1884.214635122]
 [1421.054155361  250.01043183  1847.371915318]
 [1415.791055097  250.009777242 1810.529152761]
 [1410.527899051  250.008898817 1773.686359411]
 [1405.264691787  250.00781833  1736.843548178]
 [1400.           250.          1700.         ]]","[[0.33838670985246283], 0.33838670985246283]"
300,"[[1500.           250.          2400.         ]
 [1494.735759499  250.003512778 2363.162032019]
 [1489.472387281  250.005276124 2326.321493491]
 [1484.209187702  250.007005513 2289.480648032]
 [1478.946129524  250.00867294  2252.639515984]
 [1473.683183649  250.010251136 2215.798117365]
 [1468.420323061  250.01171355  2178.956471884]
 [1463.157522759  250.013034348 2142.11459894 ]
 [1457.894759709  250.0141884   2105.272517635]
 [1452.632012782  250.015151289 2068.430246787]
 [1447.36926271   250.015899321 2031.587804934]
 [1442.106492044  250.016409566 1994.745210354]
 [1436.843685124  250.016659931 1957.902481082]
 [1431.580828072  250.016629316 1921.059634935]
 [1426.31790883   250.016297948 1884.216689555]
 [1421.054917311  250.015648134 1847.373662476]
 [1415.791845851  250.01466619  1810.530571268]
 [1410.528690716  250.013348482 1773.68743387 ]
 [1405.265458754  250.011727673 1736.844269646]
 [1400.           250.          1700.         ]]","[[0.33838741498659697], 0.33838741498659697]"
400,"[[1500.           250.          2400.         ]
 [1494.735398663  250.00468391  2363.16341113 ]
 [1489.471955021  250.007035136 2326.323394855]
 [1484.208741562  250.009341079 2289.482969338]
 [1478.945716636  250.011564398 2252.6421617  ]
 [1473.682841447  250.013668732 2215.800998636]
 [1468.42007997   250.015618679 2178.95950642 ]
 [1463.157398875  250.01737979  2142.117710918]
 [1457.894767445  250.018918561 2105.275637602]
 [1452.63215751   250.020202432 2068.433311559]
 [1447.369543379  250.021199814 2031.590757509]
 [1442.106901787  250.021880131 1994.747999821]
 [1436.844211854  250.022213925 1957.905062544]
 [1431.581455075  250.022173064 1921.061969432]
 [1426.318615374  250.021731186 1884.218744008]
 [1421.0556793    250.020864696 1847.375409651]
 [1415.792636636  250.019555355 1810.531989789]
 [1410.529482404  250.017798316 1773.688508339]
 [1405.266225734  250.015637134 1736.844991121]
 [1400.           250.          1700.         ]]","[[0.33838812016286807], 0.33838812016286807]"
500,"[[1500.           250.          2400.         ]
 [1494.735037845  250.005855145 2363.164790249]
 [1489.471522786  250.0087943   2326.325296231]
 [1484.208295455  250.011676843 2289.485290659]
 [1478.945303788  250.014456096 2252.644807436]
 [1473.68249929   250.017086603 2215.803879928]
 [1468.41983693   250.019524113 2178.962540979]
 [1463.157275044  250.021725563 2142.120822922]
 [1457.894775237  250.023649069 2105.278757595]
 [1452.632302296  250.025253933 2068.436376358]
 [1447.369824106  250.026500667 2031.59371011 ]
 [1442.107311588  250.02735105  1994.750789315]
 [1436.844738639  250.027768261 1957.90764403 ]
 [1431.582082129  250.027717135 1921.064303952]
 [1426.319321963  250.027164717 1884.220798481]
 [1421.056441328  250.026081519 1847.377156844]
 [1415.793427453  250.024444738 1810.533408324]
 [1410.530274115  250.022248321 1773.689582818]
 [1405.266992728  250.019546713 1736.845712604]
 [1400.           250.          1700.         ]]","[[0.33838882538127857], 0.33838882538127857]"
600,"[[1500.           250.          2400.         ]
 [1494.734677043  250.007026483 2363.166169377]
 [1489.471090576  250.010553616 2326.327197619]
 [1484.20784938   250.014012805 2289.487611996]
 [1478.944890979  250.017348032 2252.647453191]
 [1473.682157178  250.020504749 2215.806761242]
 [1468.41959394   250.023429853 2178.965575562]
 [1463.157151268  250.026071665 2142.123934951]
 [1457.894783087  250.028379924 2105.281877615]
 [1452.63244714   250.030305792 2068.439441184]
 [1447.370104892  250.03180188  2031.596662738]
 [1442.107721445  250.032822325 1994.753578834]
 [1436.845265478  250.03332294  1957.910225541]
 [1431.582709234  250.033261527 1921.066638493]
 [1426.320028597  250.032598543 1884.222852974]
 [1421.057203395  250.0312986   1847.378904054]
 [1415.794218302  250.029334339 1810.534826873]
 [1410.531065849  250.026698497 1773.690657309]
 [1405.267759736  250.023456411 1736.846434093]
 [1400.           250.          1700.         ]]","[[0.33838953064183286], 0.33838953064183286]"
700,"[[1500.           250.          2400.         ]
 [1494.734316259  250.008197924 2363.167548512]
 [1489.47065839   250.012313084 2326.329099019]
 [1484.207403337  250.016348964 2289.489933349]
 [1478.944478209  250.020240208 2252.650098965]
 [1473.681815111  250.023923171 2215.809642578]
 [1468.419351     250.027335899 2178.96861017 ]
 [1463.157027545  250.030418097 2142.127047006]
 [1457.894790993  250.033111127 2105.284997661]
 [1452.632592042  250.035358007 2068.442506037]
 [1447.370385737  250.037103453 2031.599615393]
 [1442.10813136   250.038293954 1994.75636838 ]
 [1436.845792372  250.03887796  1957.912807076]
 [1431.583336389  250.038806241 1921.068973058]
 [1426.320735278  250.038032662 1884.224907487]
 [1421.057965502  250.03651594  1847.380651281]
 [1415.795009182  250.034224158 1810.536245437]
 [1410.531857606  250.031148843 1773.69173181 ]
 [1405.268526757  250.027366228 1736.847155589]
 [1400.           250.          1700.         ]]","[[0.3383902359445322], 0.3383902359445322]"
800,"[[1500.           250.          2400.         ]
 [1494.733955491  250.009369468 2363.168927656]
 [1489.47022623   250.014072704 2326.331000432]
 [1484.206957327  250.018685321 2289.492254718]
 [1478.944065478  250.023132622 2252.652744758]
 [1473.681473089  250.027341869 2215.812523936]
 [1468.419108111  250.03124225  2178.971644801]
 [1463.156903877  250.034764859 2142.130159087]
 [1457.894798955  250.037842676 2105.288117733]
 [1452.632737003  250.04041058  2068.445570916]
 [1447.370666639  250.042405385 2031.602568075]
 [1442.108541332  250.043765938 1994.759157951]
 [1436.84631932   250.044433323 1957.915388636]
 [1431.583963595  250.044351277 1921.071307645]
 [1426.321442004  250.043467076 1884.226962021]
 [1421.058727648  250.04173354  1847.382398526]
 [1415.795800094  250.039114194 1810.537664014]
 [1410.532649386  250.035599359 1773.692806321]
 [1405.269293791  250.031276163 1736.847877093]
 [1400.           250.          1700.         ]]","[[0.33839094128937974], 0.33839094128937974]"
900,"[[1500.           250.          2400.         ]
 [1494.73359474   250.010541115 2363.170306808]
 [1489.469794094  250.015832477 2326.332901857]
 [1484.206511349  250.021021877 2289.494576103]
 [1478.943652786  250.026025276 2252.655390569]
 [1473.681131112  250.030760841 2215.815405315]
 [1468.418865271  250.035148908 2178.974679456]
 [1463.156780262  250.039111951 2142.133271193]
 [1457.894806974  250.042574573 2105.291237833]
 [1452.632882022  250.045463511 2068.448635823]
 [1447.3709476    250.047707678 2031.605520783]
 [1442.108951361  250.049238277 1994.761947547]
 [1436.846846324  250.049989028 1957.91797022 ]
 [1431.584590852  250.049896634 1921.073642254]
 [1426.322148776  250.048901783 1884.229016574]
 [1421.059489833  250.046951399 1847.384145787]
 [1415.796591037  250.044004448 1810.539082605]
 [1410.533441188  250.040050046 1773.693880844]
 [1405.270060839  250.035186216 1736.848598603]
 [1400.           250.          1700.         ]]","[[0.33839164667637867], 0.33839164667637867]"
