Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1499.999760664  250.001072256 2352.631647096]
 [1499.999655712  250.001523747 2305.263247073]
 [1499.999561635  250.001918631 2257.894839161]
 [1499.999479156  250.00225679  2210.526423965]
 [1499.999408933  250.002538116 2163.15800209 ]
 [1499.999351565  250.00276252  2115.78957414 ]
 [1499.999307586  250.002929925 2068.42114072 ]
 [1499.999277469  250.003040277 2021.052702432]
 [1499.99926162   250.003093542 1973.684259877]
 [1499.999260382  250.003089712 1926.315813655]
 [1499.999274029  250.00302882  1878.947364365]
 [1499.999302764  250.002910948 1831.5789126  ]
 [1499.999346708  250.002736261 1784.210458949]
 [1499.999405892  250.002505057 1736.842003993]
 [1499.99948022   250.002217892 1689.473548297]
 [1499.999569397  250.001875868 1642.105092396]
 [1499.999672696  250.001481524 1594.736636756]
 [1499.999787976  250.00104257  1547.368181645]
 [1500.           250.          1500.         ]]","[[0.3388247251738599], 0.3388247251738599]"
100,"[[1500.           250.          2400.         ]
 [1499.97607342   250.10724115  2352.638398637]
 [1499.96558149   250.152397441 2305.272082823]
 [1499.95617685   250.191892374 2257.904977933]
 [1499.947931618  250.225713791 2210.537144448]
 [1499.940911733  250.253850935 2163.168642818]
 [1499.935176922  250.276294563 2115.799533446]
 [1499.930780661  250.293037102 2068.429876673]
 [1499.927770111  250.30407288  2021.059732762]
 [1499.926186029  250.309398483 1973.689161859]
 [1499.926062621  250.309013305 1926.318223952]
 [1499.927427309  250.302920458 1878.946978804]
 [1499.930300327  250.291128326 1831.575485835]
 [1499.934693993  250.273653385 1784.203803946]
 [1499.940611281  250.25052572  1736.831991172]
 [1499.948042734  250.221800929 1689.460104033]
 [1499.956958822  250.187589527 1642.088196055]
 [1499.967286806  250.148145666 1594.716313915]
 [1499.9788128    250.10424053  1547.344484384]
 [1500.           250.          1500.         ]]","[[0.3388308994046764], 0.3388308994046764]"
200,"[[1500.           250.          2400.         ]
 [1499.952160962  250.214513643 2352.645228032]
 [1499.931183786  250.304840837 2305.28102207 ]
 [1499.912380674  250.383843821 2257.915237617]
 [1499.89589575   250.451497897 2210.547995547]
 [1499.881860807  250.507781234 2163.17941668 ]
 [1499.870395237  250.55267509  2115.809621756]
 [1499.861605954  250.586164124 2068.438731409]
 [1499.85558726   250.60823686  2021.066866116]
 [1499.852420666  250.618886394 1973.694146142]
 [1499.852174597  250.618111507 1926.320691444]
 [1499.854903921  250.605918479 1878.946621534]
 [1499.860649142  250.582324197 1831.572055255]
 [1499.869434943  250.547361797 1784.197110414]
 [1499.881267324  250.501091706 1736.821903102]
 [1499.896127434  250.443625449 1689.446546377]
 [1499.913956279  250.375184468 1642.071147323]
 [1499.934608456  250.296277575 1594.695799332]
 [1499.957656298  250.208447776 1547.320556019]
 [1500.           250.          1500.         ]]","[[0.3388371316630064], 0.3388371316630064]"
300,"[[1500.           250.          2400.         ]
 [1499.92826266   250.321817442 2352.652067129]
 [1499.89680694   250.457330135 2305.289975634]
 [1499.868611539  250.575854267 2257.925515892]
 [1499.843892479  250.677352225 2210.558869081]
 [1499.822847318  250.761790787 2163.190216316]
 [1499.805655055  250.829141456 2115.819738611]
 [1499.792475998  250.879380926 2068.447616832]
 [1499.783451574  250.912491783 2021.074031636]
 [1499.778704043  250.928463566 1973.699163372]
 [1499.778336059  250.927294433 1926.323191945]
 [1499.782429963  250.908993886 1878.946296607]
 [1499.791046567  250.873587435 1831.568655626]
 [1499.804222962  250.821125065 1784.190445719]
 [1499.82196823   250.751697798 1736.811841051]
 [1499.844254184  250.665473418 1689.433011242]
 [1499.870992438  250.562784703 1642.054116962]
 [1499.901964998  250.444395636 1594.675298358]
 [1499.93653052   250.312621681 1547.296635959]
 [1500.           250.          1500.         ]]","[[0.33884335955343836], 0.33884335955343836]"
400,"[[1500.           250.          2400.         ]
 [1499.90437855   250.429152511 2352.658915928]
 [1499.862451003  250.609865279 2305.29894351 ]
 [1499.824869516  250.76792364  2257.935812753]
 [1499.79192189   250.903276685 2210.569765047]
 [1499.763871366  251.015879487 2163.201041723]
 [1499.740956486  251.105693534 2115.829884004]
 [1499.723390915  251.172687365 2068.456532939]
 [1499.71136318   251.216837495 2021.081229317]
 [1499.705036289  251.238129833 1973.704213543]
 [1499.704547138  251.236561907 1926.32572545 ]
 [1499.710005565  251.212146499 1878.946004021]
 [1499.721492724  251.164917862 1831.565286943]
 [1499.739058162  251.094943016 1784.183809859]
 [1499.762714099  251.002343836 1736.801805018]
 [1499.792423071  250.887344692 1689.419498627]
 [1499.828067365  250.750390112 1642.037104973]
 [1499.86935648   250.59249976  1594.654810994]
 [1499.915435493  250.416762191 1547.272724205]
 [1500.           250.          1500.         ]]","[[0.3388495830683076], 0.3388495830683076]"
500,"[[1500.           250.          2400.         ]
 [1499.880508666  250.536518813 2352.665774425]
 [1499.828116029  250.762446215 2305.307925697]
 [1499.781154671  250.960051866 2257.946128196]
 [1499.739984066  251.129271185 2210.580683439]
 [1499.704933047  251.270047222 2163.211892896]
 [1499.676299639  251.382331198 2115.840057931]
 [1499.654350822  251.4660833   2068.465479724]
 [1499.639322203  251.521273839 2021.088459154]
 [1499.631417534  251.547885027 1973.709296651]
 [1499.630807965  251.545913756 1926.328291955]
 [1499.637630853  251.51537614  1878.945743771]
 [1499.651987735  251.4563153   1831.561949205]
 [1499.673940658  251.368815479 1784.177202831]
 [1499.703505032  251.253029659 1736.791795001]
 [1499.740634179  251.109239129 1689.406008532]
 [1499.785181129  250.938000576 1642.020111356]
 [1499.836782949  250.740589856 1594.63433724 ]
 [1499.894371242  250.520869249 1547.24882076 ]
 [1500.           250.          1500.         ]]","[[0.3388558021999514], 0.3388558021999514]"
600,"[[1500.           250.          2400.         ]
 [1499.856653042  250.643916313 2352.672642618]
 [1499.793802069  250.915072888 2305.316922192]
 [1499.737467075  251.152238871 2257.956462219]
 [1499.688079091  251.355335633 2210.591624254]
 [1499.646032461  251.524293883 2163.22276983 ]
 [1499.611684625  251.65905432  2115.850260388]
 [1499.58535584   251.759568586 2068.474457181]
 [1499.567328771  251.825800659 2021.095721142]
 [1499.557847909  251.857728982 1973.714412691]
 [1499.55711867   251.855349803 1926.330891457]
 [1499.565305958  251.818682631 1878.945515853]
 [1499.582531723  251.747779572 1831.558642408]
 [1499.608870562  251.642742281 1784.170624632]
 [1499.644341128  251.503755106 1736.781810998]
 [1499.688887593  251.331156583 1689.392540955]
 [1499.742333797  251.125615973 1642.00313611 ]
 [1499.804244451  250.888665833 1594.613877097]
 [1499.873337793  250.624942797 1547.224925625]
 [1500.           250.          1500.         ]]","[[0.3388620169407068], 0.3388620169407068]"
700,"[[1500.           250.          2400.         ]
 [1499.832811715  250.751344972 2352.679520507]
 [1499.759509175  251.067745242 2305.32593299 ]
 [1499.693806796  251.344484582 2257.966814816]
 [1499.63620705   251.581469937 2210.602587487]
 [1499.587169704  251.778619359 2163.233672519]
 [1499.547111553  251.935862773 2115.860491368]
 [1499.516406087  252.053143081 2068.483465307]
 [1499.495383009  252.130417798 2021.103015277]
 [1499.484327544  252.167661528 1973.719561659]
 [1499.483479385  252.164869873 1926.333523951]
 [1499.493031006  252.122065791 1878.945320265]
 [1499.513124809  252.039310498 1831.555366549]
 [1499.543847987  251.916723249 1784.164075261]
 [1499.585222489  251.754520015 1736.771853009]
 [1499.637183399  251.553096912 1689.379095897]
 [1499.699525436  251.313236184 1641.986179236]
 [1499.771741035  251.036727599 1594.593430567]
 [1499.852335173  250.728982781 1547.2010388  ]
 [1500.           250.          1500.         ]]","[[0.3388682272829129], 0.3388682272829129]"
800,"[[1500.           250.          2400.         ]
 [1499.80898472   250.858804756 2352.686408088]
 [1499.7252374    251.220463222 2305.33495809 ]
 [1499.650173901  251.536788924 2257.977185985]
 [1499.584368027  251.807674003 2210.613573133]
 [1499.528344875  252.03302354  2163.24460096 ]
 [1499.482580534  252.212756429 2115.870750866]
 [1499.447501684  252.346806642 2068.492504094]
 [1499.423485044  252.435125098 2021.110341551]
 [1499.41085657   252.477682498 1973.724743549]
 [1499.409890241  252.47447379  1926.336189431]
 [1499.420806126  252.42552544  1878.945157001]
 [1499.443767117  252.330907899 1831.552121624]
 [1499.478873045  252.190758209 1784.157554715]
 [1499.526149214  252.005324225 1736.761921031]
 [1499.585521681  251.775059971 1689.365673355]
 [1499.656756113  251.500861088 1641.969240733]
 [1499.739272748  251.184775065 1594.57299765 ]
 [1499.831363407  250.832989143 1547.177160289]
 [1500.           250.          1500.         ]]","[[0.33887443321891136], 0.33887443321891136]"
900,"[[1500.           250.          2400.         ]
 [1499.78517209   250.966295625 2352.693305359]
 [1499.690986796  251.373226773 2305.343997487]
 [1499.606568461  251.729151823 2257.987575721]
 [1499.532562106  252.033947739 2210.624581188]
 [1499.469558072  252.287506314 2163.255555146]
 [1499.418091678  252.489735159 2115.881038877]
 [1499.378642751  252.640559124 2068.501573539]
 [1499.351635003  252.739922401 2021.117699962]
 [1499.337435117  252.787791723 1973.729958357]
 [1499.336351368  252.784161377 1926.338887895]
 [1499.348631447  252.729061399 1878.945026059]
 [1499.374458768  252.622571595 1831.548907632]
 [1499.41394585   252.464846988 1784.151062991]
 [1499.467121405  252.256167574 1736.752015063]
 [1499.533902525  251.997045615 1689.35227333 ]
 [1499.614025896  251.688490564 1641.952320602]
 [1499.706839637  251.332808138 1594.552578346]
 [1499.810422521  250.936961828 1547.153290092]
 [1500.           250.          1500.         ]]","[[0.338880634741045], 0.338880634741045]"
