Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1505.288487494  250.030008607 2363.151195916]
 [1510.561428489  250.043474096 2326.306183175]
 [1515.832595929  250.055770219 2289.461484391]
 [1521.102094587  250.066789481 2252.617113078]
 [1526.370024875  250.076424348 2215.773082063]
 [1531.636483181  250.084567128 2178.929403584]
 [1536.901562258  250.091109833 2142.086089423]
 [1542.165351663  250.095944028 2105.243151072]
 [1547.427938264  250.09896068  2068.400599932]
 [1552.689406822  250.100050026 2031.55844757 ]
 [1557.949840697  250.099101493 1994.716706031]
 [1563.209322688  250.096003805 1957.875388218]
 [1568.467936102  250.090645515 1921.034508307]
 [1573.725766165  250.08291663  1884.194082138]
 [1578.982902063  250.072713134 1847.35412728 ]
 [1584.239440388  250.059950124 1810.514661741]
 [1589.495492489  250.044606006 1773.675696883]
 [1594.751207685  250.026923649 1736.837198392]
 [1600.           250.          1700.         ]]","[[0.34117675956033006, 0.33810909480746987, 0.33790342883304086], 0.3390630944002803]"
100,"[[1500.           250.          2400.         ]
 [1507.761786947  253.041974191 2362.501822422]
 [1513.986884354  254.407097084 2325.375820692]
 [1520.035762379  255.652635082 2288.281091137]
 [1525.919205986  256.76736671  2251.218893239]
 [1531.647531709  257.740244037 2214.190399573]
 [1537.230622669  258.560363748 2177.196710514]
 [1542.677967079  259.216936944 2140.238871454]
 [1547.998701249  259.699257652 2103.317893304]
 [1553.20165842   259.996670519 2066.434777244]
 [1558.295425169  260.098539339 2029.590544798]
 [1563.288407867  259.994220751 1992.786274337]
 [1568.18891303   259.673053526 1956.023144685]
 [1573.005248073  259.1243889   1919.302484662]
 [1577.745854977  258.337726583 1882.625821416]
 [1582.419504522  257.303135703 1845.994900303]
 [1587.03562421   256.012530401 1809.411574979]
 [1591.605003561  254.464040196 1772.877131935]
 [1596.142028714  252.682050367 1736.388460737]
 [1600.           250.          1700.         ]]","[[0.3414976269590023, 0.3371996138946488, 0.3392498122026281], 0.3393156843520931]"
200,"[[1500.           250.          2400.         ]
 [1510.192502612  256.15859068  2361.8742081  ]
 [1517.347183686  258.922293127 2324.478417703]
 [1524.151698846  261.441702492 2287.144904368]
 [1530.62821742   263.69351115  2249.87599684 ]
 [1536.797905636  265.655114209 2212.673814822]
 [1542.681000559  267.304514348 2175.540306884]
 [1548.296888764  268.62022487  2138.47729317 ]
 [1553.664192014  269.581170416 2101.486514635]
 [1558.800862627  270.166585742 2064.56969098 ]
 [1563.724292019  270.355915143 2027.728589817]
 [1568.45143724   270.128720287 1990.965109778]
 [1572.998972851  269.464616219 1954.28137964 ]
 [1577.383480565  268.343284913 1917.679872283]
 [1581.621700554  266.744693622 1881.163520906]
 [1585.730897478  264.649873603 1844.735785999]
 [1589.729481905  262.043393751 1808.400476218]
 [1593.63835679   258.921998935 1772.1604665  ]
 [1597.485207451  255.334526133 1736.010195412]
 [1600.           250.          1700.         ]]","[[0.34180216602029095, 0.33624704077569195, 0.3406142234355712], 0.33955447674385136]"
300,"[[1500.           250.          2400.         ]
 [1512.557813102  259.337602099 2361.275734491]
 [1520.610962845  263.527423018 2323.624586972]
 [1528.142230692  267.343451322 2286.06642987 ]
 [1535.185733666  270.74955808  2248.604465886]
 [1541.773982404  273.711198604 2211.241532694]
 [1547.938001552  276.19520798  2173.980172311]
 [1553.707453226  278.169596041 2136.822707218]
 [1559.110767302  279.603340142 2099.771326124]
 [1564.175282781  280.466175417 2062.828183014]
 [1568.927405438  280.728385285 2025.995513829]
 [1573.392788745  280.360602403 1989.275775681]
 [1577.59654854   279.333647973 1952.671812888]
 [1581.563529115  277.618481032 1916.187049874]
 [1585.318654775  275.186445398 1879.825694915]
 [1588.887442939  272.010342794 1843.592882275]
 [1592.296881261  268.068025885 1807.494466818]
 [1595.577346574  263.355197775 1771.535209635]
 [1598.768765858  257.945020425 1735.707771159]
 [1600.           250.          1700.         ]]","[[0.3420864701866816, 0.33526638482681925, 0.34197917228890057], 0.33977734243413377]"
400,"[[1500.           250.          2400.         ]
 [1514.860640579  262.567404604 2360.706870376]
 [1523.782584793  268.205277344 2322.815016323]
 [1532.013108686  273.335383523 2285.046553928]
 [1539.598800505  277.908161568 2247.405361024]
 [1546.583967697  281.876864575 2209.894762109]
 [1553.010815068  285.197197884 2172.517637167]
 [1558.919620679  287.826960058 2135.276538736]
 [1564.34891517   289.725683954 2098.173821489]
 [1569.33567055   290.854276079 2061.211789709]
 [1573.915505364  291.174656385 2024.392869238]
 [1578.122915185  290.649410094 1987.719811571]
 [1581.991541601  289.241486186 1951.195937523]
 [1585.55450182   286.914034744 1914.825423131]
 [1588.84482176   283.63062869  1878.613610536]
 [1591.896069158  279.356567759 1842.567254141]
 [1594.743445163  274.063511172 1806.694334098]
 [1597.426202444  267.746327194 1771.001788316]
 [1599.9954882    260.502192486 1735.481181495]
 [1600.           250.          1700.         ]]","[[0.3423502545890206, 0.33426347288031283, 0.34334100875477713], 0.33998491207470344]"
500,"[[1500.           250.          2400.         ]
 [1517.10427548   265.83709759  2360.167873964]
 [1526.866958483  272.939691095 2322.050079928]
 [1535.770797637  279.396370139 2284.085749648]
 [1543.875332771  285.143646711 2246.279235249]
 [1551.237074808  290.122423297 2208.634116598]
 [1557.909756777  294.277418507 2171.153357232]
 [1563.944572943  297.556603803 2133.83946949 ]
 [1569.390414261  299.910645656 2096.694694641]
 [1574.294108153  301.292349131 2059.721205419]
 [1578.700671227  301.656103424 2022.921340198]
 [1582.653585588  300.957341237 1986.2978799  ]
 [1586.195114007  299.152051894 1949.85437921 ]
 [1589.366679679  296.196458903 1913.595558946]
 [1592.209360783  292.047162768 1877.52774351 ]
 [1594.764614147  286.662612089 1841.659240582]
 [1597.075536583  280.00869499  1806.000220783]
 [1599.1897043    272.079523513 1770.56007975 ]
 [1601.168505121  262.995805838 1735.329974444]
 [1600.           250.          1700.         ]]","[[0.3425935087462245, 0.33324389364924384, 0.3446963740884983], 0.34017792549465553]"
600,"[[1500.           250.          2400.         ]
 [1519.292327429  269.136529929 2359.658798858]
 [1529.869465869  277.715612302 2321.329847176]
 [1539.422380522  285.506741217 2283.184088588]
 [1548.023997091  292.432119192 2245.226148109]
 [1555.743387933  298.420256905 2207.459630798]
 [1562.646114858  303.405127699 2169.88733215 ]
 [1568.794545593  307.325345697 2132.511457925]
 [1574.248155241  310.123358695 2095.333860949]
 [1579.063822936  311.744648771 2058.356304577]
 [1583.296133957  312.136938549 2021.580765163]
 [1586.997699226  311.249413992 1985.009788767]
 [1590.219508981  309.032007252 1948.646918904]
 [1593.011348887  305.434866725 1912.497208084]
 [1595.422334608  300.408367337 1876.567800986]
 [1597.501694165  293.90468494  1840.868477749]
 [1599.300150696  285.884264569 1805.411649154]
 [1600.873100859  276.340420507 1770.209437192]
 [1602.291240173  265.416747994 1735.253280713]
 [1600.           250.          1700.         ]]","[[0.3428164801411953, 0.3322129532043943, 0.34604221125422036], 0.34035721486660336]"
700,"[[1500.           250.          2400.         ]
 [1521.428674053  272.456332708 2359.179502462]
 [1532.795885768  282.51915063  2320.654095193]
 [1542.975458463  291.648349384 2282.341257236]
 [1552.054089488  299.751542687 2244.245685897]
 [1560.113719408  306.744908202 2206.370784062]
 [1567.231989405  312.552006881 2168.718932066]
 [1573.482652581  317.102644212 2131.291768374]
 [1578.935954227  320.331760558 2094.090488507]
 [1583.658993725  322.178339573 2057.116174471]
 [1587.716079761  322.58432891  2020.370170629]
 [1591.16909166   321.493581706 1983.854526105]
 [1594.077864298  318.850864212 1947.572527005]
 [1596.500626334  314.601070796 1911.529338954]
 [1598.494551896  308.689048396 1875.732754707]
 [1600.116567245  301.061210339 1840.193931542]
 [1601.424803096  291.672798508 1804.927553232]
 [1602.482025322  280.516176302 1769.948722115]
 [1603.367354765  267.757032635 1735.249846316]
 [1600.           250.          1700.         ]]","[[0.34301965290233544, 0.33117563808221734, 0.34737577091360905], 0.3405236872993873]"
800,"[[1500.           250.          2400.         ]
 [1523.51740901   275.787938877 2358.729656577]
 [1535.652316543  287.337606479 2320.022324647]
 [1546.43804912   297.804607859 2281.556577849]
 [1555.975411011  307.081784993 2243.336987271]
 [1564.359464598  315.073133956 2205.366530503]
 [1571.680129152  321.692220363 2167.646931659]
 [1578.02270794   326.86066185  2130.179008547]
 [1583.468363178  330.506659904 2092.963038461]
 [1588.094554082  332.56356507  2055.999157737]
 [1591.975450911  332.968464825 2019.287815051]
 [1595.182337997  331.660798659 1982.830304269]
 [1597.784023095  328.581045662 1946.629407891]
 [1599.847282985  323.669637327 1910.69018142 ]
 [1601.437407871  316.866543245 1875.020883571]
 [1602.618995398  308.112860549 1839.633938564]
 [1603.457417098  297.358786217 1804.546317989]
 [1604.022410522  284.595476856 1769.776341767]
 [1604.400692955  270.009785627 1735.318068681]
 [1600.           250.          1700.         ]]","[[0.34320372272108707, 0.3301365863820647, 0.3486946130708626], 0.34067830739133814]"
900,"[[1500.           250.          2400.         ]
 [1525.562790478  279.1235905   2358.308759905]
 [1538.445099464  292.159481671 2319.433778388]
 [1549.818485959  303.960504266 2280.829033048]
 [1559.798144404  314.404634614 2242.498773528]
 [1568.492457988  323.383923793 2204.445334576]
 [1576.003769547  330.802436013 2166.669550549]
 [1582.429048983  336.574287005 2129.171174166]
 [1587.860481902  340.621758959 2091.94931318 ]
 [1592.385997373  342.873469953 2055.002903247]
 [1596.089748492  343.262580945 2018.33124156 ]
 [1599.052558257  341.725039256 1981.934613626]
 [1601.352346897  338.197901604 1945.81505341 ]
 [1603.06456952   332.617898128 1909.977279262]
 [1604.262727218  324.920726967 1874.429824204]
 [1605.019108898  315.042555702 1839.186254141]
 [1605.406212885  302.928619328 1804.265824362]
 [1605.500405621  288.568517906 1769.690290964]
 [1605.395227466  272.16921662  1735.456035227]
 [1600.           250.          1700.         ]]","[[0.3433695691654009, 0.3291000669016199, 0.3499966046173624], 0.3408220802281277]"
