Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1500.           250.163559087 2363.108459261]
 [1500.           250.231462948 2326.244757504]
 [1500.           250.290114452 2289.383296019]
 [1500.           250.339520497 2252.524197273]
 [1500.           250.37969529  2215.667585784]
 [1500.           250.410660905 2178.81358785 ]
 [1500.           250.432447862 2141.962331237]
 [1500.           250.445095766 2105.113944806]
 [1500.           250.448654032 2068.268558049]
 [1500.           250.443182852 2031.426300483]
 [1500.           250.428754682 1994.587300772]
 [1500.           250.405456887 1957.75168526 ]
 [1500.           250.373397047 1920.919575228]
 [1500.           250.332714495 1884.09108106 ]
 [1500.           250.283607441 1847.266288569]
 [1500.           250.226402748 1810.445223266]
 [1500.           250.16175946  1773.627743783]
 [1500.           250.091380337 1736.813159617]
 [1500.           250.          1700.         ]]","[[0.36966175713906485, 0.3386022739732793, 0.33832159466574685], 0.3488618752593637]"
77,"[[1500.           250.          2400.         ]
 [1500.000000671  262.006655586 2359.673304881]
 [1500.000001003  266.949891392 2321.324110888]
 [1500.000001326  271.193432722 2283.139781837]
 [1500.000001636  274.742344249 2245.12727779 ]
 [1500.000001926  277.602358633 2207.29375196 ]
 [1500.000002192  279.779883762 2169.646531087]
 [1500.000002429  281.282000203 2132.193095164]
 [1500.000002634  282.116447268 2094.941057429]
 [1500.000002803  282.291597442 2057.898145423]
 [1500.000002936  281.81642273  2021.072182804]
 [1500.000003034  280.700465551 1984.471068227]
 [1500.000003099  278.953848638 1948.10273831 ]
 [1500.000003135  276.587411692 1911.975077049]
 [1500.000003148  273.613199678 1876.095666828]
 [1500.000003143  270.045911728 1840.471080551]
 [1500.000003127  265.907131088 1805.104779491]
 [1500.000003105  261.238672587 1769.990261962]
 [1500.000003082  256.15259405  1735.084519511]
 [1500.           250.          1700.         ]]","[[0.36996801500410076, 0.3386017215680034, 0.3383210973553686], 0.3489636113091576]"
