Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1505.26316308   250.000003892 2357.894727707]
 [1510.526322863  250.00000572  2315.789461019]
 [1515.789482231  250.000007427 2273.684194973]
 [1521.052641224  250.000008978 2231.57892953 ]
 [1526.315799876  250.000010339 2189.473664652]
 [1531.578958217  250.000011473 2147.3684003  ]
 [1536.842116275  250.000012343 2105.263136432]
 [1542.105274075  250.000012911 2063.157873009]
 [1547.368431637  250.000013137 2021.052609987]
 [1552.631588976  250.000012979 1978.947347326]
 [1557.894746107  250.000012397 1936.84208498 ]
 [1563.157903036  250.000011347 1894.736822907]
 [1568.421059769  250.000009787 1852.631561061]
 [1573.684216305  250.000007674 1810.526299396]
 [1578.947372643  250.000004967 1768.421037867]
 [1584.210528776  250.000001634 1726.315776425]
 [1589.473684702  249.999997661 1684.210515024]
 [1594.736840438  249.999993107 1642.105253621]
 [1600.           250.          1600.         ]]","[[0.33685564139528473], 0.33685564139528473]"
100,"[[1500.           250.          2400.         ]
 [1505.26367639   250.000389208 2357.893823309]
 [1510.527023091  250.000572041 2315.788207136]
 [1515.790328402  250.000742708 2273.682655151]
 [1521.053596108  250.000897829 2231.577163534]
 [1526.316829666  250.001033906 2189.471728397]
 [1531.580032194  250.001147321 2147.366345783]
 [1536.843206459  250.001234341 2105.261011665]
 [1542.106354865  250.00129111  2063.15572194 ]
 [1547.369479441  250.001313659 2021.050472432]
 [1552.632581829  250.001297907 1978.945258887]
 [1557.895663278  250.001239672 1936.840076975]
 [1563.15872463   250.001134695 1894.734922282]
 [1568.421766327  250.000978678 1852.629790315]
 [1573.684788415  250.000767368 1810.524676496]
 [1578.947790596  250.000496737 1768.41957617 ]
 [1584.21077235   250.000163424 1726.314484621]
 [1589.473733366  249.999766059 1684.209397151]
 [1594.73667537   249.999310717 1642.104309485]
 [1600.           250.          1600.         ]]","[[0.3368556638955721], 0.3368556638955721]"
200,"[[1500.           250.          2400.         ]
 [1505.264194881  250.000778416 2357.892909779]
 [1510.527730388  250.00114408  2315.786940594]
 [1515.791183114  250.001485414 2273.681099783]
 [1521.05456063   250.001795655 2231.575379708]
 [1526.31786985   250.002067808 2189.469772593]
 [1531.58111701   250.002294639 2147.364270525]
 [1536.844307645  250.002468677 2105.258865447]
 [1542.107446562  250.002582216 2063.153549155]
 [1547.370537819  250.002627313 2021.048313297]
 [1552.633584701  250.002595808 1978.943149366]
 [1557.896589704  250.002479339 1936.838048699]
 [1563.159554514  250.002269385 1894.733002471]
 [1568.422480013  250.001957352 1852.628001694]
 [1573.685366297  250.001534734 1810.523037213]
 [1578.948212765  250.000993473 1768.418099717]
 [1584.211018379  250.000326847 1726.313179775]
 [1589.473782518  249.999532119 1684.208267991]
 [1594.736508631  249.998621435 1642.103355816]
 [1600.           250.          1600.         ]]","[[0.3368556866227748], 0.3368556866227748]"
300,"[[1500.           250.          2400.         ]
 [1505.26471337   250.001167623 2357.891996254]
 [1510.52843768   250.001716118 2315.785674058]
 [1515.79203782   250.002228118 2273.679544423]
 [1521.055525144  250.002693479 2231.573595891]
 [1526.318910025  250.003101707 2189.4678168  ]
 [1531.582201817  250.003441952 2147.362195279]
 [1536.845408821  250.003703009 2105.256719241]
 [1542.108538249  250.003873316 2063.151376383]
 [1547.371596186  250.003940963 2021.046154175]
 [1552.634587563  250.003893705 1978.941039858]
 [1557.89751612   250.003719001 1936.836020436]
 [1563.160384389  250.003404071 1894.731082672]
 [1568.423193692  250.002936023 1852.626213084]
 [1573.685944172  250.002302097 1810.521397939]
 [1578.948634928  250.001490207 1768.416623273]
 [1584.211264403  250.00049027  1726.311874936]
 [1589.473831666  249.999298179 1684.207138835]
 [1594.73634189   249.997932154 1642.102402149]
 [1600.           250.          1600.         ]]","[[0.336855709349616], 0.336855709349616]"
400,"[[1500.           250.          2400.         ]
 [1505.265231855  250.001556828 2357.891082732]
 [1510.529144968  250.002288155 2315.784407527]
 [1515.79289252   250.00297082  2273.67798907 ]
 [1521.056489651  250.0035913   2231.571812082]
 [1526.319950191  250.004135602 2189.465861017]
 [1531.583286614  250.004589262 2147.360120043]
 [1536.846509987  250.004937337 2105.254573048]
 [1542.109629925  250.005164412 2063.149203624]
 [1547.372654544  250.005254607 2021.043995067]
 [1552.635590415  250.005191596 1978.938930363]
 [1557.898442526  250.004958658 1936.833992185]
 [1563.161214256  250.004538753 1894.729162885]
 [1568.423907362  250.00391469  1852.624424484]
 [1573.68652204   250.003069458 1810.519758675]
 [1578.949057085  250.001986939 1768.415146836]
 [1584.211510423  250.000653692 1726.310570104]
 [1589.47388081   249.999064239 1684.206009685]
 [1594.736175145  249.997242874 1642.101448486]
 [1600.           250.          1600.         ]]","[[0.3368557320760948], 0.3368557320760948]"
500,"[[1500.           250.          2400.         ]
 [1505.265750337  250.001946033 2357.890169214]
 [1510.529852251  250.00286019  2315.783141002]
 [1515.793747213  250.00371352  2273.676433724]
 [1521.05745415   250.004489118 2231.570028283]
 [1526.32099035   250.005169495 2189.463905244]
 [1531.584371402  250.005736567 2147.358044819]
 [1536.847611143  250.00617166  2105.252426866]
 [1542.110721591  250.006455503 2063.147030878]
 [1547.373712891  250.006568246 2021.041835971]
 [1552.636593256  250.006489483 1978.93682088 ]
 [1557.899368923  250.00619831  1936.831963947]
 [1563.162044113  250.00567343  1894.727243109]
 [1568.424621025  250.004893354 1852.622635896]
 [1573.6870999    250.003836815 1810.518119421]
 [1578.949479235  250.00248367  1768.413670408]
 [1584.211756437  250.000817113 1726.309265278]
 [1589.47392995   249.998830299 1684.20488054 ]
 [1594.736008398  249.996553595 1642.100494826]
 [1600.           250.          1600.         ]]","[[0.33685575480221186], 0.33685575480221186]"
600,"[[1500.           250.          2400.         ]
 [1505.266268815  250.002335237 2357.8892557  ]
 [1510.530559528  250.003432223 2315.781874483]
 [1515.7946019    250.004456218 2273.674878385]
 [1521.058418642  250.005386934 2231.568244493]
 [1526.322030499  250.006203384 2189.461949481]
 [1531.585456181  250.006883869 2147.355969606]
 [1536.848712289  250.007405978 2105.250280697]
 [1542.111813247  250.007746589 2063.144858144]
 [1547.374771227  250.007881879 2021.039676888]
 [1552.637596088  250.007787364 1978.934711411]
 [1557.90029531   250.007437958 1936.829935721]
 [1563.16287396   250.006808103 1894.725323346]
 [1568.425334679  250.005872014 1852.620847318]
 [1573.687677753  250.00460417  1810.516480177]
 [1578.94990138   250.002980398 1768.412193989]
 [1584.212002446  250.000980533 1726.307960459]
 [1589.473979087  249.99859636  1684.2037514  ]
 [1594.735841648  249.995864316 1642.099541169]
 [1600.           250.          1600.         ]]","[[0.336855777527967], 0.336855777527967]"
700,"[[1500.           250.          2400.         ]
 [1505.266787291  250.00272444  2357.88834219 ]
 [1510.531266802  250.004004256 2315.780607969]
 [1515.795456581  250.005198914 2273.673323054]
 [1521.059383127  250.006284747 2231.566460711]
 [1526.323070641  250.007237269 2189.459993728]
 [1531.586540951  250.008031167 2147.353894404]
 [1536.849813426  250.008640293 2105.24813454 ]
 [1542.112904893  250.00903767  2063.142685423]
 [1547.375829554  250.009195508 2021.037517818]
 [1552.638598909  250.00908524  1978.932601954]
 [1557.901221688  250.008677601 1936.827907508]
 [1563.163703799  250.007942772 1894.723403594]
 [1568.426048324  250.00685067  1852.619058752]
 [1573.688255599  250.005371522 1810.514840942]
 [1578.950323518  250.003477126 1768.410717577]
 [1584.21224845   250.001143953 1726.306655647]
 [1589.474028219  249.99836242  1684.202622264]
 [1594.735674895  249.995175039 1642.098587515]
 [1600.           250.          1600.         ]]","[[0.3368558002533605], 0.3368558002533605]"
800,"[[1500.           250.          2400.         ]
 [1505.267305763  250.003113642 2357.887428684]
 [1510.53197407   250.004576286 2315.779341461]
 [1515.796311256  250.005941608 2273.671767731]
 [1521.060347604  250.007182557 2231.564676939]
 [1526.324110773  250.008271152 2189.458037986]
 [1531.587625711  250.00917846  2147.351819214]
 [1536.850914552  250.009874602 2105.245988395]
 [1542.113996528  250.010328746 2063.140512714]
 [1547.37688787   250.010509132 2021.035358761]
 [1552.63960172   250.010383112 1978.93049251 ]
 [1557.902148055  250.009917239 1936.825879307]
 [1563.164533629  250.009077436 1894.721483855]
 [1568.426761962  250.007829323 1852.617270196]
 [1573.688833437  250.006138872 1810.513201717]
 [1578.95074565   250.003973851 1768.409241174]
 [1584.21249445   250.001307372 1726.305350842]
 [1589.474077348  249.998128481 1684.201493134]
 [1594.73550814   249.994485763 1642.097633864]
 [1600.           250.          1600.         ]]","[[0.33685582297839245], 0.33685582297839245]"
900,"[[1500.           250.          2400.         ]
 [1505.267824232  250.003502843 2357.886515181]
 [1510.532681333  250.005148316 2315.778074959]
 [1515.797165925  250.0066843   2273.670212414]
 [1521.061312074  250.008080365 2231.562893175]
 [1526.325150898  250.009305031 2189.456082254]
 [1531.588710462  250.01032575  2147.349744035]
 [1536.852015669  250.011108907 2105.243842262]
 [1542.115088153  250.011619818 2063.138340018]
 [1547.377946175  250.011822751 2021.033199717]
 [1552.640604521  250.011680978 1978.928383079]
 [1557.903074413  250.011156872 1936.823851119]
 [1563.16536345   250.010212096 1894.719564127]
 [1568.427475591  250.008807972 1852.615481652]
 [1573.689411269  250.006906218 1810.511562502]
 [1578.951167776  250.004470575 1768.40776478 ]
 [1584.212740444  250.001470791 1726.304046043]
 [1589.474126472  249.997894542 1684.200364009]
 [1594.735341381  249.993796487 1642.096680216]
 [1600.           250.          1600.         ]]","[[0.33685584570306143], 0.33685584570306143]"
