Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1494.727931017  250.006709062 2357.878339208]
 [1489.461548937  250.009855674 2315.766739205]
 [1484.195888177  250.012788635 2273.65629081 ]
 [1478.930880903  250.015449194 2231.54692528 ]
 [1473.666465001  250.017776586 2189.438572681]
 [1468.402584274  250.019708006 2147.331161853]
 [1463.139188647  250.0211786   2105.224620389]
 [1457.876234373  250.022121474 2063.118874601]
 [1452.613684229  250.022467727 2021.013849494]
 [1447.351507709  250.022146554 1978.909468729]
 [1442.089681198  250.021085429 1936.805654594]
 [1436.828188095  250.019210467 1894.702327966]
 [1431.567018847  250.016447126 1852.599408285]
 [1426.306170775  250.012721622 1810.496813545]
 [1421.045647386  250.00796402  1768.394460365]
 [1415.785456286  250.002115883 1726.292264308]
 [1410.52560232   249.995153121 1684.190141254]
 [1405.266057937  249.987180425 1642.088014639]
 [1400.           250.          1600.         ]]","[[0.33656758830144884], 0.33656758830144884]"
100,"[[1500.           250.          2400.         ]
 [1493.850960593  250.668685035 2356.261018341]
 [1488.267848605  250.982151912 2313.524944524]
 [1482.756655314  251.274183845 2270.903816624]
 [1477.310541055  251.538947796 2228.390701015]
 [1471.923246573  251.77042991  2185.978551465]
 [1466.589113682  251.962425834 2143.660207055]
 [1461.303106205  252.10853217  2101.428389905]
 [1456.060831052  252.202139853 2059.27570269 ]
 [1450.858559103  252.23643071  2017.194625976]
 [1445.693245296  252.204379478 1975.177515369]
 [1440.562546758  252.098765357 1933.216598558]
 [1435.464836592  251.912201126 1891.303972461]
 [1430.399208326  251.637196494 1849.431601037]
 [1425.365459321  251.266293785 1807.591315464]
 [1420.364023024  250.792373189 1765.774821952]
 [1415.395759259  250.209417221 1723.973735807]
 [1410.461262158  249.514809087 1682.179721827]
 [1405.557867477  248.718845495 1640.385224117]
 [1400.           250.          1600.         ]]","[[0.33661013967007924], 0.33661013967007924]"
200,"[[1500.           250.          2400.         ]
 [1492.975607977  251.332672326 2354.63946761 ]
 [1487.077505328  251.957092352 2311.278367647]
 [1481.322809679  252.538508327 2268.146726943]
 [1475.697728338  253.065341089 2225.23055801 ]
 [1470.189646761  253.525691455 2182.515662355]
 [1464.787171118  253.907306024 2139.98762739 ]
 [1459.480171476  254.197545123 2097.631822813]
 [1454.259825348  254.383354511 2055.4333965  ]
 [1449.11866103   254.451243468 2013.377269944]
 [1444.05059955   254.387273866 1971.448133352]
 [1439.050992918  254.17706858  1929.630440587]
 [1434.116653935  253.805855454 1887.908404445]
 [1429.2458674    253.258580598 1846.265993529]
 [1424.438359143  252.52016793  1804.686934252]
 [1419.695161876  251.576121328 1763.154728784]
 [1415.018194284  250.414053652 1721.652726742]
 [1410.408865218  249.028310069 1680.164412124]
 [1405.862029846  247.439134655 1638.674875549]
 [1400.           250.          1600.         ]]","[[0.33665238136137704], 0.33665238136137704]"
300,"[[1500.           250.          2400.         ]
 [1492.11073143   251.991661857 2353.030016393]
 [1485.90257583   252.924377789 2309.049642145]
 [1479.908886194  253.792396041 2265.41280981 ]
 [1474.108803959  254.578481216 2222.098358149]
 [1468.483263913  255.264980055 2179.084830743]
 [1463.015059909  255.833747838 2136.350473015]
 [1457.688911518  256.266077798 2093.87322823 ]
 [1452.491531352  256.542636053 2051.630732589]
 [1447.41169228   256.64340615  2009.60030955 ]
 [1442.440292883  256.547650228 1967.758963618]
 [1437.570417696  256.233899573 1926.083373985]
 [1432.797385166  255.679999191 1884.549888879]
 [1428.11876793   254.863257652 1843.134522676]
 [1423.534349735  253.760818729 1801.81296131 ]
 [1419.04592644   252.3505521   1760.560592619]
 [1414.656672728  250.613347181 1719.352619143]
 [1410.369031352  248.540088083 1678.164497687]
 [1406.175560163  246.160614879 1636.974166382]
 [1400.           250.          1600.         ]]","[[0.33669394599690244], 0.33669394599690244]"
400,"[[1500.           250.          2400.         ]
 [1491.256270964  252.645376478 2351.43259433 ]
 [1484.742970942  253.883598517 2306.838663968]
 [1478.514767774  255.035313676 2262.701929405]
 [1472.543624761  256.077722959 2218.99393614 ]
 [1466.803931383  256.987552799 2175.685864557]
 [1461.272593364  257.74092711  2132.748528233]
 [1455.929123952  258.313243082 2090.152370536]
 [1450.755736201  258.679054211 2047.867459749]
 [1445.737435377  258.811966194 2005.863483025]
 [1440.862109403  258.684555218 1964.109739568]
 [1436.120612867  258.268325954 1922.575133728]
 [1431.506835144  257.533742513 1881.2281693  ]
 [1427.017732061  256.450401459 1840.036947985]
 [1422.653273014  254.987503811 1798.969179729]
 [1418.416178877  253.115026019 1757.992227666]
 [1414.311075486  250.806778884 1717.073265451]
 [1410.341657185  248.04976098  1676.179875463]
 [1406.498367275  244.883055275 1635.283042917]
 [1400.           250.          1600.         ]]","[[0.33673489661381795], 0.33673489661381795]"
500,"[[1500.           250.          2400.         ]
 [1490.412159828  253.293561176 2349.84712906 ]
 [1483.598591472  254.834377581 2304.645326074]
 [1477.140324239  256.26677062  2260.013945964]
 [1471.002031685  257.562472869 2215.917121852]
 [1465.151464156  258.692726528 2172.318566079]
 [1459.559564366  259.628086121 2129.181571014]
 [1454.200584387  260.338225537 2086.469007235]
 [1449.05220396   260.791753995 2044.143319526]
 [1444.095649264  260.956048168 2002.16652116 ]
 [1439.315809712  260.797112644 1960.500187161]
 [1434.701347338  260.279490667 1919.105447538]
 [1430.24478706   259.366267272 1877.942982354]
 [1425.942561981  258.019252131 1836.973022591]
 [1421.794953119  256.199540197 1796.155366878]
 [1417.805766151  253.868954715 1755.449443159]
 [1413.981271156  250.993871595 1714.814513942]
 [1410.326630168  247.55697819  1674.210439078]
 [1406.830354104  243.606245866 1633.601448977]
 [1400.           250.          1600.         ]]","[[0.33677529297299097], 0.33677529297299097]"
600,"[[1500.           250.          2400.         ]
 [1489.578324903  253.935982334 2348.273546319]
 [1482.469328791  255.776369694 2302.469518584]
 [1475.785413082  257.486317558 2257.348715977]
 [1469.483850709  259.032187571 2212.867740557]
 [1463.525659939  260.37987589  2168.982732234]
 [1457.875746594  261.494531453 2125.649373319]
 [1452.503047745  262.3402791   2082.822889317]
 [1447.380677014  262.879953282 2040.458046598]
 [1442.486070741  263.074851301 1998.509147708]
 [1437.801132334  262.884520993 1956.930025326]
 [1433.312368552  262.266609549 1915.674036292]
 [1429.011003767  261.176824671 1874.694058193]
 [1424.893041153  259.569113916 1833.942493635]
 [1420.95919751   257.396302315 1793.371294747]
 [1417.214520965  254.611799201 1752.93204366 ]
 [1413.667116795  251.174188448 1712.576208981]
 [1410.323829151  247.061419598 1672.256079035]
 [1407.171418021  242.329996796 1631.929326053]
 [1400.           250.          1600.         ]]","[[0.3368151916279516], 0.3368151916279516]"
700,"[[1500.           250.          2400.         ]
 [1488.754687099  254.572426994 2346.711770048]
 [1481.35506542   256.709260143 2300.311128931]
 [1474.449880237  258.693545046 2254.706092389]
 [1467.988893782  260.486372059 2209.845613183]
 [1461.926300243  262.048431386 2165.678154875]
 [1456.220895728  263.339631824 2122.151701428]
 [1450.836249566  264.318724751 2079.21376161 ]
 [1445.740877452  264.942940376 2036.811369161]
 [1440.908415879  265.167646988 1994.891079781]
 [1436.317795142  264.94605093  1953.398966367]
 [1431.953403876  264.228968889 1912.280614423]
 [1427.805229099  262.964732915 1871.481120867]
 [1423.868935527  261.099353004 1830.945102632]
 [1420.145798048  258.577220013 1790.61673029 ]
 [1416.642262689  255.343068131 1750.439829362]
 [1413.36845868   251.347331427 1710.35819128 ]
 [1410.333124958  246.562794399 1670.316682918]
 [1407.521451236  241.054137533 1630.266613443]
 [1400.           250.          1600.         ]]","[[0.3368546459970055], 0.3368546459970055]"
800,"[[1500.           250.          2400.         ]
 [1487.941161737  255.202702107 2345.161722491]
 [1480.255675598  257.632763684 2298.170042017]
 [1473.133560829  259.888082093 2252.085924803]
 [1466.516959737  261.924577973 2206.850556552]
 [1460.353151444  263.69787739  2162.404621077]
 [1454.59475064   265.162815901 2118.688316263]
 [1449.199907307  266.272948171 2075.641363138]
 [1444.132508422  266.980071556 2033.203009304]
 [1439.362381422  267.233776274 1991.312028243]
 [1434.86549676   266.981042782 1949.906716363]
 [1430.624161962  266.165922947 1908.924890326]
 [1426.627189162  264.729374844 1868.303888716]
 [1422.869994736  262.609395313 1827.980585843]
 [1419.354532062  259.741776551 1787.891435762]
 [1416.088798279  256.062316039 1747.972596385]
 [1413.085133049  251.512939895 1708.160298145]
 [1410.354380945  246.060839957 1668.392135582]
 [1407.880341165  239.77851607  1628.613248394]
 [1400.           250.          1600.         ]]","[[0.3368937064382844], 0.3368937064382844]"
900,"[[1500.           250.          2400.         ]
 [1487.137658931  255.826633786 2343.623324299]
 [1479.171025851  258.546623444 2296.046140359]
 [1471.836279915  261.069594722 2249.488059673]
 [1465.067835196  263.346401873 2203.88238363 ]
 [1458.805965835  265.327750172 2159.161913414]
 [1452.997034566  266.96357011  2115.258973713]
 [1447.593721601  268.202397381 2072.105427474]
 [1442.555255479  268.990768598 2029.63268339 ]
 [1437.847646159  269.272647321 1987.771698108]
 [1433.443917929  268.988903995 1946.452975572]
 [1429.324334094  268.076891474 1905.606566752]
 [1425.476593615  266.47019555  1865.162074753]
 [1421.895953269  264.098724273 1825.048674637]
 [1418.585163398  260.889506589 1785.195169051]
 [1415.553923165  256.769141589 1745.53013707 ]
 [1412.816966833  251.670689133 1705.982363723]
 [1410.387453555  245.555320662 1666.482319356]
 [1408.247970806  238.502998123 1626.969166237]
 [1400.           250.          1600.         ]]","[[0.3369324203275518], 0.3369324203275518]"
1000,"[[1500.           250.          2400.         ]
 [1486.344083962  256.444066558 2342.096494627]
 [1478.100975547  259.450609814 2293.939304242]
 [1470.557853209  262.237784541 2246.912340511]
 [1463.641295454  264.751483509 2200.940903766]
 [1457.284482649  266.937635905 2155.94981025 ]
 [1451.427456254  268.741436429 2111.863424949]
 [1446.01737751   270.106580375 2068.605683088]
 [1441.008787886  270.974516297 2026.100102428]
 [1436.363872272  271.283732868 1984.269788926]
 [1432.052722866  270.969106594 1943.037438825]
 [1428.053595499  269.96135722  1902.325341203]
 [1424.353136912  268.186699999 1862.055387049]
 [1420.946531623  265.566878595 1822.149095849]
 [1417.837443442  262.019994177 1782.527684005]
 [1415.037422139  257.463185808 1743.112240268]
 [1412.563778371  251.820288873 1703.824219248]
 [1410.432192865  245.04602679  1664.587114227]
 [1408.624219095  237.227466337 1625.334300527]
 [1400.           250.          1600.         ]]","[[0.33697083213849277], 0.33697083213849277]"
2000,"[[1500.           250.          2400.         ]
 [1478.930775225  262.23843425  2327.445808234]
 [1468.168427868  267.91423026  2273.781904844]
 [1458.764712563  273.143881339 2222.337024667]
 [1450.562195211  277.829667173 2172.950165116]
 [1443.418512755  281.877896791 2125.46080322 ]
 [1437.206977202  285.195844204 2079.709101628]
 [1431.817144019  287.688696748 2035.536053998]
 [1427.155364894  289.256551387 1992.783581766]
 [1423.145344898  289.791499428 1951.294596   ]
 [1419.728719838  289.174857749 1910.913039988]
 [1416.865657521  287.274646438 1871.483931038]
 [1414.535458733  283.943504548 1832.85342529 ]
 [1412.737068468  279.017443386 1794.868941464]
 [1411.489245316  272.316343704 1757.379410648]
 [1410.829683863  263.648493881 1720.235811329]
 [1410.810909375  252.825946624 1683.292466939]
 [1411.484737033  239.715611978 1646.410956271]
 [1412.83187599   224.456114108 1609.476909649]
 [1400.           250.          1600.         ]]","[[0.3373462154114127], 0.3373462154114127]"
3000,"[[1500.           250.          2400.         ]
 [1472.382954839  267.320732172 2313.855573791]
 [1459.506939101  275.299209423 2255.188186017]
 [1448.609752984  282.600128094 2199.789382343]
 [1439.440567731  289.093306014 2147.400883893]
 [1431.774094674  294.660295441 2097.767350472]
 [1425.411548066  299.187494855 2050.636915953]
 [1420.181465156  302.559319829 2005.761550346]
 [1415.940449881  304.651504143 1962.897283442]
 [1412.57391263   305.324593358 1921.804329416]
 [1409.996875393  304.417709609 1882.247155781]
 [1408.154894885  301.742727627 1843.99454519 ]
 [1407.025113225  297.079150619 1806.819707742]
 [1406.617341729  290.170317256 1770.500522076]
 [1406.974818659  280.722404205 1734.82003625 ]
 [1408.173537497  268.409954297 1699.567511865]
 [1410.316612405  252.89890339  1664.540809362]
 [1413.510250933  233.9272222   1629.553071949]
 [1417.750516789  211.650855116 1594.459455498]
 [1400.           250.          1600.         ]]","[[0.337722102875135], 0.337722102875135]"
4000,"[[1500.           250.          2400.         ]
 [1466.573434497  271.730932597 2301.234086033]
 [1451.927910061  281.665658119 2238.022136006]
 [1439.846403913  290.686838281 2179.091352098]
 [1429.976711893  298.642614586 2124.075951494]
 [1422.00473428   305.403980793 2072.617103871]
 [1415.655720333  310.85257093  2024.363947945]
 [1410.695164485  314.868652474 1978.974235484]
 [1406.929511856  317.319436569 1936.114680656]
 [1404.206845566  318.047768938 1895.461101227]
 [1402.417725922  316.86126495  1856.698444248]
 [1401.496329105  313.52202822  1819.520795477]
 [1401.421974603  307.737305651 1783.631484082]
 [1402.220986962  299.15193601  1748.743423527]
 [1403.968462869  287.344668732 1714.579906284]
 [1406.788441557  271.833708277 1680.876291146]
 [1410.847446341  252.107218587 1647.383755078]
 [1416.321997626  227.735971536 1613.879283529]
 [1423.238005959  198.861642847 1580.203227998]
 [1400.           250.          1600.         ]]","[[0.3381087371532252], 0.3381087371532252]"
5000,"[[1500.           250.          2400.         ]
 [1461.380343297  275.558235222 2289.491270927]
 [1445.250747701  287.1468142   2222.150116155]
 [1432.238835711  297.580200439 2160.067939341]
 [1421.884438236  306.694771801 2102.762017332]
 [1413.780202485  314.363928938 2049.762210624]
 [1407.572941927  320.479118004 2000.612593252]
 [1402.964320839  324.931378014 1954.872404538]
 [1399.711184412  327.593555943 1912.116471818]
 [1397.625865909  328.30320913  1871.935266905]
 [1396.576794259  326.846176538 1833.934765839]
 [1396.48969211   322.940884841 1797.736287144]
 [1397.349579743  316.223743914 1762.976497016]
 [1399.203619784  306.236683577 1729.307806845]
 [1402.164353126  292.419558153 1696.399491032]
 [1406.411447441  274.114589178 1663.940150245]
 [1412.185309654  250.603925135 1631.643118595]
 [1419.746461365  221.256467535 1599.260307593]
 [1429.163411981  186.171258226 1566.631431709]
 [1400.           250.          1600.         ]]","[[0.33850568395730707], 0.33850568395730707]"
6000,"[[1500.           250.          2400.         ]
 [1456.696268397  278.90595097  2278.542469528]
 [1439.316399446  291.89697784  2207.44650736 ]
 [1425.579604537  303.484205753 2142.554657447]
 [1414.912431033  313.501131705 2083.258607441]
 [1406.811114936  321.835092823 2028.969936693]
 [1400.842761112  328.400157764 1979.122461763]
 [1396.645429117  333.111115911 1933.173475485]
 [1393.927667284  335.858708836 1890.604137286]
 [1392.468052007  336.486004587 1850.919290556]
 [1392.115260595  334.765715354 1813.646986661]
 [1392.789151866  330.378346741 1778.337995444]
 [1394.483236263  322.891443224 1744.56559207 ]
 [1397.268707462  311.74112041  1711.925952692]
 [1401.299622467  296.21927963  1680.039620746]
 [1406.817018553  275.475672364 1648.554886449]
 [1414.143618647  248.561830226 1617.155156296]
 [1423.635622813  214.613890407 1585.577222008]
 [1435.415264672  173.663159125 1553.672965009]
 [1400.           250.          1600.         ]]","[[0.3389076954998216], 0.3389076954998216]"
7000,"[[1500.           250.          2400.         ]
 [1452.431079452  281.872029226 2268.310274923]
 [1433.991512186  296.062595876 2193.796454127]
 [1419.695021556  308.592758991 2126.401144851]
 [1408.850658946  319.30102927  2065.382550569]
 [1400.856179288  328.098790132 2010.027804097]
 [1395.198683143  334.933776377 1959.656094734]
 [1391.453633388  339.755558379 1913.62012529 ]
 [1389.283113578  342.48312272  1871.30631217 ]
 [1388.434179842  342.974224566 1832.134161291]
 [1388.738085679  340.996001248 1795.555247049]
 [1390.111069234  336.196425038 1761.052209421]
 [1392.557281027  328.076652965 1728.138185544]
 [1396.174203264  315.965524242 1696.357137339]
 [1401.160246066  299.000269272 1665.285693986]
 [1407.822039743  276.124764316 1634.537599892]
 [1416.571329418  246.138876772 1603.773375043]
 [1427.869913796  207.918729843 1572.723608228]
 [1441.903425431  161.405801101 1541.263938037]
 [1400.           250.          1600.         ]]","[[0.33930833039273683], 0.33930833039273683]"
8000,"[[1500.           250.          2400.         ]
 [1448.51129495   284.540514829 2258.725067309]
 [1429.167464747  299.769543921 2181.096667218]
 [1414.443824465  313.072952967 2111.472224216]
 [1403.528653059  324.301304183 2048.9692673  ]
 [1395.720050362  333.398841594 1992.745066132]
 [1390.425587968  340.356364138 1942.000566029]
 [1387.159719355  345.167424049 1895.981944811]
 [1385.540244883  347.787804095 1853.980416492]
 [1385.285046976  348.097586163 1815.330921841]
 [1386.210162509  345.86483197  1779.410321464]
 [1388.230115705  340.709988401 1745.635672955]
 [1391.36130334   332.070732014 1713.463159294]
 [1395.728996996  319.168464986 1682.388280018]
 [1401.577809868  300.981174298 1651.9481032  ]
 [1409.282959599  276.236306366 1621.726947453]
 [1419.350481542  243.464313378 1591.368683099]
 [1432.356180064  201.257404986 1560.605676854]
 [1448.557499337  149.447769257 1529.34784346 ]
 [1400.           250.          1600.         ]]","[[0.33970179361599456], 0.33970179361599456]"
