Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1507.894750771  250.00000455  2363.157894   ]
 [1515.789493002  250.000007156 2326.315788457]
 [1523.684234264  250.000009868 2289.473682975]
 [1531.578974617  250.000012601 2252.631577554]
 [1539.473714114  250.000015268 2215.789472193]
 [1547.368452808  250.000017784 2178.94736689 ]
 [1555.263190747  250.000020063 2142.105261641]
 [1563.15792798   250.000022019 2105.263156442]
 [1571.05266455   250.000023566 2068.42105129 ]
 [1578.947400501  250.000024617 2031.578946177]
 [1586.842135874  250.000025085 1994.736841098]
 [1594.73687071   250.000024886 1957.894736046]
 [1602.631605049  250.000023933 1921.052631014]
 [1610.526338932  250.000022144 1884.210525995]
 [1618.421072401  250.000019442 1847.368420983]
 [1626.315805503  250.000015762 1810.52631597 ]
 [1634.210538292  250.000011073 1773.684210953]
 [1642.105270851  250.000005468 1736.84210593 ]
 [1650.           250.          1700.         ]]","[[0.3385485863597698, 0.3393718798910176, 0.3386711936494654], 0.33886388663341754]"
100,"[[1500.           250.          2400.         ]
 [1507.896129724  250.000455044 2363.157821084]
 [1515.791405416  250.000715647 2326.315687843]
 [1523.686584309  250.000986865 2289.473560693]
 [1531.581672189  250.001260125 2252.631439635]
 [1539.476674537  250.001526855 2215.789324563]
 [1547.371596546  250.001778474 2178.947215265]
 [1555.266443147  250.002006388 2142.105111429]
 [1563.161219032  250.002201986 2105.26301265 ]
 [1571.055928681  250.002356643 2068.420918438]
 [1578.950576396  250.00246172  2031.578828229]
 [1586.845166336  250.002508582 1994.736741394]
 [1594.739702564  250.002488627 1957.89465726 ]
 [1602.634189109  250.002393352 1921.052575124]
 [1610.528630041  250.002214481 1884.210494282]
 [1618.423029597  250.001944266 1847.368414061]
 [1626.317392401  250.001576222 1810.526333861]
 [1634.211723973  250.001107312 1773.684253217]
 [1642.106032478  250.000546866 1736.842171937]
 [1650.           250.          1700.         ]]","[[0.3385487495299674, 0.33937176559375054, 0.33867162017758756], 0.33886404510043516]"
200,"[[1500.           250.          2400.         ]
 [1507.897522602  250.000910135 2363.157747429]
 [1515.793337142  250.001431362 2326.315586211]
 [1523.688958084  250.001973817 2289.473437173]
 [1531.584397001  250.002520354 2252.631300321]
 [1539.479664853  250.003053828 2215.78917544 ]
 [1547.374772027  250.003557077 2178.947062107]
 [1555.269728386  250.004012913 2142.104959698]
 [1563.164543314  250.004404114 2105.262867403]
 [1571.05922577   250.004713429 2068.420784243]
 [1578.953784358  250.00492358  2031.578709088]
 [1586.848227395  250.005017299 1994.736640682]
 [1594.74256301   250.004977382 1957.894577676]
 [1602.636799258  250.00478682  1921.052518668]
 [1610.530944281  250.004429065 1884.210462248]
 [1618.425006553  250.003888622 1847.36840707 ]
 [1626.318995321  250.003152517 1810.526351932]
 [1634.212921624  250.002214679 1773.684295909]
 [1642.106801795  250.001093767 1736.842238611]
 [1650.           250.          1700.         ]]","[[0.3385489143478332, 0.33937165012064774, 0.3386720510288762], 0.33886420516578575]"
300,"[[1500.           250.          2400.         ]
 [1507.898915475  250.001365271 2363.157673774]
 [1515.795268862  250.002147145 2326.315484577]
 [1523.691331852  250.002960855 2289.473313652]
 [1531.587121804  250.003780687 2252.631161005]
 [1539.482655158  250.00458092  2215.789026315]
 [1547.377947497  250.00533581  2178.946908946]
 [1555.273013613  250.006019575 2142.104807964]
 [1563.167867582  250.006606383 2105.262722154]
 [1571.062522845  250.007070357 2068.420650046]
 [1578.956992305  250.007385581 2031.578589945]
 [1586.85128844   250.007526152 1994.736539968]
 [1594.745423443  250.007466264 1957.894498092]
 [1602.639409395  250.007180405 1921.052462211]
 [1610.53325851   250.006643754 1884.210430213]
 [1618.426983499  250.005833066 1847.368400078]
 [1626.320598232  250.004728883 1810.526370002]
 [1634.21411927   250.0033221   1773.6843386  ]
 [1642.107571108  250.001640704 1736.842305285]
 [1650.           250.          1700.         ]]","[[0.33854907916517857, 0.33937153462611863, 0.33867248189504107], 0.33886436522877944]"
400,"[[1500.           250.          2400.         ]
 [1507.900308346  250.001820453 2363.157600118]
 [1515.797200576  250.002862995 2326.315382941]
 [1523.693705613  250.003947981 2289.473190128]
 [1531.589846598  250.005041124 2252.631021686]
 [1539.485645453  250.006108129 2215.788877187]
 [1547.381122955  250.007114671 2178.946755784]
 [1555.276298828  250.008026373 2142.104656229]
 [1563.171191838  250.008808794 2105.262576903]
 [1571.065819906  250.009427428 2068.420515848]
 [1578.960200238  250.009847723 2031.578470801]
 [1586.854349472  250.01003514  1994.736439253]
 [1594.748283862  250.009955274 1957.894418506]
 [1602.642019519  250.009574108 1921.052405753]
 [1610.535572727  250.008858546 1884.210398178]
 [1618.428960435  250.007777599 1847.368393086]
 [1626.322201136  250.006305322 1810.526388073]
 [1634.215316909  250.004429576 1773.684381292]
 [1642.108340418  250.002187676 1736.84237196 ]
 [1650.           250.          1700.         ]]","[[0.3385492439820038, 0.33937141911016494, 0.3386729127760815], 0.33886452528941674]"
500,"[[1500.           250.          2400.         ]
 [1507.901701212  250.002275682 2363.15752646 ]
 [1515.799132285  250.003578912 2326.315281305]
 [1523.696079366  250.004935194 2289.473066603]
 [1531.592571383  250.006301665 2252.630882365]
 [1539.488635738  250.007635457 2215.788728057]
 [1547.384298402  250.008893662 2178.946602619]
 [1555.27958403   250.010033309 2142.104504491]
 [1563.174516079  250.011011346 2105.262431651]
 [1571.069116954  250.011784641 2068.420381647]
 [1578.963408158  250.012310006 2031.578351655]
 [1586.857410489  250.012544264 1994.736338537]
 [1594.751144268  250.012444412 1957.89433892 ]
 [1602.644629631  250.011967927 1921.052349295]
 [1610.537886934  250.011073442 1884.210366143]
 [1618.430937362  250.009722221 1847.368386094]
 [1626.323804032  250.007881834 1810.526406144]
 [1634.216514543  250.005537106 1773.684423984]
 [1642.109109724  250.002734684 1736.842438635]
 [1650.           250.          1700.         ]]","[[0.33854940879830914, 0.3393713035727857, 0.3386733436719963], 0.33886468534769704]"
600,"[[1500.           250.          2400.         ]
 [1507.903094074  250.002730956 2363.157452802]
 [1515.801063988  250.004294898 2326.315179666]
 [1523.698453111  250.005922494 2289.472943076]
 [1531.595296159  250.00756231  2252.630743043]
 [1539.491626012  250.009162903 2215.788578925]
 [1547.387473837  250.010672782 2178.946449451]
 [1555.282869219  250.012040382 2142.104352751]
 [1563.177840308  250.01321404  2105.262286396]
 [1571.072413987  250.014141998 2068.420247445]
 [1578.966616063  250.014772429 2031.578232508]
 [1586.860471493  250.015053524 1994.73623782 ]
 [1594.754004661  250.014933677 1957.894259333]
 [1602.647239731  250.014361863 1921.052292836]
 [1610.540201129  250.013288443 1884.210334107]
 [1618.432914279  250.011666932 1847.368379101]
 [1626.32540692   250.009458417 1810.526424215]
 [1634.217712171  250.00664469  1773.684466675]
 [1642.109879026  250.003281727 1736.84250531 ]
 [1650.           250.          1700.         ]]","[[0.33854957361409577, 0.3393711880139817, 0.3386737745827863], 0.3388648454036212]"
700,"[[1500.           250.          2400.         ]
 [1507.904486933  250.003186277 2363.157379142]
 [1515.802995686  250.00501095  2326.315078026]
 [1523.700826849  250.006909881 2289.472819546]
 [1531.598020926  250.008823059 2252.630603718]
 [1539.494616276  250.010690466 2215.788429791]
 [1547.39064926   250.012452031 2178.946296282]
 [1555.286154395  250.014047592 2142.104201009]
 [1563.181164523  250.015416875 2105.262141139]
 [1571.075711007  250.016499497 2068.420113241]
 [1578.969823955  250.017234992 2031.57811336 ]
 [1586.863532483  250.017562919 1994.736137101]
 [1594.75686504   250.017423069 1957.894179744]
 [1602.649849818  250.016755916 1921.052236377]
 [1610.542515313  250.015503547 1884.210302071]
 [1618.434891187  250.013611732 1847.368372108]
 [1626.327009801  250.011035073 1810.526442286]
 [1634.218909793  250.007752328 1773.684509367]
 [1642.110648324  250.003828806 1736.842571986]
 [1650.           250.          1700.         ]]","[[0.3385497384293612, 0.3393710724337525, 0.3386742055084507], 0.33886500545718806]"
800,"[[1500.           250.          2400.         ]
 [1507.905879788  250.003641643 2363.157305481]
 [1515.804927378  250.005727071 2326.314976384]
 [1523.70320058   250.007897354 2289.472696015]
 [1531.600745684  250.010083912 2252.630464391]
 [1539.497606529  250.012218148 2215.788280654]
 [1547.393824672  250.014231409 2178.94614311 ]
 [1555.289439559  250.016054938 2142.104049265]
 [1563.184488725  250.017619852 2105.26199588 ]
 [1571.079008013  250.018857138 2068.419979035]
 [1578.973031832  250.019697697 2031.57799421 ]
 [1586.866593459  250.02007245  1994.736036382]
 [1594.759725407  250.019912589 1957.894100155]
 [1602.652459893  250.019150086 1921.052179917]
 [1610.544829486  250.017718755 1884.210270034]
 [1618.436868084  250.015556621 1847.368365115]
 [1626.328612673  250.012611801 1810.526460357]
 [1634.22010741   250.008860021 1773.68455206 ]
 [1642.111417619  250.004375921 1736.842638662]
 [1650.           250.          1700.         ]]","[[0.33854990324410705, 0.3393709568320987, 0.3386746364489888], 0.33886516550839824]"
900,"[[1500.           250.          2400.         ]
 [1507.907272639  250.004097056 2363.157231819]
 [1515.806859064  250.006443258 2326.314874741]
 [1523.705574304  250.008884915 2289.472572482]
 [1531.603470433  250.011344869 2252.630325062]
 [1539.500596772  250.013745948 2215.788131515]
 [1547.397000072  250.016010917 2178.945989936]
 [1555.292724711  250.018062422 2142.103897519]
 [1563.187812913  250.01982297  2105.26185062 ]
 [1571.082305005  250.021214923 2068.419844828]
 [1578.976239696  250.022160542 2031.577875058]
 [1586.869654422  250.022582116 1994.735935661]
 [1594.762585759  250.022402237 1957.894020565]
 [1602.655069955  250.021544373 1921.052123456]
 [1610.547143648  250.019934068 1884.210237997]
 [1618.438844973  250.017501599 1847.368358122]
 [1626.330215538  250.014188602 1810.526478428]
 [1634.22130502   250.009967768 1773.684594752]
 [1642.11218691   250.004923071 1736.842705338]
 [1650.           250.          1700.         ]]","[[0.3385500680583328, 0.3393708412090203, 0.3386750674043996], 0.3388653255572509]"
