Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1505.263162685  250.000075016 2368.421031617]
 [1510.526322472  250.000106268 2336.842075151]
 [1515.789481945  250.000133349 2305.263119677]
 [1521.052641122  250.000156268 2273.684165236]
 [1526.315800016  250.000175041 2242.105211864]
 [1531.578958643  250.000189692 2210.526259598]
 [1536.842117015  250.000200256 2178.947308468]
 [1542.105275146  250.000206779 2147.368358505]
 [1547.368433047  250.000209319 2115.789409732]
 [1552.631590729  250.000207948 2084.210462168]
 [1557.894748204  250.000202759 2052.631515825]
 [1563.15790548   250.00019386  2021.052570704]
 [1568.421062567  250.000181386 1989.473626798]
 [1573.684219474  250.0001655   1957.894684083]
 [1578.94737621   250.000146407 1926.315742517]
 [1584.210532784  250.000124365 1894.73680203 ]
 [1589.473689209  250.000099736 1863.157862506]
 [1594.736845507  250.000073142 1831.578923718]
 [1600.           250.          1800.         ]]","[[0.34735840341522045, 0.337213556667692, 0.3363980993153389], 0.3403233531327505]"
100,"[[1500.           250.          2400.         ]
 [1505.263636911  250.007501638 2368.418951226]
 [1510.526983968  250.010626879 2336.839094022]
 [1515.790299733  250.01333506  2305.25933614 ]
 [1521.053585798  250.015627006 2273.67968149 ]
 [1526.316843667  250.017504314 2242.100133815]
 [1531.580074763  250.018969452 2210.520696636]
 [1536.843280428  250.020025869 2178.941373187]
 [1542.106461924  250.020678136 2147.362166347]
 [1547.36962044   250.020932104 2115.783078536]
 [1552.632757094  250.020795091 2084.20411161 ]
 [1557.895872936  250.02027612  2052.625266717]
 [1563.158968956  250.019386213 2021.046544118]
 [1568.422046091  250.018138791 1989.467942955]
 [1573.685105237  250.016550241 1957.889460929]
 [1578.948147279  250.014640853 1926.31109382 ]
 [1584.211173149  250.012436619 1894.732834633]
 [1589.474184034  250.009973691 1863.154671695]
 [1594.737182309  250.007314284 1831.576582368]
 [1600.           250.          1800.         ]]","[[0.34736184025081135, 0.3372121415891763, 0.3363991561142793], 0.34032437931808895]"
200,"[[1500.           250.          2400.         ]
 [1505.264115887  250.015003423 2368.416849851]
 [1510.527652088  250.021253978 2336.836082824]
 [1515.791125706  250.026670405 2305.25551444 ]
 [1521.054539924  250.031254356 2273.675152519]
 [1526.317897754  250.035009025 2242.095004544]
 [1531.581202041  250.037939342 2210.515077558]
 [1536.844455468  250.04005221  2178.935378031]
 [1542.107660561  250.041356768 2147.355911717]
 [1547.370819696  250.041864715 2115.776683461]
 [1552.63393511   250.041590688 2084.197696973]
 [1557.897008904  250.040552733 2052.618954549]
 [1563.160043056  250.038772896 2021.040456713]
 [1568.423039441  250.036278014 1989.462201748]
 [1573.685999852  250.033100867 1957.88418506 ]
 [1578.948926055  250.029282035 1926.306398204]
 [1584.211819917  250.024873501 1894.728827193]
 [1589.474683811  250.019947572 1863.151448683]
 [1594.737522486  250.014628682 1831.574217395]
 [1600.           250.          1800.         ]]","[[0.3473653119353877, 0.33721071217198645, 0.33640022360705024], 0.34032541590480814]"
300,"[[1500.           250.          2400.         ]
 [1505.264594823  250.022505358 2368.414748505]
 [1510.528320149  250.031881296 2336.83307167 ]
 [1515.791951602  250.040006035 2305.251692796]
 [1521.055493959  250.046882051 2273.670623612]
 [1526.318951737  250.052514132 2242.089875345]
 [1531.582329204  250.056909673 2210.509458555]
 [1536.845630384  250.060079023 2178.929382952]
 [1542.108859068  250.062035894 2147.349657164]
 [1547.372018822  250.062797831 2115.770288459]
 [1552.635112997  250.062386791 2084.191282405]
 [1557.898144745  250.06082984  2052.612642445]
 [1563.161117037  250.058160047 2021.034369365]
 [1568.424032682  250.054417671 1989.456460592]
 [1573.686894369  250.049651881 1957.878909233]
 [1578.949704749  250.043923547 1926.301702626]
 [1584.21246662   250.037310647 1894.724819787]
 [1589.475183541  250.029921643 1863.148225701]
 [1594.737862634  250.021943192 1831.57185245 ]
 [1600.           250.          1800.         ]]","[[0.34736878375411656, 0.3372092827096185, 0.3364012911190119], 0.34032645252758237]"
400,"[[1500.           250.          2400.         ]
 [1505.265073719  250.030007441 2368.41264719 ]
 [1510.528988151  250.042508833 2336.83006056 ]
 [1515.792777422  250.05334195  2305.247871207]
 [1521.056447901  250.06251009  2273.66609477 ]
 [1526.320005614  250.070019635 2242.084746217]
 [1531.58345625   250.075880442 2210.503839629]
 [1536.846805177  250.080106309 2178.923387951]
 [1542.110057447  250.082715515 2147.343402688]
 [1547.373217815  250.083731454 2115.763893532]
 [1552.636290753  250.083183399 2084.184867906]
 [1557.899280461  250.08110744  2052.606330404]
 [1563.162190899  250.077547668 2021.028282073]
 [1568.425025813  250.072557762 1989.450719485]
 [1573.687788789  250.06620328  1957.87363345 ]
 [1578.95048336   250.058565387 1926.297007085]
 [1584.213113258  250.049748056 1894.720812414]
 [1589.475683224  250.039895905 1863.145002749]
 [1594.738202756  250.029257816 1831.569487533]
 [1600.           250.          1800.         ]]","[[0.34737225570700253, 0.3372078532020715, 0.3364023586501656], 0.3403274891864132]"
500,"[[1500.           250.          2400.         ]
 [1505.265552575  250.037509672 2368.410545905]
 [1510.529656094  250.05313659  2336.827049493]
 [1515.793603165  250.06667815  2305.244049673]
 [1521.057401752  250.078138474 2273.661565993]
 [1526.321059386  250.087525535 2242.079617161]
 [1531.584583181  250.09485165  2210.498220778]
 [1536.847979845  250.100134067 2178.917393027]
 [1542.111255696  250.10339563  2147.337148289]
 [1547.374416678  250.104665582 2115.757498678]
 [1552.637468379  250.103980513 2084.178453477]
 [1557.900416051  250.101385533 2052.600018426]
 [1563.163264642  250.096935757 2021.022194838]
 [1568.426018835  250.090698285 1989.444978427]
 [1573.688683113  250.082755066 1957.86835771 ]
 [1578.95126189   250.073207558 1926.292311582]
 [1584.21375983   250.062185728 1894.716805074]
 [1589.47618286   250.049870357 1863.141779827]
 [1594.738542849  250.036572552 1831.567122644]
 [1600.           250.          1800.         ]]","[[0.34737572779405157, 0.33720642364934605, 0.3364034262005123], 0.3403285258813033]"
600,"[[1500.           250.          2400.         ]
 [1505.26603139   250.045012052 2368.40844465 ]
 [1510.530323977  250.063764566 2336.82403847 ]
 [1515.794428832  250.080014635 2305.240228195]
 [1521.05835551   250.093767203 2273.657037281]
 [1526.322113052  250.10503183  2242.074488176]
 [1531.585709995  250.113823298 2210.492602003]
 [1536.849154389  250.120162297 2178.911398181]
 [1542.112453817  250.124076241 2147.330893966]
 [1547.37561541   250.125600217 2115.751103898]
 [1552.638645874  250.124778132 2084.172039116]
 [1557.901551514  250.12166412  2052.593706511]
 [1563.164338266  250.116324316 2021.016107659]
 [1568.427011748  250.108839242 1989.43923742 ]
 [1573.68957734   250.099307239 1957.863082014]
 [1578.952040338  250.087850057 1926.287616117]
 [1584.214406337  250.074623664 1894.712797768]
 [1589.476682449  250.059845    1863.138556935]
 [1594.738882915  250.043887402 1831.564757782]
 [1600.           250.          1800.         ]]","[[0.3473792000152688, 0.3372049940514417, 0.33640449377005244], 0.3403295626122544]"
700,"[[1500.           250.          2400.         ]
 [1505.266510166  250.052514581 2368.406343425]
 [1510.530991802  250.074392761 2336.821027491]
 [1515.795254422  250.093351406 2305.236406772]
 [1521.059309176  250.109396276 2273.652508633]
 [1526.323166613  250.122538522 2242.069359263]
 [1531.586836693  250.132795385 2210.486983304]
 [1536.85032881   250.140191    2178.905403411]
 [1542.113651808  250.144757346 2147.32463972 ]
 [1547.376814011  250.146535358 2115.744709192]
 [1552.63982324   250.145576258 2084.165624824]
 [1557.902686851  250.1419432   2052.58739466 ]
 [1563.16541177   250.135713344 2021.010020537]
 [1568.428004552  250.126980632 1989.433496462]
 [1573.69047147   250.115859798 1957.85780636 ]
 [1578.952818703  250.102492886 1926.282920689]
 [1584.215052779  250.087061864 1894.708790494]
 [1589.477181991  250.069819833 1863.135334073]
 [1594.739222954  250.051202365 1831.562392949]
 [1600.           250.          1800.         ]]","[[0.34738267237065984, 0.337203564408357, 0.33640556135878735], 0.3403305993792681]"
800,"[[1500.           250.          2400.         ]
 [1505.266988902  250.060017258 2368.40424223 ]
 [1510.531659567  250.085021176 2336.818016556]
 [1515.796079935  250.106688462 2305.232585405]
 [1521.060262751  250.125025694 2273.647980051]
 [1526.324220069  250.140045611 2242.064230422]
 [1531.587963276  250.151767911 2210.481364681]
 [1536.851503106  250.160220175 2178.89940872 ]
 [1542.11484967   250.165438947 2147.31838555 ]
 [1547.37801248   250.167471005 2115.738314559]
 [1552.641000476  250.166374889 2084.159210602]
 [1557.903822063  250.162222773 2052.581082872]
 [1563.166485156  250.155102841 2021.003933472]
 [1568.428997246  250.145122456 1989.427755554]
 [1573.691365503  250.132412743 1957.85253075 ]
 [1578.953596987  250.117136044 1926.278225299]
 [1584.215699155  250.099500326 1894.704783254]
 [1589.477681486  250.079794856 1863.132111241]
 [1594.739562965  250.05851744  1831.560028144]
 [1600.           250.          1800.         ]]","[[0.3473861448602304, 0.3372021347200923, 0.33640662896671764], 0.34033163618234674]"
900,"[[1500.           250.          2400.         ]
 [1505.267467597  250.067520083 2368.402141065]
 [1510.532327274  250.095649809 2336.815005664]
 [1515.796905372  250.120025802 2305.228764093]
 [1521.061216233  250.140655456 2273.643451533]
 [1526.32527342   250.157553096 2242.059101652]
 [1531.589089742  250.170740876 2210.475746133]
 [1536.852677278  250.180249823 2178.893414106]
 [1542.116047404  250.186121042 2147.312131457]
 [1547.379210819  250.188407158 2115.731920001]
 [1552.642177581  250.187174025 2084.152796449]
 [1557.904957148  250.18250284  2052.574771147]
 [1563.167558423  250.174492807 2020.997846463]
 [1568.429989831  250.163264712 1989.422014696]
 [1573.69225944   250.148966074 1957.847255183]
 [1578.954375188  250.131779532 1926.273529947]
 [1584.216345467  250.111939052 1894.700776047]
 [1589.478180935  250.08977007  1863.128888439]
 [1594.739902948  250.065832629 1831.557663366]
 [1600.           250.          1800.         ]]","[[0.3473896174839852, 0.33720070498664684, 0.3364076965938452], 0.3403326730214924]"
