Iteration,Trajectory,Legibility
1,"[[1500.           160.          2400.         ]
 [1515.789493386  160.001940006 2363.159128873]
 [1531.578867913  160.002942016 2326.317481845]
 [1547.368193442  160.003930722 2289.475739664]
 [1563.157485649  160.004881858 2252.633909953]
 [1578.946758687  160.00577247  2215.792000014]
 [1594.736025282  160.006580878 2178.95001684 ]
 [1610.525296824  160.007286648 2142.107967139]
 [1626.314583445  160.007870589 2105.265857344]
 [1642.103894091  160.008314764 2068.42369363 ]
 [1657.893236576  160.008602544 2031.581481931]
 [1673.682617611  160.008718713 1994.739227955]
 [1689.472042818  160.008649677 1957.896937203]
 [1705.261516685  160.008383838 1921.05461499 ]
 [1721.051042444  160.00791229  1884.21226647 ]
 [1736.840621773  160.007230218 1847.369896676]
 [1752.630254119  160.006339851 1810.527510578]
 [1768.419935018  160.005257502 1773.68511319 ]
 [1784.209651597  160.004032431 1736.842709784]
 [1800.           160.          1700.         ]]","[[0.3578639755301752], 0.3578639755301752]"
100,"[[1500.           160.          2400.         ]
 [1515.791359226  160.194552278 2363.281349339]
 [1531.570878327  160.295014926 2326.485086741]
 [1547.345502095  160.394126961 2289.67930697 ]
 [1563.116799294  160.489456374 2252.864771856]
 [1578.886185769  160.578703037 2216.042211127]
 [1594.654934488  160.659694887 2179.212324093]
 [1610.424184595  160.730385406 2142.375781258]
 [1626.194949421  160.788852827 2105.533225903]
 [1641.968123314  160.833301735 2068.685275634]
 [1657.744487055  160.862068286 2031.83252396 ]
 [1673.524711369  160.873631105 1994.975541925]
 [1689.309357607  160.866631756 1958.114879897]
 [1705.098873795  160.839912318 1921.251069653]
 [1720.893582207  160.792585802 1884.384627024]
 [1736.693649808  160.72417508  1847.516055642]
 [1752.499019982  160.634909475 1810.645852905]
 [1768.309245503  160.526428531 1773.774520702]
 [1784.123038106  160.403668053 1736.902586412]
 [1800.           160.          1700.         ]]","[[0.35805706454076747], 0.35805706454076747]"
200,"[[1500.           160.          2400.         ]
 [1515.793073923  160.390222832 2363.404886939]
 [1531.562559874  160.591678514 2326.654505772]
 [1547.32226446   160.790391941 2289.885086405]
 [1563.075327079  160.981488181 2253.098151583]
 [1578.824580748  161.160357424 2216.295160068]
 [1594.572572231  161.322647402 2179.47751    ]
 [1610.321580168  161.464258409 2142.646542129]
 [1626.073631129  161.581341773 2105.803542953]
 [1641.830513319  161.670303167 2068.949747815]
 [1657.593787446  161.727813127 2032.086344019]
 [1673.364793784  161.750828983 1995.21447409 ]
 [1689.144653595  161.73663594  1958.33523932 ]
 [1704.934261264  161.682922405 1921.449703915]
 [1720.734259494  161.587921073 1884.558900262]
 [1736.544980225  161.450687142 1847.663836399]
 [1752.36630812   161.27169201  1810.765507925]
 [1768.197346591  161.054231434 1773.864919404]
 [1784.035517467  160.808197032 1736.963126306]
 [1800.           160.          1700.         ]]","[[0.35825294315558354], 0.35825294315558354]"
300,"[[1500.           160.          2400.         ]
 [1515.794617895  160.587017359 2363.528507764]
 [1531.553992218  160.889999169 2326.824046898]
 [1547.298708481  161.188805847 2290.09102294 ]
 [1563.03347858   161.476108552 2253.331718632]
 [1578.762554034  161.744978191 2216.548321071]
 [1594.489756214  161.988874099 2179.74292675 ]
 [1610.218503595  162.201636665 2142.917546402]
 [1625.951835885  162.377485154 2106.074109683]
 [1641.692434638  162.511022802 2069.214469797]
 [1657.442639622  162.597252753 2032.340408141]
 [1673.204459475  162.631611137 1995.453639156]
 [1688.979573918  162.610028899 1958.555815616]
 [1704.769322023  162.529045066 1921.64853481 ]
 [1720.574665076  162.386018753 1884.73334641 ]
 [1736.396098006  162.17954701  1847.811763639]
 [1752.233444656  161.91035615  1810.885281095]
 [1768.085356945  161.583414903 1773.955406816]
 [1783.947965176  161.213590779 1737.023725064]
 [1800.           160.          1700.         ]]","[[0.3584496698327884], 0.3584496698327884]"
400,"[[1500.           160.          2400.         ]
 [1515.795991268  160.784941595 2363.652212044]
 [1531.54517558   161.189985352 2326.993710455]
 [1547.274834508  161.589379654 2290.297117003]
 [1562.991254314  161.973330707 2253.56547351 ]
 [1578.700106333  162.332580469 2216.801694703]
 [1594.406487349  162.658391639 2180.008574952]
 [1610.114956002  162.942537946 2143.188794709]
 [1625.829565018  163.1773014   2106.34492673 ]
 [1641.553888782  163.355479264 2069.479442208]
 [1657.291045235  163.470405515 2032.594716926]
 [1673.043710189  163.515995182 1995.693037681]
 [1688.814120361  163.486827081 1958.77660929 ]
 [1704.604057834  163.378295199 1921.847562783]
 [1720.414800628  163.186891862 1884.907965849]
 [1736.247004675  162.910765575 1847.959837674]
 [1752.100430908  162.550910494 1811.005172664]
 [1767.973277633  162.113985171 1774.045983119]
 [1783.860382023  161.619853159 1737.084382807]
 [1800.           160.          1700.         ]]","[[0.3586472492544721], 0.3586472492544721]"
500,"[[1500.           160.          2400.         ]
 [1515.79719418   160.984001313 2363.776000007]
 [1531.536110199  161.491645581 2327.163496778]
 [1547.250642914  161.992124411 2290.503369024]
 [1562.948654821  162.473167951 2253.799416722]
 [1578.637238381  162.923179487 2217.055281531]
 [1594.322766588  163.331216792 2180.274455216]
 [1610.010938556  163.68698014  2143.460287684]
 [1625.706819901  163.980809064 2106.615994733]
 [1641.414877302  164.2036913   2069.744665673]
 [1657.139005984  164.347289877 2032.849270971]
 [1672.882547719  164.403998842 1995.932670222]
 [1688.648294752  164.367047038 1958.997620848]
 [1704.438470499  164.230687794 1922.04678828 ]
 [1720.25466786   163.990553499 1885.08275896 ]
 [1736.097701789  163.644353794 1848.10805882 ]
 [1751.96726822   163.193363691 1811.125182879]
 [1767.861109742  162.64594851  1774.136648498]
 [1783.772768811  162.026988062 1737.145099656]
 [1800.           160.          1700.         ]]","[[0.35884568613453244], 0.35884568613453244]"
600,"[[1500.           160.          2400.         ]
 [1515.79822678   161.184202326 2363.899871884]
 [1531.526796326  161.794988428 2327.333406201]
 [1547.226134092  162.397051241 2290.70977943 ]
 [1562.905680668  162.975633677 2254.033548776]
 [1578.573950946  163.516790575 2217.309082124]
 [1594.238594914  164.007366438 2180.540568154]
 [1609.906452461  164.43498125  2143.732025962]
 [1625.583601949  164.788026815 2106.887314333]
 [1641.275401801  165.055677773 2070.010140822]
 [1656.986523612  165.227924422 2033.104070878]
 [1672.720973902  165.295639952 1996.172537337]
 [1688.482098966  165.250705422 1959.218850795]
 [1704.27256186   165.08623793  1922.246211747]
 [1720.094268518  164.797016843 1885.257726123]
 [1735.948190933  164.38032269  1848.25642739 ]
 [1751.833957964  163.837724443 1811.245311987]
 [1767.74885438   163.179311227 1774.227403134]
 [1783.685126356  162.434999403 1737.20587573 ]
 [1800.           160.          1700.         ]]","[[0.35904498521889033], 0.35904498521889033]"
700,"[[1500.           160.          2400.         ]
 [1515.799089226  161.385550483 2364.023827905]
 [1531.517234231  162.100022523 2327.503439063]
 [1547.201308458  162.804171338 2290.916348653]
 [1562.86233245   163.480741367 2254.267870181]
 [1578.510244829  164.113429162 2217.563097053]
 [1594.153973351  164.686857568 2180.806914378]
 [1609.801498966  165.186559397 2144.00401018 ]
 [1625.459912622  165.598973446 2107.158886171]
 [1641.135463921  165.91145767  2070.275868283]
 [1656.833599911  166.112327849 2033.359117247]
 [1672.558990624  166.190936461 1996.412639587]
 [1688.315534919  166.137818992 1959.440299638]
 [1704.106333803  165.944960781 1922.445833631]
 [1719.933604387  165.606295152 1885.432867721]
 [1735.798473728  165.118683351 1848.404943698]
 [1751.700501535  164.484001506 1811.365560235]
 [1767.636512674  163.714079672 1774.318247211]
 [1783.597455487  162.843891121 1737.266711151]
 [1800.           160.          1700.         ]]","[[0.3592451512857143], 0.3592451512857143]"
800,"[[1500.           160.          2400.         ]
 [1515.799781688  161.588051673 2364.147868301]
 [1531.5074242    162.406756554 2327.6735957  ]
 [1547.176166448  163.213495971 2291.123077124]
 [1562.818610788  163.988504591 2254.502381449]
 [1578.446120863  164.713110781 2217.817326888]
 [1594.068902957  165.369707283 2181.073494502]
 [1609.696079359  165.941732821 2144.276240976]
 [1625.335753425  166.41366787  2107.43071089 ]
 [1640.995065358  166.771050098 2070.541848686]
 [1656.68023672   167.000518979 2033.61441068 ]
 [1672.396599817  167.08990643  1996.65297753 ]
 [1688.148604575  167.02840461  1959.661967885]
 [1703.939788254  166.806871616 1922.645654378]
 [1719.772677288  166.418401765 1885.608184134]
 [1735.648551826  165.859446934 1848.553608058]
 [1751.566900356  165.132203687 1811.485927873]
 [1767.524085771  164.250260231 1774.409180912]
 [1783.509757046  163.253667181 1737.327606038]
 [1800.           160.          1700.         ]]","[[0.3594461891456344], 0.3594461891456344]"
900,"[[1500.           160.          2400.         ]
 [1515.800304345  161.791711824 2364.271993304]
 [1531.497366533  162.715199263 2327.843876452]
 [1547.150708521  163.625036483 2291.329965276]
 [1562.774516332  164.498937009 2254.737083089]
 [1578.381579914  165.315851065 2218.071772203]
 [1593.983384832  166.055932797 2181.340309142]
 [1609.590194971  166.700519879 2144.548718989]
 [1625.211125908  167.232129125 2107.702789133]
 [1640.854207851  167.634474289 2070.808082663]
 [1656.526435927  167.89251675  2033.869951778]
 [1672.233803461  167.992568034 1996.893551727]
 [1687.981309943  167.922479241 1959.883856044]
 [1703.772927183  167.671985794 1922.845674435]
 [1719.611489084  167.233350104 1885.783675744]
 [1735.498426911  166.602624664 1848.702420785]
 [1751.433155879  165.782339848 1811.606415146]
 [1767.411574838  164.78785933  1774.500204419]
 [1783.422031891  163.664331572 1737.388560513]
 [1800.           160.          1700.         ]]","[[0.3596481036419674], 0.3596481036419674]"
