Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1494.736829807  250.000015161 2363.157892367]
 [1489.4736672    250.00002198  2326.315786025]
 [1484.210505472  250.000028217 2289.47367977 ]
 [1478.947344568  250.000033819 2252.631573611]
 [1473.684184434  250.00003873  2215.78946756 ]
 [1468.421025019  250.000042897 2178.947361626]
 [1463.157866273  250.000046265 2142.105255821]
 [1457.894708149  250.000048781 2105.263150152]
 [1452.6315506    250.00005039  2068.421044632]
 [1447.36839358   250.000051037 2031.578939268]
 [1442.105237047  250.000050669 1994.736834072]
 [1436.842080954  250.000049229 1957.894729055]
 [1431.578925258  250.000046665 1921.052624227]
 [1426.315769914  250.000042921 1884.2105196  ]
 [1421.052614874  250.000037948 1847.368415188]
 [1415.789460088  250.000031704 1810.526311005]
 [1410.526305499  250.000024181 1773.684207059]
 [1405.263151036  250.000015499 1736.84210334 ]
 [1400.           250.          1700.         ]]","[[0.3411734243738046, 0.3383853072230948, 0.3376505847279442], 0.33906977210828115]"
100,"[[1500.           250.          2400.         ]
 [1494.735612264  250.001516141 2363.157657756]
 [1489.471983156  250.002197999 2326.315444639]
 [1484.208441987  250.002821731 2289.473240129]
 [1478.944983174  250.003381884 2252.631045314]
 [1473.681601369  250.00387302  2215.788861248]
 [1468.418291434  250.004289718 2178.946688954]
 [1463.155048424  250.004626562 2142.104529433]
 [1457.891867564  250.004878134 2105.262383671]
 [1452.62874422   250.00503901  2068.420252653]
 [1447.365673867  250.005103747 2031.578137371]
 [1442.102652056  250.005066887 1994.736038842]
 [1436.839674368  250.004922954 1957.893958129]
 [1431.576736362  250.004666486 1921.051896363]
 [1426.313833507  250.004292114 1884.209854761]
 [1421.050961087  250.003794785 1847.36783463 ]
 [1415.788114053  250.003170411 1810.525837313]
 [1410.525286735  250.002418059 1773.683863837]
 [1405.262472045  250.001549902 1736.841912991]
 [1400.           250.          1700.         ]]","[[0.34117358458403163, 0.3383860509623712, 0.3376501432167472], 0.3390699262543833]"
200,"[[1500.           250.          2400.         ]
 [1494.734382443  250.003032307 2363.157420784]
 [1489.47028213   250.004396035 2326.315099815]
 [1484.206357695  250.00564351  2289.472796062]
 [1478.942597973  250.006763823 2252.630511699]
 [1473.678992264  250.007746102 2215.788248833]
 [1468.415530293  250.008579502 2178.946009511]
 [1463.152202173  250.009253192 2142.103795735]
 [1457.888998351  250.009756337 2105.261609478]
 [1452.625909558  250.010078086 2068.419452707]
 [1447.362926747  250.010207557 2031.577327406]
 [1442.100041018  250.010133831 1994.735235612]
 [1436.837243534  250.009845958 1957.893179451]
 [1431.574525413  250.009333015 1921.051161182]
 [1426.311877592  250.008584262 1884.209183238]
 [1421.04929064   250.007589594 1847.367248238]
 [1415.786754459  250.006340836 1810.525358865]
 [1410.524257708  250.004836124 1773.683517173]
 [1405.261786212  250.003099801 1736.841720741]
 [1400.           250.          1700.         ]]","[[0.3411737464071838, 0.33838680221752176, 0.3376496972352962], 0.33907008195333393]"
300,"[[1500.           250.          2400.         ]
 [1494.73315264   250.004548499 2363.157183818]
 [1489.468581132  250.006594108 2326.314755003]
 [1484.20427344   250.008465337 2289.47235201 ]
 [1478.940212816  250.010145819 2252.629978103]
 [1473.67638321   250.011619247 2215.787636441]
 [1468.41276921   250.012869353 2178.945330094]
 [1463.149355984  250.013879891 2142.103062065]
 [1457.886129202  250.014634608 2105.260835315]
 [1452.623074963  250.015117229 2068.418652793]
 [1447.360179694  250.01531143  2031.576517475]
 [1442.097430046  250.015200832 1994.734432417]
 [1436.834812762  250.014769013 1957.892400808]
 [1431.572314521  250.013999586 1921.050426034]
 [1426.309921729  250.012876444 1884.208511748]
 [1421.047620238  250.011384428 1847.366661878]
 [1415.785394901  250.009511278 1810.524880445]
 [1410.523228708  250.007254195 1773.683170534]
 [1405.261100397  250.004649696 1736.841528511]
 [1400.           250.          1700.         ]]","[[0.34117390822494664, 0.3383875534760456, 0.3376492512432484], 0.33907023764808014]"
400,"[[1500.           250.          2400.         ]
 [1494.731922858  250.006064717 2363.15694686 ]
 [1489.466880163  250.008792219 2326.314410202]
 [1484.202189223  250.01128721  2289.471907973]
 [1478.937827704  250.01352787  2252.629444525]
 [1473.673774207  250.015492453 2215.78702407 ]
 [1468.410008184  250.01715927  2178.944650701]
 [1463.146509856  250.018506658 2142.102328423]
 [1457.883260118  250.019512947 2105.260061182]
 [1452.620240434  250.020156438 2068.41785291 ]
 [1447.357432707  250.020415365 2031.575707578]
 [1442.094819138  250.020267891 1994.733629257]
 [1436.832382052  250.019692118 1957.891622198]
 [1431.570103687  250.0186662   1921.049690921]
 [1426.307965918  250.01716866  1884.207840291]
 [1421.045949881  250.015179286 1847.366075548]
 [1415.78403538   250.012681734 1810.524402054]
 [1410.522199735  250.009672271 1773.68282392 ]
 [1405.260414599  250.006199587 1736.841336303]
 [1400.           250.          1700.         ]]","[[0.34117407003732386, 0.33838830473794107, 0.33764880524060364], 0.3390703933386228]"
500,"[[1500.           250.          2400.         ]
 [1494.730693094  250.00758096  2363.15670991 ]
 [1489.465179223  250.010990367 2326.314065412]
 [1484.200105042  250.014109132 2289.471463951]
 [1478.935442638  250.016909977 2252.628910965]
 [1473.671165257  250.019365722 2215.78641172 ]
 [1468.407247215  250.021449254 2178.943971333]
 [1463.143663789  250.023133493 2142.101594808]
 [1457.880391099  250.024391355 2105.259287079]
 [1452.617405971  250.025195713 2068.41705306 ]
 [1447.354685786  250.025519363 2031.574897714]
 [1442.092208295  250.025335006 1994.73282613 ]
 [1436.829951405  250.024615273 1957.890843624]
 [1431.567892911  250.023332856 1921.048955841]
 [1426.306010159  250.021460909 1884.207168867]
 [1421.044279569  250.01897417  1847.365489248]
 [1415.782675895  250.015852206 1810.52392369 ]
 [1410.52117079   250.012090353 1773.68247733 ]
 [1405.259728818  250.007749475 1736.841144115]
 [1400.           250.          1700.         ]]","[[0.34117423184431134, 0.3383890560032089, 0.337648359227364], 0.3390705490249614]"
600,"[[1500.           250.          2400.         ]
 [1494.72946335   250.009097229 2363.156472967]
 [1489.463478312  250.013188552 2326.313720633]
 [1484.198020899  250.016931101 2289.471019943]
 [1478.933057616  250.02029214  2252.628377424]
 [1473.668556358  250.023239052 2215.785799393]
 [1468.404486303  250.025739304 2178.94329199 ]
 [1463.140817784  250.027760397 2142.100861221]
 [1457.877522143  250.029269831 2105.258513006]
 [1452.614571574  250.030235055 2068.416253242]
 [1447.351938931  250.030623423 2031.574087883]
 [1442.089597517  250.030402179 1994.732023038]
 [1436.827520819  250.029538479 1957.890065083]
 [1431.565682193  250.027999555 1921.048220796]
 [1426.304054452  250.025753193 1884.206497476]
 [1421.042609301  250.022769078 1847.36490298 ]
 [1415.781316447  250.019022692 1810.523445354]
 [1410.520141872  250.014508441 1773.682130765]
 [1405.259043055  250.00929936  1736.840951948]
 [1400.           250.          1700.         ]]","[[0.34117439364591107, 0.3383898072718485, 0.33764791320352794], 0.3390707047070958]"
700,"[[1500.           250.          2400.         ]
 [1494.728233626  250.010613524 2363.156236032]
 [1489.461777429  250.015386775 2326.313375865]
 [1484.195936794  250.019753117 2289.470575951]
 [1478.930672639  250.023674358 2252.627843901]
 [1473.665947511  250.027112445 2215.785187087]
 [1468.401725449  250.03002942  2178.942612672]
 [1463.137971841  250.032387369 2142.100127662]
 [1457.874653253  250.034148376 2105.257738963]
 [1452.611737243  250.035274463 2068.415453456]
 [1447.349192142  250.035727546 2031.573278086]
 [1442.086986803  250.035469408 1994.731219981]
 [1436.825090295  250.034461735 1957.889286578]
 [1431.563471532  250.032666296 1921.047485784]
 [1426.302098797  250.03004551  1884.205826117]
 [1421.040939079  250.02656401  1847.364316742]
 [1415.779957036  250.022193195 1810.522967047]
 [1410.519112981  250.016926535 1773.681784225]
 [1405.258357308  250.01084924  1736.840759803]
 [1400.           250.          1700.         ]]","[[0.34117455544212383, 0.3383905585438581, 0.33764746716909877], 0.33907086038502693]"
800,"[[1500.           250.          2400.         ]
 [1494.727003921  250.012129844 2363.155999104]
 [1489.460076575  250.017585035 2326.313031109]
 [1484.193852725  250.022575181 2289.470131973]
 [1478.928287707  250.027056633 2252.627310397]
 [1473.663338715  250.0309859   2215.784574803]
 [1468.398964652  250.034319602 2178.941933379]
 [1463.135125959  250.03701441  2142.09939413 ]
 [1457.871784427  250.039026989 2105.25696495 ]
 [1452.608902978  250.040313937 2068.414653701]
 [1447.34644542   250.040831731 2031.572468323]
 [1442.084376155  250.040536695 1994.730416957]
 [1436.822659833  250.039385041 1957.888508106]
 [1431.561260929  250.037333079 1921.046750807]
 [1426.300143193  250.034337861 1884.205154791]
 [1421.039268901  250.030358968 1847.363730536]
 [1415.778597661  250.025363712 1810.522488768]
 [1410.518084118  250.019344635 1773.68143771 ]
 [1405.257671579  250.012399117 1736.840567679]
 [1400.           250.          1700.         ]]","[[0.34117471723294646, 0.33839130981923726, 0.33764702112407513], 0.33907101605875295]"
900,"[[1500.           250.          2400.         ]
 [1494.725774235  250.01364619  2363.155762184]
 [1489.458375749  250.019783332 2326.312686364]
 [1484.191768694  250.025397292 2289.46968801 ]
 [1478.92590282   250.030438963 2252.626776911]
 [1473.660729971  250.034859418 2215.783962541]
 [1468.396203912  250.038609851 2178.941254111]
 [1463.132280139  250.041641519 2142.098660626]
 [1457.868915665  250.04390567  2105.256190967]
 [1452.606068779  250.045353478 2068.413853979]
 [1447.343698764  250.045935979 2031.571658593]
 [1442.081765571  250.045604039 1994.729613968]
 [1436.820229433  250.044308398 1957.88772967 ]
 [1431.559050383  250.041999906 1921.046015863]
 [1426.298187642  250.038630246 1884.204483498]
 [1421.037598768  250.034153949 1847.36314436 ]
 [1415.777238323  250.028534244 1810.522010517]
 [1410.517055281  250.02176274  1773.68109122 ]
 [1405.256985868  250.013948991 1736.840375575]
 [1400.           250.          1700.         ]]","[[0.34117487901838106, 0.338392061097987, 0.3376465750684589], 0.33907117172827567]"
