Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1507.8955673    250.004061644 2363.156774828]
 [1515.790631602  250.005787498 2326.314182271]
 [1523.68564144   250.007304127 2289.471641705]
 [1531.580599616  250.008607482 2252.629155716]
 [1539.475508754  250.009693871 2215.786726805]
 [1547.370371313  250.010560012 2178.944357359]
 [1555.265189592  250.0112031   2142.102049623]
 [1563.159965749  250.011620882 2105.259805656]
 [1571.054701807  250.011811754 2068.417627277]
 [1578.949399676  250.011774876 2031.575516004]
 [1586.844061169  250.011510327 1994.733472964]
 [1594.738688031  250.011019309 1957.891498786]
 [1602.633281972  250.010304432 1921.049593447]
 [1610.527844725  250.009370152 1884.207756055]
 [1618.422378136  250.008223529 1847.365984519]
 [1626.316884356  250.006875752 1810.524274944]
 [1634.211366323  250.005346006 1773.682620296]
 [1642.105829512  250.003674974 1736.841006279]
 [1650.           250.          1700.         ]]","[[0.3539765097629487, 0.3421843800441977, 0.3416172162326603], 0.3459260353466022]"
100,"[[1500.           250.          2400.         ]
 [1507.977643904  250.406239659 2363.046005129]
 [1515.905060884  250.57885873  2326.155218676]
 [1523.827036317  250.73055014  2289.26962784 ]
 [1531.743851678  250.860907765 2252.389490313]
 [1539.655770601  250.969561629 2215.515055359]
 [1547.563039832  251.0561832   2178.64656122 ]
 [1555.465890271  251.120491754 2141.784231837]
 [1563.364538144  251.162262101 2104.928272738]
 [1571.259186366  251.181334067 2068.078865837]
 [1579.150026148  251.177624348 2031.236162825]
 [1587.037238997  251.151141743 1994.400276663]
 [1594.920999302  251.102007469 1957.571270414]
 [1602.801477917  251.030483843 1920.749142112]
 [1610.678847585  250.937018193 1883.933803155]
 [1618.553292248  250.822318387 1847.125044695]
 [1626.42502596   250.687505562 1810.322477527]
 [1634.294341437  250.534500543 1773.525398362]
 [1642.161784067  250.36737417  1736.73237785 ]
 [1650.           250.          1700.         ]]","[[0.3541402670769272, 0.3420060241318946, 0.34178243714579043], 0.34597624278487077]"
200,"[[1500.           250.          2400.         ]
 [1508.060271745  250.812630283 2362.934320578]
 [1516.020236175  251.157936094 2325.994950528]
 [1523.969327369  251.461375953 2289.065964665]
 [1531.908110872  251.722135472 2252.147876521]
 [1539.837116223  251.939473182 2215.241183071]
 [1547.756838854  252.112731099 2178.346359544]
 [1555.667742182  252.241347423 2141.463852891]
 [1563.570259955  252.324871963 2104.59407356 ]
 [1571.464798957  252.362985078 2067.737385093]
 [1579.351742227  252.355521383 2030.894090895]
 [1587.231453042  252.302500195 1994.064417193]
 [1595.104280074  252.204166176 1957.248490663]
 [1602.970564532  252.061046695 1920.446308101]
 [1610.830650993  251.874039679 1883.657693125]
 [1618.684905969  251.644564703 1846.88222883 ]
 [1626.53375567   251.374868502 1810.119137423]
 [1634.377782912  251.068797767 1773.367012604]
 [1642.218074485  250.734498701 1736.622995955]
 [1650.           250.          1700.         ]]","[[0.3543056459805995, 0.3418257549141201, 0.34194931937792955], 0.3460269067575497]"
300,"[[1500.           250.          2400.         ]
 [1508.142621809  251.21917038  2362.822841808]
 [1516.13500171   251.737229874 2325.834986108]
 [1524.111086506  252.19247454  2288.862696098]
 [1532.071728393  252.58367959  2251.906739295]
 [1540.017725062  252.909730566 2214.967858815]
 [1547.949822556  253.169639124 2178.046765616]
 [1555.868718413  253.36256205  2141.14412872 ]
 [1563.775065177  253.487824349 2104.260562877]
 [1571.669474453  253.544947635 2067.396612966]
 [1579.552521724  253.533685666 2030.552734125]
 [1587.424752299  253.454070012 1993.729266153]
 [1595.286689035  253.306471004 1956.926399889]
 [1603.138843017  253.091683805 1920.14413162 ]
 [1610.981729757  252.811060213 1883.38219801 ]
 [1618.815896986  252.466735349 1846.639974902]
 [1626.64198119   252.062085998 1809.916296532]
 [1634.460852698  251.602889757 1773.209053883]
 [1642.274135724  251.10137267  1736.513959766]
 [1650.           250.          1700.         ]]","[[0.3544709912976671, 0.3416453750850692, 0.3421161936752922], 0.3460775200193429]"
400,"[[1500.           250.          2400.         ]
 [1508.224695549  251.625858461 2362.711569547]
 [1516.249359647  252.316737866 2325.675326496]
 [1524.252316562  252.923843013 2288.659823552]
 [1532.234707698  253.445536603 2251.666080355]
 [1540.197601123  253.880329703 2214.695084585]
 [1548.1419954    254.226902721 2177.74778166 ]
 [1556.068823769  254.484130697 2140.825061721]
 [1563.978958839  254.651114044 2103.9277432  ]
 [1571.873217979  254.72721636  2067.056552016]
 [1579.752369725  254.712111784 2030.212095056]
 [1587.61714169   254.60584587  1993.394825997]
 [1595.468230824  254.408916856 1956.605000385]
 [1603.306317616  254.122390442 1919.842614738]
 [1611.132087636  253.748075569 1883.107319594]
 [1618.946268504  253.288826741 1846.398284351]
 [1626.749705122  252.749155247 1809.713955906]
 [1634.543552761  252.13677461  1773.051522826]
 [1642.329969104  251.467995167 1736.405269464]
 [1650.           250.          1700.         ]]","[[0.35463630213311664, 0.341464886328399, 0.3422830597221868], 0.3461280827279008]"
500,"[[1500.           250.          2400.         ]
 [1508.306494421  252.032693047 2362.600504517]
 [1516.363312155  252.896457871 2325.515972767]
 [1524.393020385  253.655478494 2288.457348439]
 [1532.397052259  254.307703009 2251.425901421]
 [1540.37674843   254.851266534 2214.422862373]
 [1548.333361864  255.284517353 2177.449409894]
 [1556.268063077  255.606048446 2140.506654288]
 [1564.181945994  255.814735854 2103.595617039]
 [1572.076034683  255.909785898 2066.717204803]
 [1579.951291343  255.890794344 2029.87217623 ]
 [1587.808626162  255.757822468 1993.061099173]
 [1595.6489101    255.511498658 1956.284294443]
 [1603.472992594  255.153161895 1919.541759522]
 [1611.28172841   254.685081539 1882.833059657]
 [1619.076023746  254.110835317 1846.157158615]
 [1626.85693008   253.436073462 1809.512116594]
 [1634.625885077  252.67045044  1772.894420055]
 [1642.385575951  251.834365293 1736.296925228]
 [1650.           250.          1700.         ]]","[[0.3548015775985164, 0.3412842903249748, 0.34244991720588114], 0.34617859504312404]"
600,"[[1500.           250.          2400.         ]
 [1508.388019888  252.439672663 2362.489647443]
 [1516.476861414  253.476387701 2325.356925998]
 [1524.533200835  254.38737812  2288.25527217 ]
 [1532.558765562  255.170175319 2251.186204212]
 [1540.555171022  255.822537016 2214.15119417 ]
 [1548.523926448  256.342478503 2177.151652538]
 [1556.466441185  256.728310398 2140.188908816]
 [1564.384031717  256.978684604 2103.264186903]
 [1572.277929738  257.092650916 2066.378573886]
 [1580.149291714  257.069727974 2029.532980184]
 [1587.999210683  256.909994529 1992.728088132]
 [1595.828731544  256.614211357 1955.964284353]
 [1603.638872237  256.183993477 1919.241568034]
 [1611.430655876  255.622073939 1882.559419974]
 [1619.205165948  254.932757531 1845.916599129]
 [1626.963658691  254.122837873 1809.31077964 ]
 [1634.707851632  253.203915374 1772.737746189]
 [1642.440957596  252.200482161 1736.188927236]
 [1650.           250.          1700.         ]]","[[0.35496681681201886, 0.3411035887528214, 0.34261676581659006], 0.3462290571271434]"
700,"[[1500.           250.          2400.         ]
 [1508.46927342   252.84679584  2362.378999049]
 [1516.59000961   254.056525176 2325.198187266]
 [1524.672860784  255.119539038 2288.053596154]
 [1532.71985111   256.032950061 2250.946990445]
 [1540.732872956  256.794137121 2213.880081967]
 [1548.713693672  257.400781671 2176.85451181 ]
 [1556.663962965  257.850911675 2139.871827696]
 [1564.585221107  258.142955144 2102.933455299]
 [1572.478908337  258.275806102 2066.040661818]
 [1580.346375995  258.248907326 2029.194509453]
 [1588.188900245  258.062356794 1992.395795317]
 [1596.007699858  257.717049924 1955.644972399]
 [1603.803960847  257.214880518 1918.942042333]
 [1611.578873849  256.5590486   1882.286402317]
 [1619.333698363  255.754589855 1845.67660732 ]
 [1627.069893594  254.809445727 1809.109946085]
 [1634.789454421  253.737167553 1772.581501844]
 [1642.496115377  252.566344896 1736.081275662]
 [1650.           250.          1700.         ]]","[[0.3551320188983588, 0.34092278328708076, 0.342783605247468], 0.3462794691443025]"
800,"[[1500.           250.          2400.         ]
 [1508.550256492  253.254061116 2362.268560059]
 [1516.702758942  254.636868126 2325.039757643]
 [1524.812003116  255.851958406 2287.852321801]
 [1532.880312421  256.896023774 2250.708261838]
 [1540.909858308  257.766062838 2213.609527752]
 [1548.902668073  258.459422375 2176.557989924]
 [1556.860633307  258.973847419 2139.555413318]
 [1564.785519284  259.307542341 2102.603424729]
 [1572.678975699  259.459246165 2065.703471154]
 [1580.542549368  259.428327074 2028.85676657 ]
 [1588.377699863  259.214904031 1992.06422317 ]
 [1596.185819768  258.820009347 1955.326360863]
 [1603.968262752  258.245818371 1918.643184476]
 [1611.726386161  257.496001377 1882.014008455]
 [1619.46162426   256.576328781 1845.437184615]
 [1627.17563744   255.495894286 1808.909616965]
 [1634.870695449  254.270205135 1772.425687634]
 [1642.551050639  252.931952634 1735.973970675]
 [1650.           250.          1700.         ]]","[[0.3552971829888526, 0.34074187559997166, 0.34295043519459445], 0.3463298312611396]"
900,"[[1500.           250.          2400.         ]
 [1508.630970588  253.661467034 2362.158331195]
 [1516.815111616  255.217414387 2324.881638206]
 [1524.950630727  256.584633395 2287.651450518]
 [1533.040153026  257.759393014 2250.470020105]
 [1541.086131172  258.738310174 2213.339533511]
 [1549.090854211  259.518396153 2176.262089095]
 [1557.056457124  260.09711279  2139.23966807 ]
 [1564.98493139   260.472441085 2102.274097696]
 [1572.878137065  260.642965839 2065.367004442]
 [1580.737817039  260.607981912 2028.519754064]
 [1588.565614573  260.367631024 1991.73337413 ]
 [1596.363096019  259.92308464  1955.008452023]
 [1604.131782294  259.27680241  1918.344996515]
 [1611.873196663  258.432928143 1881.74224015 ]
 [1619.588946921  257.39797082  1845.198332436]
 [1627.280892894  256.182180831 1808.709793315]
 [1634.95157673   254.80302629  1772.270304166]
 [1642.605764734  253.297304524 1735.867012446]
 [1650.           250.          1700.         ]]","[[0.35546230822139857, 0.340560867360744, 0.3431172553569678], 0.3463801436463701]"
