Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1500.           250.490677262 2363.00958831 ]
 [1500.           250.694388844 2326.102693566]
 [1500.           250.870343355 2289.202519635]
 [1500.           251.018561491 2252.309433925]
 [1500.           251.139085871 2215.423809984]
 [1500.           251.231982714 2178.546026708]
 [1500.           251.297343587 2141.676467396]
 [1500.           251.335287298 2104.815518629]
 [1500.           251.345962095 2067.963568883]
 [1500.           251.329548557 2031.121006713]
 [1500.           251.286264046 1994.288218105]
 [1500.           251.216370662 1957.465582097]
 [1500.           251.120191141 1920.653462526]
 [1500.           250.998143486 1883.852190548]
 [1500.           250.850822322 1847.0620236  ]
 [1500.           250.679208244 1810.28303822 ]
 [1500.           250.485278381 1773.514810297]
 [1500.           250.274141012 1736.755268325]
 [1500.           250.          1700.         ]]","[[0.3696788346786814], 0.3696788346786814]"
26,"[[1500.           250.          2400.         ]
 [1500.           262.169564484 2359.624009035]
 [1500.           267.180383925 2321.253284851]
 [1500.           271.482264799 2283.049660227]
 [1500.           275.080282739 2245.020215302]
 [1500.           277.980189344 2207.172225171]
 [1500.           280.188419966 2169.513140005]
 [1500.           281.712091701 2132.050564468]
 [1500.           282.558989993 2094.792237358]
 [1500.           282.73754368  2057.746012239]
 [1500.           282.256792103 2020.919838705]
 [1500.           281.126357222 1984.32174046 ]
 [1500.           279.3564558   1947.959776968]
 [1500.           276.958040864 1911.841950324]
 [1500.           273.943300847 1875.975950763]
 [1500.           270.327134595 1840.368435651]
 [1500.           266.131449388 1805.022892573]
 [1500.           261.398708496 1769.932683434]
 [1500.           256.242646223 1735.054123227]
 [1500.           250.          1700.         ]]","[[0.36996693009631454, 0.33860170490549263, 0.3383210823589674], 0.3489632391202582]"
