Iteration,Trajectory,Legibility
1,"[[1500.           250.          2400.         ]
 [1507.895486388  249.998846122 2363.158343445]
 [1515.79051085   249.998426084 2326.316431277]
 [1523.685482079  249.998102296 2289.474497073]
 [1531.580403492  249.997868097 2252.632539949]
 [1539.475278334  249.997716451 2215.790559071]
 [1547.370109689  249.997639885 2178.948553683]
 [1555.264900496  249.99763042  2142.106523158]
 [1563.159653561  249.997679497 2105.264467043]
 [1571.054371578  249.997777888 2068.42238513 ]
 [1578.949057146  249.997915591 2031.580277536]
 [1586.843712794  249.998081719 1994.738144795]
 [1594.738341006  249.998264367 1957.895987991]
 [1602.632944261  249.998450478 1921.053808901]
 [1610.527525074  249.998625716 1884.211610192]
 [1618.422086066  249.998774406 1847.369395656]
 [1626.316630074  249.998879765 1810.527170485]
 [1634.211160386  249.998925273 1773.684941504]
 [1642.105681426  249.998902224 1736.842716581]
 [1650.           250.          1700.         ]]","[[0.3434139971051016, 0.3418665957772544, 0.34188052899477633], 0.3423870406257108]"
100,"[[1500.           250.          2400.         ]
 [1507.969736446  249.884727445 2363.202764655]
 [1515.893256674  249.842777973 2326.379968448]
 [1523.811451825  249.810448823 2289.554968462]
 [1531.724663206  249.787072925 2252.727676459]
 [1539.633214923  249.771945655 2215.898008871]
 [1547.537415138  249.764318942 2179.065890319]
 [1555.437557448  249.76339452  2142.231257935]
 [1563.333922417  249.768316195 2105.394066643]
 [1571.226779292  249.778160966 2068.554295666]
 [1579.116387983  249.791928861 2031.711956519]
 [1587.003001374  249.808531379 1994.867102906]
 [1594.886868107  249.826778592 1958.019842982]
 [1602.768236072  249.845365405 1921.170354626]
 [1610.647357021  249.862858849 1884.318904492]
 [1618.524493262  249.877692415 1847.465871595]
 [1626.399928832  249.888188477 1810.611775103]
 [1634.273992796  249.892695974 1773.757297737]
 [1642.147127918  249.890345417 1736.903226147]
 [1650.           250.          1700.         ]]","[[0.3434419847705568, 0.34191438840025495, 0.3418568974378647], 0.3424044235362255]"
200,"[[1500.           250.          2400.         ]
 [1508.044827057  249.769687638 2363.247632813]
 [1515.99717374   249.68589844  2326.444144627]
 [1523.938866799  249.621340564 2289.636248692]
 [1531.870587959  249.574677592 2252.823768532]
 [1539.79298468   249.544498423 2216.006537035]
 [1547.706672681  249.529305484 2179.184403498]
 [1555.612238704  249.52750124  2142.357242249]
 [1563.510243565  249.537372719 2105.524963218]
 [1571.401225596  249.557073749 2068.687524921]
 [1579.285704586  249.58460462  2031.844950453]
 [1587.164186402  249.61778894  1994.997347257]
 [1595.037168543  249.654247801 1958.144931647]
 [1602.9051471    249.691372268 1921.288059349]
 [1610.768625975  249.726297885 1884.427263608]
 [1618.62813024   249.75589328  1847.563302376]
 [1626.484228469  249.77680492  1810.697213925]
 [1634.337579361  249.785732471 1773.830363694]
 [1642.189069311  249.780939139 1736.964325027]
 [1650.           250.          1700.         ]]","[[0.3434701812911279, 0.3419625719056909, 0.34183314852155877], 0.3424219672394592]"
300,"[[1500.           250.          2400.         ]
 [1508.120008646  249.654880585 2363.292499215]
 [1516.101224838  249.529361407 2326.508318018]
 [1524.066455394  249.432675222 2289.717524914]
 [1532.016721561  249.36281399  2252.919855188]
 [1539.952993404  249.317658277 2216.115058212]
 [1547.876193596  249.294959579 2179.302908007]
 [1555.787201565  249.292320087 2142.483216168]
 [1563.686858074  249.307169467 2105.655847705]
 [1571.575970373  249.336738213 2068.820740502]
 [1579.455318104  249.378027107 2031.977929294]
 [1587.325660215  249.427772477 1995.127575299]
 [1595.187743276  249.482407394 1958.270002992]
 [1603.042311898  249.538020334 1921.405745913]
 [1610.890122525  249.590316839 1884.535603831]
 [1618.73196345   249.634602319 1847.660713557]
 [1626.568688289  249.66584906  1810.782632407]
 [1634.401285939  249.679109234 1773.903408533]
 [1642.231087293  249.671780934 1737.025402015]
 [1650.           250.          1700.         ]]","[[0.3434983036486441, 0.342010663102454, 0.34180952148870747], 0.34243949607993523]"
400,"[[1500.           250.          2400.         ]
 [1508.195281183  249.54030629  2363.337363865]
 [1516.205409925  249.373166876 2326.572488628]
 [1524.194217555  249.244452797 2289.798797142]
 [1532.163063948  249.15148211  2253.01593645 ]
 [1540.113241019  249.091425192 2216.223572435]
 [1548.045977794  249.061281181 2179.421403894]
 [1555.962445933  249.057850986 2142.609179756]
 [1563.863765835  249.077706334 2105.786720187]
 [1571.751013505  249.117154218 2068.953942514]
 [1579.625228409  249.172196149 2032.110893166]
 [1587.487422677  249.238481787 1995.257787172]
 [1595.33859217   249.31125714  1958.395057171]
 [1603.17973033   249.385309347 1921.523414481]
 [1611.011846542  249.454915442 1884.643925328]
 [1618.835992778  249.513819258 1847.758105303]
 [1626.653308195  249.555320627 1810.868030702]
 [1634.465112459  249.572826009 1773.97643239 ]
 [1642.273181822  249.56287057  1737.086457227]
 [1650.           250.          1700.         ]]","[[0.34352635189956854, 0.34205866201480345, 0.341786016269469], 0.3424570100612803]"
500,"[[1500.           250.          2400.         ]
 [1508.270644639  249.425964757 2363.382226768]
 [1516.309728959  249.217314852 2326.636656466]
 [1524.322153228  249.056673288 2289.88006539 ]
 [1532.309615052  248.940681941 2253.112012341]
 [1540.273727448  248.865799144 2216.332079739]
 [1548.216025188  248.828270242 2179.539891209]
 [1556.137971708  248.824093864 2142.735133081]
 [1564.040966737  248.848983218 2105.917580751]
 [1571.926354869  248.898321629 2069.08713106 ]
 [1579.79543537   248.967111575 2032.243842193]
 [1587.649473654  249.049916666 1995.387983019]
 [1595.489715086  249.140796805 1958.52009434 ]
 [1603.317402259  249.233239053 1921.641065217]
 [1611.133797897  249.320093424 1884.752228268]
 [1618.940218108  249.393543824 1847.855477779]
 [1626.738088091  249.445219353 1810.953408965]
 [1634.529058849  249.466882543 1774.049435401]
 [1642.315352855  249.454207813 1737.147490776]
 [1650.           250.          1700.         ]]","[[0.3435543261000262, 0.34210656866685796, 0.3417626327939002], 0.34247450918692807]"
600,"[[1500.           250.          2400.         ]
 [1508.346098983  249.311855989 2363.427087927]
 [1516.414181894  249.061805337 2326.700821539]
 [1524.450262354  248.869336695 2289.961329672]
 [1532.456374806  248.730413473 2253.208082884]
 [1540.434452613  248.640780105 2216.44058016 ]
 [1548.386335688  248.595926715 2179.658370001]
 [1556.31377879   248.591048649 2142.861076209]
 [1564.218460668  248.621000012 2106.048429483]
 [1572.101994344  248.680240305 2069.220306248]
 [1579.965938857  248.762773212 2032.376776499]
 [1587.811813007  248.862076908 1995.51816298 ]
 [1595.641111884  248.971026156 1958.645114654]
 [1603.455327549  249.081809197 1921.758698286]
 [1611.255976461  249.185850515 1884.860512817]
 [1619.044639321  249.27377574  1847.952831147]
 [1626.823027878  249.335544967 1811.038767348]
 [1634.593125035  249.361278579 1774.122417702]
 [1642.357600348  249.345792433 1737.208502774]
 [1650.           250.          1700.         ]]","[[0.34358222630579865, 0.3421543830825923, 0.3417393709919592], 0.3424919934601167]"
700,"[[1500.           250.          2400.         ]
 [1508.421644183  249.197979992 2363.471947347]
 [1516.518768687  248.906638337 2326.764983856]
 [1524.578544879  248.682443016 2290.042590003]
 [1532.603343141  248.520676695 2253.304148102]
 [1540.595416432  248.41636805  2216.549073732]
 [1548.556909203  248.364250554 2179.776840322]
 [1556.489867075  248.358715265 2142.987009208]
 [1564.396247515  248.393756614 2106.179266469]
 [1572.277931806  248.462910111 2069.353468182]
 [1580.136738737  248.559180888 2032.509696209]
 [1587.974440599  248.674962311 1995.648327198]
 [1595.792782424  248.801944962 1958.770118269]
 [1603.593506059  248.931019523 1921.876313853]
 [1611.378382101  249.052186447 1884.968779144]
 [1619.149256302  249.154514734 1848.050165573]
 [1626.908127459  249.226297201 1811.124106006]
 [1634.657310945  249.256013863 1774.195379429]
 [1642.399924257  249.237624196 1737.269493338]
 [1650.           250.          1700.         ]]","[[0.34361005257233146, 0.34220210528584233, 0.34171623079350266], 0.3425094628838921]"
800,"[[1500.           250.          2400.         ]
 [1508.497280208  249.084336769 2363.516805033]
 [1516.623489292  248.751813855 2326.829143425]
 [1524.707000743  248.495992251 2290.123846397]
 [1532.750519987  248.311471598 2253.400208019]
 [1540.756618826  248.192562954 2216.65756049 ]
 [1548.72774564   248.133241712 2179.89530222 ]
 [1556.666236461  248.12709364  2143.112932146]
 [1564.574327162  248.167252917 2106.310091795]
 [1572.45416713   248.246330907 2069.486616969]
 [1580.307834878  248.356334433 2032.642601449]
 [1588.13735629   248.488572669 1995.778475815]
 [1595.944726563  248.633552988 1958.895105341]
 [1603.731937651  248.780869777 1921.993912083]
 [1611.501014685  248.919100951 1885.077027416]
 [1619.25406893   249.035760532 1848.14748122 ]
 [1626.993386734  249.117475785 1811.209425091]
 [1634.721616503  249.151088141 1774.268320719]
 [1642.442324537  249.12970287  1737.330462579]
 [1650.           250.          1700.         ]]","[[0.34363780495473273, 0.3422497353003032, 0.34169321212828635], 0.3425269174611074]"
900,"[[1500.           250.          2400.         ]
 [1508.573007028  248.970926324 2363.561660989]
 [1516.728343662  248.597331893 2326.893300256]
 [1524.835629887  248.3099844   2290.20509887 ]
 [1532.897905274  248.10279817  2253.496262658]
 [1540.918059711  247.96936479  2216.766040472]
 [1548.898844906  247.90290014  2180.013755748]
 [1556.842886842  247.896183699 2143.23884509 ]
 [1564.752699495  247.941488818 2106.440905548]
 [1572.63070019   248.030502557 2069.619752714]
 [1580.479227143  248.154233674 2032.775492343]
 [1588.300559938  248.302907779 1995.908608973]
 [1596.096944158  248.465850004 1959.020076026]
 [1603.870622182  248.631359704 1922.11149314 ]
 [1611.623874081  248.786593756 1885.185257802]
 [1619.359077088  248.917512857 1848.244778254]
 [1627.078805604  249.00908045  1811.294724758]
 [1634.786041637  249.046501159 1774.341241708]
 [1642.484801143  249.022028224 1737.391410613]
 [1650.           250.          1700.         ]]","[[0.3436654835077769, 0.34229727314953007, 0.34167031492596583], 0.3425443571944243]"
